VibAccel_m_s2,RUL_seconds
29.832165703790817,416
29.832165703790817,370
29.832165703790817,358
29.832165703790817,365
29.832165703790817,405
29.832165703790817,365
29.832165703790817,343
29.832165703790817,327
29.17587932241948,363
29.17587932241948,389
29.17587932241948,403
29.17587932241948,426
,451
29.17587932241948,399
29.17587932241948,447
29.17587932241948,401
29.17587932241948,426
29.17587932241948,466
28.989972642622977,398
28.989972642622977,359
28.989972642622977,360
28.989972642622977,400
28.989972642622977,454
28.989972642622977,108
28.989972642622977,480
28.989972642622977,386
28.989972642622977,516
28.989972642622977,469
29.23446489071928,418
29.23446489071928,415
29.23446489071928,482
29.23446489071928,377
29.23446489071928,415
29.23446489071928,418
29.23446489071928,439
29.23446489071928,322
29.23446489071928,431
29.23446489071928,434
28.47835531078191,422
28.47835531078191,379
28.47835531078191,431
28.47835531078191,410
28.47835531078191,390
28.47835531078191,370
28.47835531078191,440
28.47835531078191,403
28.47835531078191,421
28.47835531078191,436
27.45629266801746,364
27.45629266801746,439
27.45629266801746,407
27.45629266801746,390
27.45629266801746,518
27.45629266801746,449
27.45629266801746,399
27.45629266801746,453
27.45629266801746,391
27.45629266801746,482
28.44579167254444,393
28.44579167254444,425
28.44579167254444,469
28.44579167254444,412
28.44579167254444,506
28.44579167254444,353
28.44579167254444,400
28.44579167254444,386
28.44579167254444,382
28.44579167254444,441
30.71836669047836,390
30.71836669047836,412
30.71836669047836,418
30.71836669047836,368
30.71836669047836,267
30.71836669047836,415
30.71836669047836,374
30.71836669047836,396
30.71836669047836,448
30.71836669047836,374
30.62854454645029,360
30.62854454645029,418
30.62854454645029,441
30.62854454645029,469
30.62854454645029,419
30.62854454645029,436
30.62854454645029,428
30.62854454645029,328
30.62854454645029,423
30.62854454645029,363
29.278705434656956,403
29.278705434656956,338
29.278705434656956,442
29.278705434656956,341
29.278705434656956,49
29.278705434656956,374
29.278705434656956,399
29.278705434656956,424
29.278705434656956,339
29.278705434656956,439
30.751849287224672,493
30.751849287224672,407
30.751849287224672,423
30.751849287224672,440
30.751849287224672,420
30.751849287224672,484
,364
30.751849287224672,396
30.751849287224672,366
30.751849287224672,391
31.114711672703997,414
31.114711672703997,431
31.114711672703997,460
31.114711672703997,398
31.114711672703997,419
31.114711672703997,445
31.114711672703997,460
31.114711672703997,424
31.114711672703997,321
31.114711672703997,316
31.76136541570577,375
31.76136541570577,449
31.76136541570577,471
31.76136541570577,489
31.76136541570577,388
31.76136541570577,478
31.76136541570577,448
31.76136541570577,356
31.76136541570577,357
31.76136541570577,452
27.456841671927844,422
27.456841671927844,451
27.456841671927844,345
27.456841671927844,361
27.456841671927844,378
27.456841671927844,383
27.456841671927844,422
27.456841671927844,408
27.456841671927844,368
27.456841671927844,388
28.48310807122323,406
28.48310807122323,441
28.48310807122323,355
28.48310807122323,400
28.48310807122323,415
28.48310807122323,398
28.48310807122323,350
28.48310807122323,427
28.48310807122323,428
28.48310807122323,407
31.41079249311485,348
31.41079249311485,427
31.41079249311485,436
31.41079249311485,427
31.41079249311485,440
31.41079249311485,387
31.41079249311485,378
31.41079249311485,457
31.41079249311485,383
31.41079249311485,386
32.78556319296981,418
32.78556319296981,438
32.78556319296981,454
32.78556319296981,411
32.78556319296981,419
32.78556319296981,393
32.78556319296981,384
32.78556319296981,381
32.78556319296981,364
32.78556319296981,411
30.789299307739466,320
30.789299307739466,442
30.789299307739466,468
30.789299307739466,376
30.789299307739466,443
30.789299307739466,426
30.789299307739466,405
30.789299307739466,473
30.789299307739466,490
30.789299307739466,410
29.018852587505084,450
29.018852587505084,359
29.018852587505084,368
29.018852587505084,433
29.018852587505084,468
29.018852587505084,348
29.018852587505084,348
29.018852587505084,407
29.018852587505084,431
29.018852587505084,415
27.80609273902676,368
27.80609273902676,467
27.80609273902676,398
27.80609273902676,340
27.80609273902676,414
27.80609273902676,454
27.80609273902676,372
27.80609273902676,497
27.80609273902676,358
27.80609273902676,413
28.375510827802238,386
28.375510827802238,384
28.375510827802238,473
28.375510827802238,459
28.375510827802238,434
28.375510827802238,418
28.375510827802238,407
28.375510827802238,455
28.375510827802238,333
28.375510827802238,459
28.63166541804358,422
28.63166541804358,408
28.63166541804358,384
28.63166541804358,466
28.63166541804358,393
28.63166541804358,431
28.63166541804358,408
28.63166541804358,398
28.63166541804358,387
28.63166541804358,431
29.55504525333533,377
29.55504525333533,454
29.55504525333533,432
29.55504525333533,465
29.55504525333533,424
29.55504525333533,464
29.55504525333533,508
29.55504525333533,462
29.55504525333533,416
29.55504525333533,391
29.09589519985941,420
29.09589519985941,477
29.09589519985941,367
29.09589519985941,453
29.09589519985941,427
29.09589519985941,468
29.09589519985941,485
29.09589519985941,393
29.09589519985941,403
29.09589519985941,388
28.19110146094351,426
28.19110146094351,403
28.19110146094351,474
28.19110146094351,359
28.19110146094351,401
28.19110146094351,387
28.19110146094351,366
28.19110146094351,392
28.19110146094351,422
28.19110146094351,392
28.38038521352154,318
28.38038521352154,427
28.38038521352154,378
28.38038521352154,384
28.38038521352154,425
28.38038521352154,487
28.38038521352154,414
28.38038521352154,359
28.38038521352154,393
28.38038521352154,329
28.550884677473714,447
28.550884677473714,392
28.550884677473714,414
28.550884677473714,441
28.550884677473714,482
28.550884677473714,534
28.550884677473714,420
28.550884677473714,446
28.550884677473714,462
28.550884677473714,507
28.21144624276152,442
28.21144624276152,322
28.21144624276152,410
28.21144624276152,369
28.21144624276152,519
28.21144624276152,364
28.21144624276152,420
28.21144624276152,453
28.21144624276152,427
28.21144624276152,458
26.6633121697473,458
26.6633121697473,390
26.6633121697473,429
26.6633121697473,494
26.6633121697473,444
26.6633121697473,455
26.6633121697473,407
26.6633121697473,423
26.6633121697473,449
26.6633121697473,402
27.761246110143517,445
27.761246110143517,448
27.761246110143517,436
27.761246110143517,419
27.761246110143517,446
27.761246110143517,413
27.761246110143517,431
27.761246110143517,419
27.761246110143517,445
27.761246110143517,428
27.78504790298977,452
27.78504790298977,469
27.78504790298977,406
27.78504790298977,407
27.78504790298977,414
27.78504790298977,362
27.78504790298977,440
27.78504790298977,360
27.78504790298977,411
27.78504790298977,366
28.14478510369512,414
28.14478510369512,400
28.14478510369512,413
28.14478510369512,349
28.14478510369512,471
28.14478510369512,410
28.14478510369512,462
28.14478510369512,411
28.14478510369512,348
28.14478510369512,422
27.32227509599733,406
27.32227509599733,435
27.32227509599733,366
27.32227509599733,454
27.32227509599733,403
27.32227509599733,453
27.32227509599733,483
27.32227509599733,470
27.32227509599733,395
27.32227509599733,451
29.3546883724362,416
29.3546883724362,416
29.3546883724362,431
29.3546883724362,424
29.3546883724362,34
29.3546883724362,474
29.3546883724362,359
29.3546883724362,456
29.3546883724362,440
29.3546883724362,416
,389
30.069366996070148,446
30.069366996070148,414
30.069366996070148,384
30.069366996070148,429
30.069366996070148,414
30.069366996070148,418
30.069366996070148,441
30.069366996070148,79
30.069366996070148,346
26.277619481648237,409
26.277619481648237,396
26.277619481648237,447
26.277619481648237,361
26.277619481648237,422
26.277619481648237,483
26.277619481648237,377
26.277619481648237,401
26.277619481648237,355
26.277619481648237,414
29.4576928852912,436
29.4576928852912,361
29.4576928852912,380
29.4576928852912,350
29.4576928852912,433
29.4576928852912,461
29.4576928852912,490
29.4576928852912,401
29.4576928852912,384
29.4576928852912,389
29.765642503951582,459
29.765642503951582,384
29.765642503951582,405
29.765642503951582,437
29.765642503951582,563
29.765642503951582,409
29.765642503951582,396
29.765642503951582,409
29.765642503951582,461
29.765642503951582,392
30.437018020273875,475
30.437018020273875,359
30.437018020273875,365
30.437018020273875,460
30.437018020273875,395
30.437018020273875,438
30.437018020273875,440
30.437018020273875,392
30.437018020273875,445
30.437018020273875,380
31.04444036356524,390
31.04444036356524,466
31.04444036356524,410
31.04444036356524,469
31.04444036356524,392
31.04444036356524,401
31.04444036356524,441
31.04444036356524,363
31.04444036356524,416
31.04444036356524,424
31.56603816469431,461
31.56603816469431,498
31.56603816469431,476
31.56603816469431,461
31.56603816469431,455
31.56603816469431,423
31.56603816469431,405
31.56603816469431,392
31.56603816469431,426
31.56603816469431,415
28.96314727450705,399
28.96314727450705,391
28.96314727450705,474
28.96314727450705,445
28.96314727450705,391
28.96314727450705,394
28.96314727450705,396
28.96314727450705,466
28.96314727450705,347
28.96314727450705,392
31.73926281951949,466
31.73926281951949,439
31.73926281951949,448
31.73926281951949,361
31.73926281951949,405
31.73926281951949,479
31.73926281951949,406
31.73926281951949,367
31.73926281951949,385
31.73926281951949,406
29.827362895821395,496
29.827362895821395,442
29.827362895821395,403
29.827362895821395,424
29.827362895821395,441
29.827362895821395,440
29.827362895821395,411
29.827362895821395,422
29.827362895821395,394
29.827362895821395,481
29.446766112514887,386
29.446766112514887,423
29.446766112514887,384
29.446766112514887,479
29.446766112514887,447
29.446766112514887,415
29.446766112514887,396
29.446766112514887,429
29.446766112514887,491
29.446766112514887,497
30.93868949438701,459
30.93868949438701,397
30.93868949438701,399
30.93868949438701,439
30.93868949438701,486
30.93868949438701,438
30.93868949438701,457
30.93868949438701,404
30.93868949438701,399
30.93868949438701,392
27.99720111945129,435
27.99720111945129,445
27.99720111945129,439
27.99720111945129,495
27.99720111945129,426
27.99720111945129,426
27.99720111945129,341
27.99720111945129,365
27.99720111945129,452
27.99720111945129,413
31.199612468583567,410
31.199612468583567,393
31.199612468583567,384
31.199612468583567,403
31.199612468583567,462
31.199612468583567,471
31.199612468583567,415
31.199612468583567,434
31.199612468583567,487
31.199612468583567,429
29.750189108850265,401
29.750189108850265,426
29.750189108850265,431
29.750189108850265,398
29.750189108850265,421
29.750189108850265,420
29.750189108850265,377
29.750189108850265,385
29.750189108850265,385
29.750189108850265,397
29.21250033699051,439
29.21250033699051,496
29.21250033699051,420
29.21250033699051,398
29.21250033699051,405
29.21250033699051,354
29.21250033699051,397
29.21250033699051,463
29.21250033699051,376
29.21250033699051,429
33.40529106562472,379
33.40529106562472,421
33.40529106562472,426
33.40529106562472,434
33.40529106562472,418
33.40529106562472,447
33.40529106562472,481
33.40529106562472,426
33.40529106562472,442
33.40529106562472,468
29.47581061049225,382
29.47581061049225,384
29.47581061049225,493
29.47581061049225,407
29.47581061049225,433
29.47581061049225,427
29.47581061049225,473
29.47581061049225,429
29.47581061049225,417
29.47581061049225,406
27.193096111251787,455
27.193096111251787,408
27.193096111251787,395
27.193096111251787,50
27.193096111251787,398
27.193096111251787,406
27.193096111251787,516
27.193096111251787,494
27.193096111251787,424
27.193096111251787,451
29.344232899157635,488
29.344232899157635,464
29.344232899157635,449
29.344232899157635,524
29.344232899157635,442
29.344232899157635,472
29.344232899157635,408
29.344232899157635,363
29.344232899157635,468
29.344232899157635,381
28.334326159502037,429
28.334326159502037,403
28.334326159502037,422
28.334326159502037,441
28.334326159502037,370
28.334326159502037,408
28.334326159502037,402
28.334326159502037,442
28.334326159502037,425
28.334326159502037,456
27.944551415275303,459
27.944551415275303,450
27.944551415275303,507
27.944551415275303,411
27.944551415275303,428
27.944551415275303,515
27.944551415275303,470
27.944551415275303,412
27.944551415275303,486
27.944551415275303,489
28.901647015046027,359
28.901647015046027,459
28.901647015046027,489
28.901647015046027,432
28.901647015046027,417
28.901647015046027,435
28.901647015046027,453
28.901647015046027,393
28.901647015046027,412
28.901647015046027,464
30.15416892151033,444
30.15416892151033,405
30.15416892151033,458
30.15416892151033,386
30.15416892151033,417
30.15416892151033,373
30.15416892151033,353
30.15416892151033,540
30.15416892151033,395
30.15416892151033,381
29.983036576394277,442
29.983036576394277,441
29.983036576394277,431
29.983036576394277,494
29.983036576394277,451
29.983036576394277,469
29.983036576394277,368
29.983036576394277,130
29.983036576394277,485
29.983036576394277,420
31.11103892163809,412
31.11103892163809,424
31.11103892163809,402
31.11103892163809,442
31.11103892163809,513
31.11103892163809,474
31.11103892163809,454
31.11103892163809,399
31.11103892163809,407
31.11103892163809,428
28.783266206401105,450
28.783266206401105,332
28.783266206401105,337
28.783266206401105,377
28.783266206401105,453
28.783266206401105,381
28.783266206401105,414
28.783266206401105,388
28.783266206401105,410
28.783266206401105,423
31.75832205451124,449
31.75832205451124,461
31.75832205451124,475
31.75832205451124,416
31.75832205451124,392
31.75832205451124,465
31.75832205451124,486
31.75832205451124,437
31.75832205451124,434
31.75832205451124,497
28.48823833591901,389
28.48823833591901,421
28.48823833591901,509
28.48823833591901,464
28.48823833591901,407
,457
28.48823833591901,447
28.48823833591901,436
28.48823833591901,439
28.48823833591901,449
29.784997966075903,363
29.784997966075903,398
29.784997966075903,478
29.784997966075903,326
29.784997966075903,449
29.784997966075903,408
29.784997966075903,356
29.784997966075903,486
29.784997966075903,467
29.784997966075903,352
32.891645565308245,382
32.891645565308245,437
32.891645565308245,489
32.891645565308245,412
32.891645565308245,375
32.891645565308245,425
32.891645565308245,454
32.891645565308245,416
32.891645565308245,445
32.891645565308245,380
31.026362488397687,397
31.026362488397687,438
31.026362488397687,418
31.026362488397687,427
31.026362488397687,427
31.026362488397687,461
31.026362488397687,529
31.026362488397687,497
31.026362488397687,420
31.026362488397687,485
32.36972571761988,498
32.36972571761988,356
32.36972571761988,442
32.36972571761988,445
32.36972571761988,455
32.36972571761988,464
32.36972571761988,406
32.36972571761988,411
32.36972571761988,486
32.36972571761988,408
29.99771297055296,365
29.99771297055296,377
29.99771297055296,428
29.99771297055296,471
29.99771297055296,450
29.99771297055296,432
29.99771297055296,462
29.99771297055296,443
29.99771297055296,60
29.99771297055296,441
28.36658362071268,376
28.36658362071268,442
28.36658362071268,413
28.36658362071268,424
28.36658362071268,416
28.36658362071268,426
28.36658362071268,451
28.36658362071268,400
28.36658362071268,453
28.36658362071268,369
26.853373751247265,405
26.853373751247265,439
26.853373751247265,381
26.853373751247265,425
26.853373751247265,443
26.853373751247265,467
26.853373751247265,458
26.853373751247265,465
26.853373751247265,400
26.853373751247265,438
28.09832836371891,430
28.09832836371891,387
28.09832836371891,435
28.09832836371891,450
28.09832836371891,436
28.09832836371891,427
28.09832836371891,415
28.09832836371891,353
28.09832836371891,401
28.09832836371891,437
31.95330002365236,336
31.95330002365236,455
31.95330002365236,418
31.95330002365236,466
31.95330002365236,509
31.95330002365236,486
31.95330002365236,434
31.95330002365236,482
31.95330002365236,477
31.95330002365236,372
31.93771090941621,442
31.93771090941621,512
31.93771090941621,407
31.93771090941621,453
31.93771090941621,412
31.93771090941621,483
31.93771090941621,402
31.93771090941621,452
31.93771090941621,376
31.93771090941621,458
32.50808469838355,464
32.50808469838355,448
32.50808469838355,344
32.50808469838355,464
32.50808469838355,458
32.50808469838355,446
32.50808469838355,335
32.50808469838355,431
32.50808469838355,474
32.50808469838355,423
36.24989298658235,521
36.24989298658235,456
36.24989298658235,446
36.24989298658235,385
36.24989298658235,398
36.24989298658235,384
36.24989298658235,419
36.24989298658235,405
36.24989298658235,393
36.24989298658235,433
33.98681905717065,425
33.98681905717065,420
33.98681905717065,402
33.98681905717065,426
33.98681905717065,447
33.98681905717065,346
33.98681905717065,420
33.98681905717065,407
33.98681905717065,479
33.98681905717065,417
32.107575069133404,435
32.107575069133404,421
32.107575069133404,507
32.107575069133404,472
32.107575069133404,512
32.107575069133404,406
32.107575069133404,397
32.107575069133404,429
32.107575069133404,442
32.107575069133404,481
