Current_A,RUL_seconds
5.447189100876619,423
5.461953111815594,328
5.300341837113547,407
5.401009166080536,350
4.968488769113263,428
5.114983172552283,371
5.515170019107559,371
4.897218687730516,348
4.947160736156365,328
5.057815949356405,410
5.302207818006264,393
4.580122943303573,392
4.893278138640588,336
4.623664766118046,410
4.476185063692952,285
5.045735459731861,352
4.7822283225902895,339
4.963852922146277,357
5.328257799386646,333
5.354282831887852,398
5.276989957925742,399
5.214343739421851,372
5.234207780535647,418
4.970934341786736,321
5.464983110150479,384
5.036457761301857,358
5.644228370205793,429
5.2124960826906666,367
5.483042156160503,441
5.595842833956674,396
5.507086562298257,332
5.414231068674624,384
5.554171040466595,421
5.801913847159761,345
5.878215071232799,443
5.188708574403729,386
5.126837233755909,339
5.039861327875748,366
5.149705146600839,369
5.234888921994051,371
5.229998185715221,411
5.347873659258884,422
5.683575282899568,463
5.15616780287188,325
5.563778653536006,295
5.542905153158336,398
5.685514896896715,419
5.777459852544386,411
5.842217483946628,366
5.829826396826344,429
5.605344065308048,410
5.035514054428452,265
5.498852612476657,381
5.633556245778495,436
5.700899590593273,369
5.665273358669656,389
5.851437605693123,411
5.726214260169546,426
5.736579485227653,379
5.682494101016766,331
5.841851729878768,384
5.988320921590278,339
5.349043459208072,376
5.772628808073989,373
5.504805014879097,344
5.603746577802123,335
5.482710817881032,409
5.309974520126591,326
5.349600023993511,411
5.384933066445158,420
5.6769128791950445,380
5.5340564659986615,329
5.057980568767133,396
5.556175491786963,100
5.513392009010063,337
5.5006346748793975,424
5.382634189748766,424
5.2979676569275975,433
5.949812304008802,465
5.922695611902054,467
5.704255648764639,401
4.923150955670459,431
4.837753442395186,420
5.541586705738685,380
5.639800314780113,399
4.953964473659237,426
5.127187932574872,404
5.525390117581494,404
5.45336377026733,401
5.3095808857092015,396
5.394620538119231,455
5.613002765746312,380
5.858255953675515,380
5.887190568374735,419
5.778581930835234,408
6.035154553473121,460
5.556398551460038,385
5.964567784755687,404
5.456801112420102,410
5.514142083577878,433
5.32353158654217,392
5.214607254284808,464
5.12635541429873,368
5.342601552529163,468
5.905311282192018,417
5.494399850051312,362
5.651341445251235,399
5.955896186728952,346
5.5613033978464825,360
5.629054754681823,376
4.9495738621446135,430
5.759251610823695,425
5.808667120463596,391
6.080179767909399,438
,345
5.195043402361711,354
5.804518248852867,334
5.996209767043135,453
5.388243212658372,486
5.886242840302045,394
5.267309315138374,318
4.955352485350281,387
5.791687756021414,403
5.939529368193463,404
5.77146426930957,445
5.877785396733629,418
5.668211279239919,340
5.348165211465616,374
5.283063438713016,354
4.9922298405534296,356
4.882614868921386,315
5.579391116930573,326
5.525435334970978,397
5.141317740453545,399
5.6887182772026055,378
5.191788886557352,402
5.404541204129699,365
5.855394065955954,325
5.416605701578402,430
5.785574291596186,376
5.353486603877272,380
5.517385536609574,459
5.664496375768409,388
6.1938288408470425,393
6.143631400824873,449
5.730060414196277,365
5.200083466585555,322
5.099628678303604,358
5.118498365280747,372
5.141600320977617,386
5.721177923545142,349
5.628041978531148,363
5.498692524302587,343
5.532196239001045,369
5.676585625229599,332
5.5011476907277705,336
5.723387682222675,446
5.892825199224968,321
6.00132555660849,341
6.316690560486662,463
6.0295933099299015,482
5.331055802817067,450
5.491108610544096,446
5.169938174560025,352
4.974117211230477,434
4.995229746658948,429
5.005355986269735,363
5.514954836681651,366
5.224329539113927,403
5.694534137348078,395
5.558185065448568,378
5.979900092139375,384
5.744237343129137,282
5.81022481030563,369
5.525935606879964,437
5.923957290050613,78
5.853003891318582,328
5.621454368689975,403
5.296740933262782,376
5.297031797772784,356
5.854787658706577,388
5.858284495971726,444
5.806254068822189,443
5.167215010357958,378
,396
5.8074067709154376,336
6.04168978735101,404
5.7178370509414105,379
5.515677920880538,366
5.6802913762698655,289
5.596011224198373,399
5.041910367258809,347
5.222400963484219,393
5.216629754713964,383
5.970585353528103,350
6.089026877517595,379
6.103196367266791,405
5.667372132500126,420
5.68834612294493,376
5.495989393770249,358
5.803164597214843,335
5.527671915998418,417
5.150105788794871,355
5.126952575495748,409
5.214895401262759,367
5.557272554763415,374
5.541639330805466,466
5.812715971650259,515
5.8345394924552725,382
5.6224050878984695,413
6.078787750525959,355
6.051628560501775,334
5.570000653185054,419
5.50582748105429,360
5.293191865868992,390
5.583810215293299,392
5.278543152684295,444
6.023236046479247,500
5.60755865282698,378
5.938429936056664,384
5.53654349946671,405
5.709440258602087,398
5.785401155508119,346
5.900240742384669,364
5.452589891884724,398
5.391381063762571,372
5.366819015204344,365
5.3260161012316685,328
5.153814702967639,417
5.7897063779348334,456
5.985856618944603,373
5.864966126225941,461
5.515384555809163,346
5.143926699874278,419
4.512664900638433,483
5.710996239133514,396
5.604654873946068,400
5.710248046994345,352
5.7874698401658,369
6.063411621062778,391
5.687945051129078,380
5.438411686515643,400
6.232261980900486,371
6.043499371737121,398
5.719757357147426,434
5.5628962814677365,453
5.119780633037571,382
5.843353150187856,399
5.773661986611219,371
5.289800015227148,312
6.092945018122695,373
6.00430038949366,377
6.109623374798503,379
5.697762047253468,416
5.331957700818926,358
5.255035006322198,372
5.206068963003098,408
5.2390870037634825,324
4.933076189702201,464
5.058282516423766,423
5.226431048052603,337
5.63044264720134,362
5.745359269130479,452
5.716808108276203,471
5.527034725769132,301
5.50431980994818,381
5.397755299633836,390
5.401113605102545,347
4.924023339637575,356
5.235639031403981,372
5.230628003828629,387
5.282380189333882,441
5.705637285469541,472
5.564706019348479,460
5.678110653027414,336
4.918994791814798,328
5.865099637921598,368
6.010884568723572,335
5.741071766583413,391
5.7626461451000885,382
6.059043298415336,266
5.29240729373309,401
5.577264398777968,347
5.726620052298178,405
5.39419336058795,326
5.705347751412667,321
5.56210122133438,479
5.466621348290183,426
5.939833545233672,437
5.206472211384319,440
5.5962704653290976,374
5.458332231732433,414
5.650439241742428,450
5.652736688535994,464
,404
5.191703830658223,370
5.675464675707907,421
5.374222612485853,423
5.74251610824096,430
5.61019512816782,394
5.8357751912984215,430
6.065834953198971,433
5.443208997208084,456
5.7244412903044255,451
5.638279500111427,295
5.989828578041172,439
5.833192407885095,426
5.977139479199452,400
5.805113480490821,433
5.832586443233904,421
5.6843831897467565,314
5.832502875356241,349
5.6042522959452405,373
5.81890533721853,413
5.779414824844275,451
6.280015140941826,376
5.743613253095065,441
5.751180353735071,415
6.293395350514953,389
6.381447663866433,302
5.778677871534746,412
6.059410401817782,324
6.732959638617908,372
6.103189436005813,347
5.526889714842497,384
5.284891708883098,416
5.84974088882149,440
5.294070116000687,375
5.550871648411578,325
5.763287766845542,366
5.569576133194454,455
5.688480970266978,400
5.545898597251397,445
5.792304862508774,350
5.744602219345082,326
5.767180142412871,433
5.259244851675763,397
5.576484756145433,428
5.81886887542425,402
6.305457838248457,438
6.080705026177956,376
5.572669790982043,452
5.347408400063817,399
5.700636239920288,444
5.713950263858534,428
6.27505403089637,401
5.799620763091932,449
6.168318678880191,415
5.811295154755889,436
5.697804300286295,392
,392
5.786678265310851,390
5.332401419503918,455
5.3666917698061205,406
5.417557711286969,401
5.713738112203403,483
5.405414411012497,366
5.708435616609753,381
5.561250422274318,383
5.355008713094293,442
5.70666768944713,457
5.447226293642337,390
5.209070239853162,475
5.499104883327115,460
5.7061647757092,363
5.112008271243824,302
5.251170589228635,378
5.027637304837343,427
5.257960084936848,367
5.037703261047725,368
5.210682542952096,400
5.088660525317475,395
5.3626383887763325,499
5.075178975071175,420
5.317883245797436,406
5.43784473067732,368
5.531354597270634,471
5.9103336242810105,349
6.034841553177719,357
5.748820902740763,452
5.996727979012549,416
6.492702890328606,370
5.872278218568937,358
6.151170680786761,365
5.703527591178333,405
5.3471232697897975,365
5.232186087121653,343
5.420616534618461,327
5.357115065381001,363
5.0873648331843375,389
5.886757099411737,403
6.0806711761694,426
6.071959324984345,451
5.574918943428247,399
6.432139821368127,447
6.248130060943139,401
6.244389587352053,426
6.385636419667705,466
5.967777458848947,398
5.725730498094329,359
5.50358804493763,360
6.133508298806486,400
6.627270683342113,454
6.039990897705614,108
5.669141574198904,480
6.072490586474474,386
6.125581870904316,516
5.612141106201203,469
5.602587446798932,418
5.598559820462236,415
5.900796769219999,482
5.87700390258594,377
6.014184362708444,415
5.757886398841444,418
6.016577558180246,439
6.300319752987339,322
6.16770098312121,431
5.853252697492311,434
5.8745225521255895,422
5.594139883335805,379
5.822816055837977,431
5.603274850933571,410
5.8306584865180495,390
5.786778186340183,370
6.036441285481074,440
6.177330562825318,403
5.289175301121079,421
5.3415325430686496,436
5.902025803989395,364
5.954514205190308,439
6.032535296933401,407
6.169755584210453,390
5.78788872577434,518
5.6347562415123456,449
5.891395271056802,399
6.283578194238269,453
5.825230629017328,391
6.17628251627894,482
6.164210293218635,393
6.101549899147106,425
5.891725146985202,469
5.876842093843612,412
5.997631552113744,506
5.879917721917834,353
5.389135903141173,400
5.49519600521442,386
6.197015963581373,382
5.639114401337576,441
5.870364347367385,390
5.65686040720768,412
5.583432585587875,418
6.024874791368978,368
6.249691209293829,267
6.358027207527591,415
6.225358925632932,374
5.874253003663907,396
5.837972433479579,448
5.782551308584455,374
5.656004799051715,360
5.780605064503304,418
5.952201157366253,441
5.604285744953216,469
5.521239955127655,419
6.004308505717036,436
6.402175290216732,428
6.36438240994644,328
6.109515717420194,423
6.322278939954959,363
6.52808771577902,403
5.8177734109513,338
5.687684557137853,442
6.248672587414093,341
6.219197714184164,49
6.428769128402855,374
6.349087094213105,399
5.762296380326872,424
5.548137255419884,339
5.765040112261911,439
5.595731452694709,493
5.817081228181446,407
5.9069163361592585,423
5.5632955118633545,440
5.852393908980168,420
5.905572285696103,484
6.199629463513849,364
5.866733450454606,396
5.766224383266574,366
5.677866545635317,391
5.427619158877191,414
5.659842992140249,431
5.917010408494319,460
5.720278268426549,398
5.702486567750438,419
5.503964825092259,445
5.712840973292193,460
5.634090728662779,424
5.928725800381152,321
6.089291184370571,316
6.138898766975571,375
6.306887516034859,449
5.893264356245496,471
5.623455118516473,489
5.910619733118296,388
6.004047265642373,478
5.726807746763992,448
5.65923533851917,356
5.898648452279357,357
6.078523319443546,452
5.659096019529271,422
5.8367841308712025,451
5.735351225295234,345
6.180365348438226,361
6.380293285783504,378
6.209642323473433,383
6.737208419618799,422
6.6877209027122,408
,368
6.541152404877672,388
6.440927950108832,406
6.263737237255142,441
6.140455326685003,355
6.071346694668976,400
6.513391958787559,415
6.6054955474418,398
6.236192207322938,350
5.493601833411224,427
6.174531112947562,428
5.966096329970272,407
5.873641691454739,348
6.051696084311188,427
6.183659852404528,436
6.3194499173031184,427
5.8433339149695485,440
5.794096948824527,387
5.599647296501188,378
5.775797920298013,457
6.554957905580611,383
6.240794758433326,386
6.651297086798766,418
,438
6.191346360889993,454
6.047450619025934,411
5.893280398041648,419
5.30513583668633,393
5.306054768090002,384
6.452609313691436,381
6.146142445525452,364
6.120238419937195,411
6.115444638982673,320
6.041578238132546,442
6.131054733752246,468
5.826624035610351,376
5.721499601710779,443
6.038629453239519,426
5.799074785603078,405
5.714640105173152,473
5.687291230934767,490
5.215761004803363,410
5.372055596330164,450
5.604753562919411,359
5.769076749857706,368
5.586818172884708,433
,468
5.7877389888560336,348
5.66020111328276,348
5.439987142240949,407
5.972149182479557,431
6.150030858420805,415
6.03215630056782,368
5.733922210360127,467
5.962131048048767,398
6.627860545592252,340
6.438333745012274,414
5.809351327341696,454
5.726188032304904,372
6.15564899355597,497
6.293477906275337,358
6.397269739220408,413
5.9341365788777045,386
6.229717932215859,384
6.067100207643005,473
6.442097335354206,459
6.267452390622291,434
6.12301990222279,418
6.238120975786528,407
5.814433536008548,455
5.990184094873363,333
5.747347448538651,459
5.339182752568204,422
6.175409505415144,408
6.273525083604754,384
6.027943865719001,466
6.393642706240727,393
5.783207007515501,431
5.657896676738273,408
6.180060269977218,398
5.843081691334907,387
6.265849338167593,431
6.574198997575787,377
6.268616407042698,454
6.336079733738663,432
7.039241941365748,465
6.807466972308917,424
6.127059701594106,464
5.83259767970269,508
6.51697841511653,462
6.437556211061451,416
6.242184665874631,391
5.894173758261968,420
6.223909893727512,477
6.779115013327691,367
6.433253696794715,453
6.380033051435925,427
5.863542070741511,468
5.457665285798354,485
5.61879340196373,393
5.64034588832408,403
5.816221633631109,388
6.297079685404133,426
5.878803607411837,403
6.028563457282788,474
5.98926354263562,359
6.299875184445605,401
6.447381327482864,387
6.281599043246715,366
5.914949034903325,392
6.239050650567915,422
6.616789563453309,392
6.274666924374905,318
6.282856573520051,427
6.174220987520936,378
6.129150602875815,384
6.572047775534188,425
5.910111441559277,487
6.790972997620861,414
6.64245826407871,359
6.28467970171012,393
5.980549396543632,329
5.893885724609169,447
5.749443589022806,392
5.800823693293056,414
6.06008214351059,441
6.10701672661224,482
6.3785720019412535,534
5.804387449024194,420
5.603398698872052,446
5.997266319967308,462
5.692454240888826,507
5.92948839938739,442
6.0198799523901245,322
5.926120200312827,410
6.0036429875823325,369
5.424828048060853,519
5.614166589079367,364
6.272738512735071,420
6.120690352547169,453
6.011383904617201,427
6.335040621703532,458
5.696683111182512,458
5.997577201944366,390
6.231382975245721,429
5.82673987752305,494
6.50440257568244,444
6.4443785432981775,455
6.26985001869084,407
6.003914657757837,423
6.107633360029728,449
6.0867883808223535,402
5.718689859216825,445
5.696898789859324,448
5.745843838412094,436
5.407133058978571,419
5.964044361635277,446
5.902416231236119,413
5.934947899243516,431
6.6167523705933,419
6.585325064111485,445
5.978015771055949,428
6.272789503360396,452
6.680058873860837,469
6.853645596114112,406
6.388939834514578,407
5.643585579100087,414
5.792341164199717,362
6.424865957358021,440
6.83804350227635,360
6.321186286639799,411
6.0043042720411925,366
6.652793629126278,414
5.844270979195131,400
6.232862341195069,413
6.623961272384085,349
6.20518094644669,471
6.174810094205478,410
5.943822940454737,462
6.208221803364568,411
6.579558143120461,348
6.315701148573504,422
6.333820659210025,406
6.04887758788193,435
5.687067878071551,366
5.778663442283007,454
6.3481055543437845,403
6.396491490304423,453
6.321474274111052,483
6.387026193180081,470
6.194176952650822,395
6.108048890549049,451
6.17729286425005,416
6.170799228559253,416
6.231093815814981,431
6.753354194786646,424
6.903897769887272,34
6.701832195331857,474
6.527605502981174,359
6.319804886366217,456
6.708030164915764,440
5.966103240905913,416
6.26001135012181,389
5.561084770215485,446
5.8415478973026405,414
5.994469251965331,384
5.617246295450485,429
5.937620018489516,414
5.7663377423961,418
6.114448283196825,441
5.96839740002139,79
6.51673877619307,346
6.024146079308069,409
5.787624684052089,396
5.9828684170422095,447
5.888970452386434,361
6.304203187146258,422
6.490534800404656,483
5.917131358497059,377
6.37842218726905,401
6.178464347710454,355
5.945547440457722,414
6.677771804027165,436
5.999081934002659,361
5.98801160155486,380
5.95826186419931,350
6.164232791646396,433
5.592910627793508,461
5.7194949339491385,490
6.035264396628813,401
6.032575764504024,384
6.10042475951639,389
6.0505173129390935,459
6.054922399444008,384
6.663546054725821,405
6.562925098705703,437
7.167148874225939,563
7.128973884676563,409
7.0968437454844455,396
7.211423934330083,409
7.081992780794582,461
6.275465229833167,392
6.22460371766061,475
6.581422944136524,359
6.198951787758771,365
5.611475878630833,460
,395
6.232462340924931,438
5.85997850100637,440
6.108110659281067,392
6.1779614671571785,445
6.609605076823065,380
6.833543175690673,390
6.509862659151313,466
6.507859247115928,410
6.659408003184226,469
6.594246078692601,392
6.108196077977284,401
5.973806200537522,441
6.045784071215266,363
6.390456812921528,416
6.441673163729881,424
6.314773505671738,461
6.030619980945019,498
5.6880591281593205,476
6.338312454377541,461
6.119893091330942,455
5.9460940499687975,423
6.002008206532145,405
5.850597183028406,392
6.271460943939648,426
6.334595793339897,415
6.276226683955863,399
6.921672483001114,391
6.6888273680727695,474
6.3521076937174765,445
5.976245056578474,391
5.982336350335772,394
5.481273951628212,396
5.843156795661504,466
6.021291539210073,347
6.350451349088394,392
6.004215737966456,466
6.530913374819989,439
5.954022144412857,448
6.150253924118558,361
6.669894019382974,405
7.055563640982434,479
6.322795731783409,406
6.269536578563293,367
6.386291218607735,385
6.398297951640412,406
6.324301558846656,496
6.110105082412364,442
6.411226746898368,403
5.750893855848417,424
5.538680626525248,441
5.927986046320759,440
6.640821944186063,411
6.196462871497032,422
6.073574363045974,394
5.953120914594077,481
6.223452216310472,386
6.231699515836422,423
6.355534605769199,384
6.256315762619751,479
6.024008160782185,447
5.960037380667995,415
6.09239933800664,396
6.051338847544772,429
6.351306516835431,491
6.549146299273458,497
6.44685642502371,459
5.9093408762498765,397
6.820701389338308,399
6.782359333724731,439
6.4015704148578845,486
6.611809637714586,438
6.353709562963632,457
6.376242451939941,404
5.998071945257163,399
6.134274885244314,392
6.166204963428323,435
6.622836435957414,445
6.662872371292548,439
6.512370039561484,495
6.655389981141749,426
6.312923555969004,426
6.270555779586702,341
6.332485069534985,365
6.295709331448527,452
6.754601870787383,413
6.540630000402592,410
6.5907203983305305,393
,384
6.460178431950487,403
6.61885812923101,462
6.505434679523351,471
5.874594388925891,415
6.137409026045913,434
6.035281057599391,487
6.275497641211048,429
6.80435784173486,401
6.686741181250071,426
6.587954426738235,431
6.294727159487322,398
5.96239433773076,421
5.6120543834227865,420
5.546640342297292,377
,385
6.045354722343279,385
5.8460960797765145,397
5.990486510763491,439
5.965672048301177,496
6.763407585796898,420
6.038397774960924,398
5.808525311725914,405
6.279327647652666,354
6.236441544563781,397
6.433495953962087,463
6.231743351575346,376
6.404420151781601,429
6.795627739082096,379
6.871884336857528,421
6.793742717503181,426
6.436175999323401,434
6.4379669741633005,418
6.661315953615706,447
6.668189456647903,481
6.433194761830543,426
6.064396464061246,442
6.41614666041464,468
6.745962103308404,382
6.86905082175317,384
6.67935203567083,493
6.459697455958309,407
6.706022585686076,433
6.769430085793696,427
6.560150476966184,473
6.386039277212464,429
6.259165762646919,417
6.264817872732914,406
6.462245993475593,455
6.507755370349332,408
6.327951358677503,395
6.305495344948322,50
5.785460214064213,398
6.335398525972605,406
5.912587745078492,516
5.870512864772522,494
5.6442925044176455,424
5.981301313936266,451
6.380735552352422,488
6.450148649972456,464
6.386626524846981,449
6.553863355424844,524
6.369083703045092,442
6.330083800268817,472
6.681654654811318,408
6.0991506475072175,363
6.406329560679128,468
6.306317432259014,381
6.097558547175891,429
6.005861389502062,403
6.580856906865053,422
6.792367461375676,441
6.362721633756971,370
6.887907511118329,408
6.512982900076647,402
6.222640392967079,442
5.886431256768841,425
5.910136706991253,456
5.832627708984615,459
5.836107091285909,450
6.18528897716489,507
6.361629800609444,411
6.1393496723966,428
6.447574032422346,515
6.548703964152589,470
5.997512656927783,412
6.570202325338284,486
6.23074589351017,489
5.719043452860848,359
6.002398315920309,459
6.303338065873665,489
5.810545837410623,432
6.28812181130391,417
6.4180671249656776,435
6.398886006463796,453
7.253016341648074,393
6.371130549033403,412
7.0387628707163525,464
6.263361593399451,444
6.034552862194972,405
6.633277392511675,458
6.877701672974214,386
6.3049048185834105,417
6.478197623366259,373
6.372417634082167,353
5.847574470680693,540
5.928063195270281,395
5.807773919154324,381
6.014376468958899,442
6.499017907101048,441
6.3441137944487815,431
6.206430410908953,494
6.572470824445639,451
6.7313366071375365,469
6.86250566819492,368
6.415492535296995,130
6.355964185145052,485
6.732362771831091,420
6.372286500954252,412
6.225571856106716,424
6.371868853633445,402
6.586820531583841,442
6.498297904648482,513
6.053303845274453,474
5.747776704992484,454
5.835194002240036,399
6.070527834909367,407
6.634006844273735,428
6.383475481369167,450
6.172256294074219,332
6.057318697436005,337
6.704484272989918,377
6.689948747397566,453
6.578605981172111,381
6.672797691168128,414
6.63166540674222,388
6.648121303544944,410
5.896132710196385,423
6.324335306640228,449
6.378552673303174,461
6.758988340414402,475
6.017186811520932,416
6.070081730096035,392
6.757889734135491,465
6.302128575767981,486
6.570159401778921,437
6.626155405059125,434
6.757941143094358,497
6.287993323548689,389
6.458417148787391,421
6.228439975506001,509
6.423401874995406,464
7.047331077133751,407
6.618416398182214,457
6.525028885687906,447
6.1025682523381946,436
6.082598282807905,439
6.524469376406185,449
6.675640380275384,363
6.534083780405457,398
6.616429369788226,478
6.819916933024045,326
6.639713353866585,449
6.604180842510299,408
6.477910850059428,356
6.6857229322957,486
6.443674910539361,467
6.609502939340851,352
6.539541839383267,382
6.687969868331849,437
6.50244770640137,489
6.701455479429767,412
6.4887683322160825,375
6.665578864442928,425
6.957001273111552,454
6.652881016551432,416
6.179049400715157,445
6.466005589999811,380
6.411694571145879,397
6.257222388604873,438
6.374894106548502,418
6.669119417950673,427
6.281377348215457,427
6.614607036763889,461
6.552389329603146,529
6.981780252742282,497
6.607897606628205,420
6.380299853111691,485
6.8941441660939535,498
6.057706421211423,356
6.452274989601004,442
6.727024886480361,445
6.814734735354251,455
7.135130460303327,464
6.607565087261973,406
6.513140331809854,411
6.280386934919986,486
6.722434715511073,408
6.868615999078428,365
6.867436550982786,377
6.020110691024679,428
6.271168566204169,471
6.382475606342531,450
6.712501213255878,432
7.377619932846821,462
6.858935356517756,443
6.990404116107175,60
7.230914441101783,441
7.332930626200199,376
6.631911724729192,442
6.418593043694596,413
6.371043944283938,424
6.414456974747518,416
6.37424735127222,426
6.51664651839225,451
6.6141354102612695,400
6.788830965335436,453
6.661728949451866,369
6.45835370192523,405
6.858505541616154,439
7.059744050446401,381
6.706983565936605,425
6.722545039014153,443
6.7806962770246,467
6.771539711306756,458
6.376929901326263,465
6.437660411169522,400
6.85248354858701,438
6.872058840001337,430
6.171633972637077,387
6.18734834953688,435
5.884694291698422,450
6.397654582920101,436
6.540798338674976,427
6.132215564511791,415
6.592362255230861,353
6.212737906628927,401
6.33465356066522,437
6.809458188552689,336
6.587619442083343,455
6.973284705400037,418
7.4066556235654755,466
7.050411374716905,509
6.877971774414436,486
6.698396445560272,434
6.339613017978845,482
6.632149621901975,477
6.874075560473647,372
6.677606969097759,442
7.020899113127984,512
6.632573871124809,407
7.155173749878076,453
6.652155600968598,412
6.65714007461198,483
6.324528444959743,402
6.4329753614619465,452
6.7413091675904,376
6.2577412711736935,458
6.609433403081726,464
7.181090161103546,448
6.953736305060211,344
6.12576167152462,464
6.692969671973889,458
7.3533411654753404,446
6.992617370844176,335
6.888747790331068,431
,474
7.22595883295141,423
7.047748039946168,521
6.345157487726562,456
6.494009134372644,446
6.115724049662613,385
6.505149598887323,398
6.9065965251358135,384
7.095977948478243,419
6.726413465223496,405
6.877176858604656,393
6.122168738205161,433
6.398666479844269,425
6.182414202453648,420
6.0502822642751015,402
6.52017025139248,426
6.723652499041541,447
