Temperature_C,RUL_seconds
56.66572018984407,356
58.96769405455651,315
55.23034312069437,326
61.875708600176736,397
63.44241267925022,399
59.77897287258405,378
54.59303379874687,402
60.28545175260633,365
59.1714156414176,325
62.2702261646653,430
56.177038707266846,376
55.82155214280558,380
57.28074350237393,459
58.1274919274843,388
57.213303933796944,393
59.6575427334179,449
56.319852396606834,365
57.153617049645376,322
58.284180492333846,358
59.91810618802784,372
61.27190070749646,386
56.9953595235995,349
53.75596871393319,363
59.73256240235833,343
60.17283208848148,369
,332
62.34594372993211,336
60.90794778892538,446
63.065179170743306,321
61.1464398365082,341
65.57323614057587,463
66.96648064333573,482
62.255923889745816,450
63.20053374686157,446
62.79655462979429,352
64.55179666113278,434
59.13325956436834,429
60.88606272378621,363
62.77230988171282,366
56.11352811975495,403
54.34237223374606,395
51.15010073743747,378
54.33692773302673,384
58.59953706331971,282
62.854273937099634,369
61.12976546657875,437
64.46914748855235,78
58.01973174356996,328
53.92659333690139,403
56.33360500607419,376
58.728492369174745,356
58.80510850190121,388
53.35402265270801,444
55.9743721754848,443
54.007525223120766,378
58.358706055768415,396
59.72041557276145,336
56.87819830190944,404
56.611742008828266,379
55.01049456166568,366
56.9049292495416,289
60.604678817517645,399
57.21862233587374,347
59.55239226339181,393
57.93106724122031,383
56.4157537501719,350
57.51428069711575,379
55.561779806597386,405
55.89023735725682,420
54.31945470974871,376
62.07749622819696,358
60.751374300565374,335
58.10824536263133,417
59.25808691583701,355
58.956376492462525,409
58.5165882886668,367
60.555960285123824,374
61.96706399462967,466
59.199387810479735,515
57.697588334230495,382
57.76315191853848,413
52.327778688940136,355
51.738654775178254,334
59.23005951372465,419
63.731003371687166,360
60.87205322843589,390
61.67606619931586,392
61.36613010939863,444
68.68814950754427,500
67.0634168298654,378
62.887203143765255,384
58.56889588185529,405
54.65667651048814,398
57.59170269964976,346
56.47209481482356,364
54.1187295726088,398
55.04076073569615,372
54.33171790031277,365
61.45703175984438,328
62.84920571658889,417
61.14771016044817,456
64.3187074703878,373
62.12162000085487,461
58.49308194785863,346
63.121081563487714,419
62.78206860219831,483
58.36130433791753,396
58.44193516980149,400
56.63635733553077,352
54.36853885472036,369
59.473227512491846,391
64.68467545675583,380
58.36319893071754,400
60.502965750212205,371
58.30045178989147,398
57.64504452507032,434
57.037467955266365,453
56.004719114335714,382
57.956477896657546,399
,371
58.84310528450075,312
59.1220616712583,373
58.75636795061708,377
56.772602637697766,379
56.6782017737258,416
60.23218152841778,358
61.32643157170728,372
57.88601987734056,408
59.07774804751645,324
61.43849655077869,464
56.08706649576477,423
59.39015220572765,337
57.78987112244898,362
60.32376263456175,452
57.99362252900068,471
54.02049955796716,301
52.51708295524025,381
56.2938951456079,390
58.75804795087308,347
56.8515427782314,356
60.06846753906258,372
55.47094768461958,387
57.484196790218746,441
55.40381212790654,472
55.877723857581046,460
58.00693018099757,336
56.62475613904851,328
57.22279926807239,368
61.28142415580941,335
59.0404494695707,391
61.73824911056892,382
57.7848806838775,266
60.29318394835895,401
64.01340599059274,347
55.31214672267436,405
55.48764390665983,326
59.28940700725859,321
59.08827256317096,479
60.54232174652252,426
58.64079119239269,437
59.55887577131332,440
59.36809323175468,374
62.85033690156733,414
62.129676987088345,450
61.99823018114892,464
59.91320272088028,404
58.67050962913802,370
58.20208110982772,421
60.205081762005285,423
59.00918891517664,430
60.33457710053717,394
65.82274431790239,430
65.31956423429551,433
61.839954401789065,456
64.22796973607932,451
61.08117410630775,295
55.1109200277259,439
54.91117133991203,426
52.48626566434081,400
55.38013708950432,433
57.83015998117083,421
63.53609235777677,314
62.74965018443048,349
60.88642089184115,373
62.79003853006842,413
55.53665138753167,451
58.52044555148068,376
61.46178109401018,441
56.86319036989263,415
61.64847282539622,389
61.87117611741827,302
59.95156641756901,412
61.82580493460057,324
67.18953746848688,372
64.23582414046936,347
62.942375035754345,384
60.38942996687616,416
58.06290018701923,440
61.44036854864533,375
58.58001506793985,325
59.65873749273673,366
58.7194373725033,455
60.836949179542295,400
61.50758708427035,445
63.74761466120631,350
60.69346339334953,326
59.81900538967369,433
57.47201096553925,397
57.74581687311915,428
60.10525445162375,402
62.314361265764745,438
58.88942772149229,376
62.01897059334499,452
64.90025414156251,399
63.80117240461883,444
67.2069290494162,428
,401
57.76559307152749,449
54.33190670378687,415
61.46114522561575,436
62.75744808854193,392
61.49294818334764,392
61.77090525415051,390
58.1193597634247,455
65.94014805298119,406
63.60011787382568,401
62.3807789333413,483
63.43951936032571,366
63.31224913410018,381
62.55857903880475,383
59.44717773053487,442
61.30292285953292,457
66.0434957417899,390
66.96914745882613,475
68.1051389245045,460
62.9954428248378,363
59.15313701624026,302
59.56848391357903,378
60.27042932039844,427
63.42945040855001,367
57.48917643577836,368
63.22266542848159,400
61.53718688336063,395
59.97267272411725,499
57.61449392279998,420
54.704153048452206,406
59.9438344515173,368
60.54324985748576,471
57.16627990756777,349
55.4681504810917,357
57.21335208190688,452
63.50310051792022,416
61.44488930774723,370
57.06236222411637,358
58.270244734157785,365
58.8055034785077,405
52.53205590869041,365
56.53449177464299,343
58.062942966928034,327
61.334607825533446,363
66.08702186459765,389
66.51692883633743,403
62.96831159496202,426
58.93653528832762,451
66.86048984454773,399
64.03843519476217,447
62.50927543499292,401
61.64609545818076,426
61.81861726099594,466
60.98441987148403,398
59.41234901697332,359
58.702822482734085,360
59.74028361021352,400
58.88433866923728,454
58.00306547815785,108
59.77860858189028,480
59.69471296181436,386
64.40611609432254,516
55.54754794944167,469
61.22707915280472,418
64.48833301713351,415
57.16050149318045,482
58.17360649174298,377
58.60664723772541,415
56.0298968957527,418
56.44581720620208,439
55.759445034860455,322
63.15005976428678,431
64.6446828616469,434
66.30297420490089,422
65.65154682164267,379
60.33298833048713,431
59.3100521288128,410
61.54020646561606,390
58.03833205876384,370
61.51633894348498,440
60.68546970853505,403
59.91099755929884,421
62.45946806512994,436
63.01771924105165,364
61.12682054456757,439
64.29026402344407,407
59.827016423557325,390
62.18138026302692,518
63.30099835644789,449
61.42774593410706,399
62.21153997835288,453
58.348955286914666,391
62.29462504346105,482
61.27743208499605,393
59.86079848954197,425
63.400236412945134,469
60.4399785394954,412
57.06280648715268,506
,353
59.77915355702093,400
57.090293770013474,386
63.94503534302277,382
57.01731873093736,441
63.7591666831817,390
63.12346865547631,412
61.97880847165296,418
60.20038200328003,368
61.86417592837682,267
61.520848159981895,415
64.4337678842675,374
63.22378050091365,396
62.72023845035888,448
61.08494958265567,374
61.0993531721042,360
62.095419507060335,418
57.14897816227693,441
55.65715477597399,469
60.562198381590505,419
61.47328375626366,436
60.97477303078345,428
61.27608090719462,328
62.31946877370667,423
60.44937423808485,363
58.874286948228686,403
60.72097817557336,338
58.47796334900743,442
61.104371444910704,341
56.72234220924632,49
,374
63.00671352068137,399
62.9738338198347,424
64.92339748740724,339
67.74571111739382,439
67.402900867459,493
59.526349206641626,407
57.107587357614776,423
57.67006375111737,440
59.71276590941711,420
62.06535677101687,484
59.88846910829962,364
61.26780668627933,396
59.4176724339966,366
58.8850405856967,391
56.47583548306041,414
56.580484127983006,431
55.47998406131954,460
55.948417241909446,398
61.66631530610461,419
59.12104360372741,445
67.52320371782046,460
65.95279619469113,424
64.33867556733459,321
60.718973913877285,316
63.12150623477803,375
60.88169232074176,449
61.64941098686686,471
68.62004732644692,489
64.93774902434167,388
66.46297135013509,478
62.22793820474918,448
61.91849732797363,356
66.64337405243487,357
62.53580441256828,452
67.07240477123692,422
66.36198532951445,451
62.5811445896212,345
63.92084315144476,361
65.51304453008527,378
65.36608931835526,383
59.378070519513386,422
58.66434816953191,408
59.60640596348153,368
60.54871205580973,388
62.90059538759073,406
62.884458679993976,441
58.795109664253474,355
61.386339151423016,400
63.30793945607328,415
64.13552876776836,398
65.95993184912865,350
66.20954813572939,427
65.32648377300896,428
63.4596472618489,407
58.23500941748359,348
61.2711799219404,427
62.19397665406376,436
62.831803241155846,427
58.97415283324113,440
57.57761463432472,387
62.645627601152526,378
62.23323736010654,457
63.97780612263321,383
63.09040950906468,386
62.65450262169372,418
64.89348151965174,438
62.09018975029105,454
62.34529473337303,411
60.96908002937471,419
60.359876500405925,393
60.397548348126456,384
61.85480689219598,381
60.69494857571315,364
64.80207527637137,411
61.053548579018056,320
61.094060878481216,442
60.435484143541295,468
65.20419561467725,376
64.21629281068765,443
65.98150577642814,426
60.070999157449805,405
61.85167288712076,473
64.42685364663497,490
63.53848226185752,410
65.75279957000389,450
62.59035329936469,359
66.2149161134217,368
70.43285155173277,433
65.35899554838684,468
62.60273831306221,348
66.35546618686972,348
68.57639655706713,407
64.01415273402921,431
62.014104476971006,415
61.39162042468389,368
58.21503270142467,467
57.780245325628016,398
57.33588030539677,340
57.755671041012896,414
59.94881535688254,454
61.775259321829,372
66.24629380331695,497
,358
64.63953094199435,413
62.92581990101049,386
62.517015622865166,384
64.27200961102893,473
60.29997410175268,459
62.38163980318456,434
62.84321308203987,418
63.958021048343845,407
63.97038392708641,455
69.82894046722382,333
64.41082855337433,459
61.99379501457155,422
60.54030492737285,408
60.00006349239744,384
59.51259624395961,466
64.20396106860949,393
67.17846696584562,431
63.29314817734771,408
60.64794652874676,398
62.84932862637777,387
61.18999439617557,431
,377
63.59383775811192,454
58.97212730310702,432
64.93583643516878,465
68.59208594132316,424
63.92059883805067,464
62.19637592125465,508
63.15667866712932,462
63.771808308777786,416
64.95818887485973,391
69.20463946775044,420
65.42633063417087,477
61.86330485581107,367
58.5168043393593,453
58.59797465879968,427
60.52639590932486,468
66.42912144051189,485
63.14139135091938,393
63.50306620079544,403
63.03909428700024,388
66.06386996823547,426
71.19406952926778,403
65.5068601084472,474
62.77886665017375,359
65.55934086672234,401
65.97519873255465,387
69.33187654558078,366
67.60445591266829,392
64.1977930055651,422
65.06305840815249,392
66.89816091369292,318
67.04125057717383,427
66.27086760034554,378
67.39979009224402,384
68.24505797677014,425
69.24615130886482,487
67.77011160392357,414
64.8330804446321,359
64.21563283806464,393
66.77207648828352,329
62.5907159820245,447
63.704896155080064,392
62.20826768374754,414
62.603291419613015,441
66.17872243605565,482
65.03429352348361,534
64.07519636948568,420
59.80236161719751,446
63.35614251294032,462
64.86465566030886,507
69.72059071038254,442
65.48046523265799,322
64.78680356752481,410
64.52529471921218,369
67.98401809372837,519
65.20064584205262,364
64.82330158979464,420
65.52627569770037,453
64.7439685442885,427
62.647279269233785,458
63.33202602053543,458
66.05283774210325,390
61.74652012352856,429
62.72764224622071,494
60.97252843825797,444
65.21559102993461,455
60.00155712613882,407
60.0017191132105,423
62.53302238120272,449
67.01077599422428,402
64.84886931644733,445
62.45005799485965,448
67.8324681111951,436
61.53856244957066,419
56.368119895244384,446
60.91136047191364,413
60.64304002090838,431
59.11074020036829,419
63.01812183159653,445
63.72115061446306,428
61.8950271419135,452
59.05179011498518,469
63.44626046180884,406
65.04703413979637,407
63.82773098763833,414
68.47540006390524,362
62.92770968189019,440
58.92779714235229,360
59.18222669308991,411
61.0581285626502,366
62.779793704596926,414
62.335885754367816,400
63.71942995076332,413
60.0851051724804,349
65.54887069197132,471
64.16438576246432,410
66.71425303733676,462
65.90144706484476,411
65.80651792088622,348
66.06778778345434,422
65.87245852183011,406
66.30492446251571,435
68.37810792290104,366
66.36018296687898,454
66.7385093379309,403
64.77465973817803,453
67.92691940059403,483
63.79205300995055,470
68.41699554209133,395
65.76207638143075,451
60.68352356501888,416
62.35679278792366,416
61.012274799510216,431
64.45215951698175,424
62.14384406041871,34
61.55063817273244,474
57.36053074445858,359
59.14956801284124,456
54.72439544775743,440
54.78329949227991,416
61.14596032426393,389
64.39938105610756,446
65.05671371215713,414
61.62935417938154,384
62.40123231935132,429
62.90980601411429,414
60.04977371043126,418
65.81005412208883,441
67.0034314175324,79
64.63817076134345,346
64.1282654462391,409
64.36688240983649,396
58.41439879525095,447
60.28698565279417,361
60.05282181898383,422
59.07624243870883,483
60.53687289603049,377
66.88342726553255,401
66.93673909502584,355
63.69444636625311,414
65.16496494899867,436
68.13601638353333,361
68.34329714715288,380
66.11493017062666,350
63.09651477423869,433
65.22273651503967,461
65.46654997197304,490
66.94656064499478,401
66.98799873981065,384
68.13103463685053,389
64.42711135883245,459
67.5807327357694,384
66.1375801369531,405
70.48916880621873,437
65.20442900743222,563
69.11344360145385,409
66.91868064407235,396
63.53158212011887,409
62.293838175104845,461
62.1199864591406,392
64.04671040112619,475
65.27994192119264,359
62.93937141193318,365
63.255776098515135,460
69.26732090776163,395
71.1567827691933,438
68.61867168000964,440
66.27760001334423,392
65.33198552810532,445
66.19503614702194,380
62.211964679949695,390
62.29049165413821,466
58.52293198067464,410
62.225666515735135,469
64.74999308242147,392
62.96355432334207,401
67.62813084415419,441
62.40451349139686,363
59.151883611239285,416
62.0888221836664,424
65.78185614408663,461
69.35122938117784,498
65.35373836806532,476
67.5098310028666,461
65.57487631831776,455
64.24868598274057,423
66.44097193611026,405
66.91590816292114,392
61.13924671819893,426
66.4972325275273,415
68.91920963213288,399
64.71832644490247,391
65.37896561742983,474
65.97788681751584,445
65.65067245112431,391
63.300807269601606,394
61.80169829985918,396
62.79991142841581,466
66.5377605589617,347
66.7114131214649,392
64.33323392805784,466
66.2317608919887,439
57.40974182894704,448
63.794831516091975,361
59.19184621875729,405
60.61235238296386,479
59.28144714081549,406
58.14682079605217,367
64.21273517345035,385
62.852019724571306,406
64.37336634703846,496
64.07514192645509,442
65.34407151194127,403
64.90128886215328,424
61.011740795339456,441
65.22430523148203,440
63.31086099506371,411
59.487844936722425,422
60.6265291885409,394
66.40716344883162,481
67.5443552872211,386
64.87931685159352,423
63.54848537768856,384
62.96097125600654,479
69.14616650854425,447
67.66608608563237,415
67.05924605025852,396
68.37979002336976,429
66.90633618673063,491
64.82877117799103,497
63.96256196518049,459
63.86958029732384,397
63.919212226098566,399
66.0124250505301,439
65.2379802914025,486
66.69192458295107,438
65.22612375613896,457
64.92676077131411,404
59.17290770986013,399
64.1684906850987,392
65.13099691333255,435
67.37463665625947,445
57.985215565192775,439
66.75227973537963,495
65.12357924808707,426
67.68148336542129,426
63.16386220703674,341
65.37055119611955,365
61.97844577616068,452
61.44569816936237,413
68.03464211691087,410
65.64964147833591,393
65.56230454575744,384
67.28399996210433,403
67.1372532809947,462
66.13491488993198,471
66.2162519757747,415
71.76398812464979,434
67.89630121168405,487
66.66423138871104,429
68.3452289847595,401
69.3371116044498,426
70.05634299807745,431
68.93877435137101,398
63.57252864884196,421
68.38900528490403,420
63.29506458978511,377
64.66355884261456,385
62.49735929721313,385
63.28084225784373,397
64.73662484896981,439
65.44772877714261,496
66.07800654459938,420
69.61418165535476,398
68.25299082213589,405
65.69182688511653,354
67.67669777884106,397
69.28086036602167,463
63.56001999369794,376
65.6303084309289,429
66.94882377641869,379
64.91467607280957,421
68.41861213713166,426
66.05419932206213,434
65.61937462860313,418
64.59878470609709,447
64.60101744092545,481
61.60329555361437,426
59.179405434686224,442
66.16392446523997,468
63.0673852672857,382
61.13231012324225,384
57.03053430454107,493
59.07175625663299,407
58.24837233811473,433
65.8456121361447,427
67.94044317903095,473
64.40649011302601,429
70.58223722138266,417
70.24243949860265,406
66.5478652155534,455
58.832361052586535,408
67.9116805635074,395
62.517078470426505,50
59.13217276500287,398
64.64636053152273,406
71.2329671183394,516
71.67959443278431,494
69.69104254611563,424
68.78316267531936,451
69.0307195310192,488
68.90249217664662,464
67.55159471345591,449
66.4013762056295,524
65.37902413812002,442
63.00424429521671,472
63.09783271316331,408
59.33456040836044,363
61.7614823574426,468
60.57435354749439,381
59.6733807032691,429
62.69138388761137,403
67.47615919907442,422
68.59267478306087,441
62.43420288363436,370
60.92639687741095,408
65.38764383942221,402
62.42853844397971,442
62.99825900084448,425
65.37783375050452,456
62.47101222904591,459
63.919704661088765,450
60.76072496961801,507
61.162465612708885,411
63.853491580658094,428
60.03755954030058,515
63.62300516288004,470
64.17646838415085,412
66.000986676744,486
66.02913034287953,489
69.1248498950635,359
67.33067087141853,459
64.93911192784562,489
65.23595984262938,432
66.5241118670002,417
65.83622951537427,435
65.47298531709761,453
63.28940717077299,393
62.30617972694196,412
59.820378270216,464
67.09138047452244,444
62.64760259578962,405
61.9163067868022,458
61.48480719431655,386
65.62805419251052,417
64.49001656530407,373
68.08926176386096,353
64.70454982626585,540
65.58689398452175,395
63.0223334427584,381
69.7903789774423,442
64.17896693959402,441
65.41927359378273,431
66.91708705738618,494
67.07502969942492,451
65.53944015256474,469
64.92437699015518,368
65.08862053957522,130
64.65851164676555,485
67.44579937409584,420
72.20834232202719,412
67.11893190736896,424
62.383941948325095,402
63.47950639373672,442
71.23381570482539,513
65.97878159546201,474
69.94974646194567,454
72.04234836267685,399
67.06710893640462,407
67.61336929202459,428
70.74985096775704,450
66.90070837728587,332
65.45304478928644,337
63.71126870139023,377
61.67400057493655,453
61.64508235539603,381
60.0819533579058,414
62.699969821522295,388
61.84093925849863,410
64.12448537010972,423
60.43702733944529,449
63.6904997272254,461
66.67729143171769,475
60.53997420235399,416
63.86725331790861,392
67.83854257909775,465
63.24634374607863,486
68.73511149382797,437
68.09778961925419,434
64.74713111684575,497
64.82764053581406,389
66.52883498526766,421
66.08004206526842,509
67.10794758471481,464
63.68431321316074,407
64.91845909482969,457
61.26409620055523,447
62.95649844965665,436
61.66532161554397,439
61.47721267912368,449
66.70939770728256,363
68.93743043545486,398
68.75243424380493,478
64.06886798081231,326
63.82487310274978,449
67.83538624854717,408
66.95075605537433,356
72.39083378191282,486
69.91347715917945,467
68.13420677376025,352
65.89425536180252,382
65.97228277016475,437
65.24189305937834,489
67.20308314216476,412
68.85770133009044,375
64.98256030757,425
61.57564740993151,454
58.5115778344553,416
63.31168390277398,445
61.36387764215209,380
57.55906422927048,397
62.52142619358901,438
70.68734283260413,418
68.02560753901923,427
68.97785034129805,427
67.41377716679985,461
66.14658784421941,529
68.26428769468717,497
66.06067313698486,420
66.4673470108976,485
66.82008675572618,498
,356
67.56529332525828,442
66.03640247915928,445
63.706603808996086,455
66.03355765960661,464
63.32535646950486,406
64.47596789756994,411
64.95331987613322,486
68.15128919611956,408
68.10279239948846,365
66.73203465512844,377
68.32494357841723,428
70.66973273993278,471
69.5973954158858,450
67.58582897438737,432
63.012871149200336,462
61.39527579120255,443
62.64090823805624,60
62.444875473155456,441
63.49044409134436,376
64.67372760440506,442
66.54530420366308,413
65.86329188215085,424
67.02890068875422,416
66.47494271256394,426
60.69283152345571,451
60.60203585085189,400
62.70651024019261,453
60.88430839779619,369
64.86188852549219,405
69.36659324069319,439
70.77926762704976,381
67.62134164582828,425
70.64632185182005,443
68.5379376929742,467
66.17489282661698,458
64.24999408846226,465
64.1297398157432,400
63.840876773622,438
65.20731710500168,430
65.86663115098004,387
65.7736279000396,435
66.90129758630631,450
69.50280410695257,436
70.15526566974316,427
63.91113013285202,415
57.90535145945496,353
64.32336187278578,401
61.321777038541946,437
62.90733400563316,336
61.150314664708326,455
58.56840101983354,418
63.60737605635996,466
66.71726572602277,509
64.66854340294151,486
58.207573262311854,434
60.50066676786391,482
64.18256601122843,477
60.97520251546304,372
63.86226998536149,442
64.7720088074351,512
66.83491258681657,407
66.62775241106979,453
63.576624437732434,412
67.91169215519595,483
66.42305287989988,402
66.0356378575275,452
63.39842339420165,376
63.40536910916432,458
62.21932550576309,464
63.550902711108336,448
69.30784186388568,344
63.86314599963189,464
60.4908931693086,458
67.13611745007448,446
65.92396806138711,335
64.07914042926397,431
67.77353243544222,474
65.18038783953547,423
70.45176498086556,521
69.99018567292244,456
66.61419109841212,446
72.07083976054042,385
67.34155183154037,398
68.61854310651213,384
68.06401588347312,419
70.49590569569125,405
72.41576849249245,393
69.24856723335624,433
65.54686075156116,425
66.97469137455327,420
64.61937845643502,402
70.71022434411319,426
68.69066961787294,447
66.32839839964356,346
66.63478475410618,420
62.654614293620384,407
61.68092353043416,479
67.06106221184157,417
64.73890527252208,435
62.527284743383824,421
65.69959681912435,507
69.04068911152645,472
69.45350266003673,512
70.41055613943279,406
