VibDisp_mm,RUL_seconds
0.585387246161179,312
0.585387246161179,371
0.585387246161179,306
0.585387246161179,353
0.585387246161179,400
0.5389082946175169,373
0.5389082946175169,429
0.5389082946175169,308
,417
0.5389082946175169,357
0.5389082946175169,413
0.5389082946175169,368
0.5389082946175169,384
0.5389082946175169,315
0.5389082946175169,409
0.5389082946175169,386
0.5389082946175169,430
0.5389082946175169,349
0.5389082946175169,422
0.5389082946175169,304
0.55086313309043,334
0.55086313309043,405
0.55086313309043,472
,423
0.55086313309043,394
0.55086313309043,378
0.55086313309043,337
0.55086313309043,310
0.55086313309043,364
0.55086313309043,354
0.55086313309043,310
0.55086313309043,368
0.55086313309043,411
0.55086313309043,350
0.55086313309043,373
0.567159577393629,353
0.567159577393629,366
0.567159577393629,406
0.567159577393629,339
0.567159577393629,429
0.567159577393629,350
0.567159577393629,423
0.567159577393629,385
0.567159577393629,355
0.567159577393629,436
0.567159577393629,435
0.567159577393629,306
0.567159577393629,386
0.567159577393629,342
0.567159577393629,420
0.5410781772919316,362
0.5410781772919316,346
0.5410781772919316,324
0.5410781772919316,357
0.5410781772919316,400
0.5410781772919316,466
0.5410781772919316,428
0.5410781772919316,357
0.5410781772919316,415
0.5410781772919316,349
0.5410781772919316,342
0.5410781772919316,349
0.5410781772919316,412
0.5410781772919316,375
0.5410781772919316,473
0.5604428661379286,378
0.5604428661379286,344
0.5604428661379286,412
0.5604428661379286,458
0.5604428661379286,469
0.5604428661379286,408
0.5604428661379286,400
0.5604428661379286,423
0.5604428661379286,328
0.5604428661379286,407
0.5604428661379286,350
0.5604428661379286,428
0.5604428661379286,371
0.5604428661379286,371
0.5604428661379286,348
0.5738431965976669,328
0.5738431965976669,410
0.5738431965976669,393
0.5738431965976669,392
0.5738431965976669,336
0.5738431965976669,410
0.5738431965976669,285
0.5738431965976669,352
0.5738431965976669,339
0.5738431965976669,357
0.5738431965976669,333
0.5738431965976669,398
0.5738431965976669,399
0.5738431965976669,372
0.5738431965976669,418
0.5718849332854932,321
0.5718849332854932,384
0.5718849332854932,358
0.5718849332854932,429
0.5718849332854932,367
0.5718849332854932,441
0.5718849332854932,396
0.5718849332854932,332
0.5718849332854932,384
0.5718849332854932,421
0.5718849332854932,345
0.5718849332854932,443
0.5718849332854932,386
0.5718849332854932,339
0.5718849332854932,366
0.4945243438346846,369
0.4945243438346846,371
0.4945243438346846,411
0.4945243438346846,422
0.4945243438346846,463
0.4945243438346846,325
0.4945243438346846,295
0.4945243438346846,398
0.4945243438346846,419
0.4945243438346846,411
0.4945243438346846,366
0.4945243438346846,429
,410
0.4945243438346846,265
0.4945243438346846,381
0.5387764435368567,436
0.5387764435368567,369
0.5387764435368567,389
0.5387764435368567,411
0.5387764435368567,426
0.5387764435368567,379
0.5387764435368567,331
0.5387764435368567,384
0.5387764435368567,339
0.5387764435368567,376
0.5387764435368567,373
0.5387764435368567,344
0.5387764435368567,335
0.5387764435368567,409
0.5387764435368567,326
0.5634161316142838,411
0.5634161316142838,420
0.5634161316142838,380
0.5634161316142838,329
0.5634161316142838,396
0.5634161316142838,100
0.5634161316142838,337
0.5634161316142838,424
0.5634161316142838,424
0.5634161316142838,433
0.5634161316142838,465
0.5634161316142838,467
0.5634161316142838,401
0.5634161316142838,431
0.5634161316142838,420
0.5569372325710222,380
0.5569372325710222,399
0.5569372325710222,426
0.5569372325710222,404
0.5569372325710222,404
0.5569372325710222,401
0.5569372325710222,396
0.5569372325710222,455
0.5569372325710222,380
0.5569372325710222,380
0.5569372325710222,419
0.5569372325710222,408
0.5569372325710222,460
0.5569372325710222,385
0.5569372325710222,404
0.5471088497262131,410
0.5471088497262131,433
0.5471088497262131,392
0.5471088497262131,464
0.5471088497262131,368
0.5471088497262131,468
0.5471088497262131,417
0.5471088497262131,362
0.5471088497262131,399
0.5471088497262131,346
0.5471088497262131,360
0.5471088497262131,376
0.5471088497262131,430
0.5471088497262131,425
0.5471088497262131,391
0.4764347082781308,438
0.4764347082781308,345
0.4764347082781308,354
0.4764347082781308,334
0.4764347082781308,453
0.4764347082781308,486
0.4764347082781308,394
0.4764347082781308,318
0.4764347082781308,387
0.4764347082781308,403
0.4764347082781308,404
0.4764347082781308,445
0.4764347082781308,418
0.4764347082781308,340
0.4764347082781308,374
0.5114477075241065,354
0.5114477075241065,356
0.5114477075241065,315
0.5114477075241065,326
0.5114477075241065,397
0.5114477075241065,399
0.5114477075241065,378
0.5114477075241065,402
0.5114477075241065,365
0.5114477075241065,325
0.5114477075241065,430
0.5114477075241065,376
0.5114477075241065,380
0.5114477075241065,459
0.5114477075241065,388
0.5051558420190034,393
0.5051558420190034,449
0.5051558420190034,365
0.5051558420190034,322
0.5051558420190034,358
0.5051558420190034,372
0.5051558420190034,386
0.5051558420190034,349
0.5051558420190034,363
0.5051558420190034,343
0.5051558420190034,369
0.5051558420190034,332
0.5051558420190034,336
0.5051558420190034,446
0.5051558420190034,321
0.4504669671470347,341
0.4504669671470347,463
0.4504669671470347,482
0.4504669671470347,450
0.4504669671470347,446
0.4504669671470347,352
0.4504669671470347,434
0.4504669671470347,429
0.4504669671470347,363
0.4504669671470347,366
0.4504669671470347,403
0.4504669671470347,395
0.4504669671470347,378
0.4504669671470347,384
0.4504669671470347,282
0.5091120112450565,369
0.5091120112450565,437
0.5091120112450565,78
0.5091120112450565,328
0.5091120112450565,403
0.5091120112450565,376
0.5091120112450565,356
0.5091120112450565,388
0.5091120112450565,444
0.5091120112450565,443
0.5091120112450565,378
0.5091120112450565,396
0.5091120112450565,336
0.5091120112450565,404
0.5091120112450565,379
0.5061591496233094,366
0.5061591496233094,289
0.5061591496233094,399
0.5061591496233094,347
0.5061591496233094,393
0.5061591496233094,383
0.5061591496233094,350
0.5061591496233094,379
0.5061591496233094,405
0.5061591496233094,420
0.5061591496233094,376
0.5061591496233094,358
0.5061591496233094,335
0.5061591496233094,417
0.5061591496233094,355
0.4914734395064598,409
0.4914734395064598,367
0.4914734395064598,374
0.4914734395064598,466
0.4914734395064598,515
0.4914734395064598,382
0.4914734395064598,413
0.4914734395064598,355
0.4914734395064598,334
0.4914734395064598,419
0.4914734395064598,360
0.4914734395064598,390
0.4914734395064598,392
0.4914734395064598,444
0.4914734395064598,500
0.5275497708085699,378
0.5275497708085699,384
0.5275497708085699,405
0.5275497708085699,398
0.5275497708085699,346
0.5275497708085699,364
0.5275497708085699,398
0.5275497708085699,372
0.5275497708085699,365
0.5275497708085699,328
0.5275497708085699,417
0.5275497708085699,456
0.5275497708085699,373
0.5275497708085699,461
0.5275497708085699,346
0.5214535665170736,419
0.5214535665170736,483
0.5214535665170736,396
0.5214535665170736,400
0.5214535665170736,352
0.5214535665170736,369
0.5214535665170736,391
0.5214535665170736,380
0.5214535665170736,400
0.5214535665170736,371
0.5214535665170736,398
0.5214535665170736,434
0.5214535665170736,453
0.5214535665170736,382
0.5214535665170736,399
0.5492466331718592,371
0.5492466331718592,312
0.5492466331718592,373
0.5492466331718592,377
0.5492466331718592,379
0.5492466331718592,416
0.5492466331718592,358
0.5492466331718592,372
0.5492466331718592,408
0.5492466331718592,324
0.5492466331718592,464
0.5492466331718592,423
0.5492466331718592,337
0.5492466331718592,362
0.5492466331718592,452
0.5240521918824385,471
0.5240521918824385,301
0.5240521918824385,381
0.5240521918824385,390
0.5240521918824385,347
0.5240521918824385,356
0.5240521918824385,372
0.5240521918824385,387
0.5240521918824385,441
0.5240521918824385,472
0.5240521918824385,460
0.5240521918824385,336
0.5240521918824385,328
0.5240521918824385,368
0.5240521918824385,335
0.5642039565536201,391
0.5642039565536201,382
0.5642039565536201,266
0.5642039565536201,401
0.5642039565536201,347
0.5642039565536201,405
0.5642039565536201,326
0.5642039565536201,321
0.5642039565536201,479
0.5642039565536201,426
0.5642039565536201,437
0.5642039565536201,440
0.5642039565536201,374
0.5642039565536201,414
0.5642039565536201,450
0.5423746314864073,464
0.5423746314864073,404
0.5423746314864073,370
0.5423746314864073,421
0.5423746314864073,423
0.5423746314864073,430
0.5423746314864073,394
0.5423746314864073,430
0.5423746314864073,433
0.5423746314864073,456
0.5423746314864073,451
0.5423746314864073,295
0.5423746314864073,439
0.5423746314864073,426
0.5423746314864073,400
0.5595421829532115,433
0.5595421829532115,421
0.5595421829532115,314
0.5595421829532115,349
0.5595421829532115,373
0.5595421829532115,413
0.5595421829532115,451
0.5595421829532115,376
0.5595421829532115,441
0.5595421829532115,415
0.5595421829532115,389
0.5595421829532115,302
0.5595421829532115,412
0.5595421829532115,324
0.5595421829532115,372
0.544630792485156,347
0.544630792485156,384
0.544630792485156,416
0.544630792485156,440
0.544630792485156,375
0.544630792485156,325
0.544630792485156,366
0.544630792485156,455
0.544630792485156,400
0.544630792485156,445
0.544630792485156,350
0.544630792485156,326
0.544630792485156,433
0.544630792485156,397
0.544630792485156,428
0.5841755729249526,402
0.5841755729249526,438
0.5841755729249526,376
0.5841755729249526,452
0.5841755729249526,399
0.5841755729249526,444
0.5841755729249526,428
0.5841755729249526,401
0.5841755729249526,449
0.5841755729249526,415
0.5841755729249526,436
0.5841755729249526,392
0.5841755729249526,392
0.5841755729249526,390
0.5841755729249526,455
0.5304482298177127,406
0.5304482298177127,401
0.5304482298177127,483
0.5304482298177127,366
0.5304482298177127,381
0.5304482298177127,383
0.5304482298177127,442
0.5304482298177127,457
0.5304482298177127,390
0.5304482298177127,475
0.5304482298177127,460
0.5304482298177127,363
0.5304482298177127,302
0.5304482298177127,378
0.5304482298177127,427
0.5410014443588008,367
0.5410014443588008,368
0.5410014443588008,400
0.5410014443588008,395
0.5410014443588008,499
0.5410014443588008,420
0.5410014443588008,406
0.5410014443588008,368
0.5410014443588008,471
0.5410014443588008,349
0.5410014443588008,357
0.5410014443588008,452
0.5410014443588008,416
0.5410014443588008,370
0.5410014443588008,358
0.5344203417271314,365
0.5344203417271314,405
0.5344203417271314,365
0.5344203417271314,343
0.5344203417271314,327
0.5344203417271314,363
0.5344203417271314,389
0.5344203417271314,403
0.5344203417271314,426
0.5344203417271314,451
0.5344203417271314,399
0.5344203417271314,447
0.5344203417271314,401
0.5344203417271314,426
0.5344203417271314,466
0.5468382978794567,398
0.5468382978794567,359
0.5468382978794567,360
0.5468382978794567,400
0.5468382978794567,454
0.5468382978794567,108
0.5468382978794567,480
0.5468382978794567,386
0.5468382978794567,516
0.5468382978794567,469
0.5468382978794567,418
0.5468382978794567,415
0.5468382978794567,482
0.5468382978794567,377
0.5468382978794567,415
0.5817821963844472,418
0.5817821963844472,439
0.5817821963844472,322
0.5817821963844472,431
0.5817821963844472,434
0.5817821963844472,422
0.5817821963844472,379
0.5817821963844472,431
0.5817821963844472,410
0.5817821963844472,390
0.5817821963844472,370
0.5817821963844472,440
0.5817821963844472,403
0.5817821963844472,421
0.5817821963844472,436
0.6079001398987298,364
0.6079001398987298,439
0.6079001398987298,407
0.6079001398987298,390
0.6079001398987298,518
0.6079001398987298,449
0.6079001398987298,399
0.6079001398987298,453
0.6079001398987298,391
0.6079001398987298,482
0.6079001398987298,393
0.6079001398987298,425
0.6079001398987298,469
0.6079001398987298,412
0.6079001398987298,506
0.5904144792835064,353
0.5904144792835064,400
0.5904144792835064,386
0.5904144792835064,382
0.5904144792835064,441
0.5904144792835064,390
0.5904144792835064,412
0.5904144792835064,418
0.5904144792835064,368
,267
0.5904144792835064,415
0.5904144792835064,374
0.5904144792835064,396
0.5904144792835064,448
0.5904144792835064,374
0.5439706489078381,360
0.5439706489078381,418
0.5439706489078381,441
0.5439706489078381,469
0.5439706489078381,419
0.5439706489078381,436
0.5439706489078381,428
0.5439706489078381,328
0.5439706489078381,423
0.5439706489078381,363
0.5439706489078381,403
0.5439706489078381,338
0.5439706489078381,442
0.5439706489078381,341
0.5439706489078381,49
0.5506687961146046,374
0.5506687961146046,399
0.5506687961146046,424
0.5506687961146046,339
0.5506687961146046,439
0.5506687961146046,493
0.5506687961146046,407
0.5506687961146046,423
0.5506687961146046,440
0.5506687961146046,420
0.5506687961146046,484
0.5506687961146046,364
,396
0.5506687961146046,366
0.5506687961146046,391
0.5741754401740496,414
0.5741754401740496,431
0.5741754401740496,460
0.5741754401740496,398
0.5741754401740496,419
0.5741754401740496,445
0.5741754401740496,460
0.5741754401740496,424
0.5741754401740496,321
0.5741754401740496,316
0.5741754401740496,375
0.5741754401740496,449
0.5741754401740496,471
0.5741754401740496,489
0.5741754401740496,388
0.5124944035806622,478
0.5124944035806622,448
0.5124944035806622,356
0.5124944035806622,357
0.5124944035806622,452
0.5124944035806622,422
0.5124944035806622,451
0.5124944035806622,345
0.5124944035806622,361
0.5124944035806622,378
0.5124944035806622,383
0.5124944035806622,422
0.5124944035806622,408
0.5124944035806622,368
0.5124944035806622,388
0.501850978378348,406
0.501850978378348,441
0.501850978378348,355
0.501850978378348,400
0.501850978378348,415
0.501850978378348,398
0.501850978378348,350
0.501850978378348,427
0.501850978378348,428
0.501850978378348,407
0.501850978378348,348
0.501850978378348,427
0.501850978378348,436
0.501850978378348,427
0.501850978378348,440
0.530938932243094,387
0.530938932243094,378
0.530938932243094,457
0.530938932243094,383
0.530938932243094,386
0.530938932243094,418
0.530938932243094,438
0.530938932243094,454
0.530938932243094,411
0.530938932243094,419
0.530938932243094,393
0.530938932243094,384
0.530938932243094,381
0.530938932243094,364
0.530938932243094,411
0.5503239216035987,320
0.5503239216035987,442
0.5503239216035987,468
0.5503239216035987,376
0.5503239216035987,443
0.5503239216035987,426
0.5503239216035987,405
0.5503239216035987,473
0.5503239216035987,490
0.5503239216035987,410
0.5503239216035987,450
0.5503239216035987,359
0.5503239216035987,368
0.5503239216035987,433
0.5503239216035987,468
0.5447364779144024,348
0.5447364779144024,348
0.5447364779144024,407
0.5447364779144024,431
0.5447364779144024,415
0.5447364779144024,368
0.5447364779144024,467
0.5447364779144024,398
0.5447364779144024,340
0.5447364779144024,414
0.5447364779144024,454
0.5447364779144024,372
0.5447364779144024,497
0.5447364779144024,358
0.5447364779144024,413
0.5233878976599039,386
0.5233878976599039,384
0.5233878976599039,473
0.5233878976599039,459
0.5233878976599039,434
0.5233878976599039,418
0.5233878976599039,407
0.5233878976599039,455
0.5233878976599039,333
0.5233878976599039,459
0.5233878976599039,422
0.5233878976599039,408
0.5233878976599039,384
0.5233878976599039,466
0.5233878976599039,393
0.5995563764637438,431
0.5995563764637438,408
0.5995563764637438,398
0.5995563764637438,387
0.5995563764637438,431
0.5995563764637438,377
0.5995563764637438,454
0.5995563764637438,432
0.5995563764637438,465
0.5995563764637438,424
0.5995563764637438,464
0.5995563764637438,508
0.5995563764637438,462
0.5995563764637438,416
0.5995563764637438,391
0.5946446759496459,420
0.5946446759496459,477
0.5946446759496459,367
0.5946446759496459,453
0.5946446759496459,427
0.5946446759496459,468
0.5946446759496459,485
0.5946446759496459,393
0.5946446759496459,403
0.5946446759496459,388
0.5946446759496459,426
0.5946446759496459,403
0.5946446759496459,474
0.5946446759496459,359
0.5946446759496459,401
0.5672704419595774,387
0.5672704419595774,366
0.5672704419595774,392
0.5672704419595774,422
0.5672704419595774,392
0.5672704419595774,318
0.5672704419595774,427
0.5672704419595774,378
0.5672704419595774,384
0.5672704419595774,425
0.5672704419595774,487
0.5672704419595774,414
0.5672704419595774,359
0.5672704419595774,393
0.5672704419595774,329
0.5842388042191398,447
0.5842388042191398,392
0.5842388042191398,414
0.5842388042191398,441
0.5842388042191398,482
0.5842388042191398,534
0.5842388042191398,420
0.5842388042191398,446
0.5842388042191398,462
0.5842388042191398,507
0.5842388042191398,442
0.5842388042191398,322
0.5842388042191398,410
0.5842388042191398,369
0.5842388042191398,519
0.6435273590532791,364
0.6435273590532791,420
0.6435273590532791,453
0.6435273590532791,427
0.6435273590532791,458
0.6435273590532791,458
0.6435273590532791,390
0.6435273590532791,429
0.6435273590532791,494
0.6435273590532791,444
0.6435273590532791,455
0.6435273590532791,407
0.6435273590532791,423
0.6435273590532791,449
0.6435273590532791,402
0.6137264604334628,445
0.6137264604334628,448
0.6137264604334628,436
0.6137264604334628,419
0.6137264604334628,446
0.6137264604334628,413
0.6137264604334628,431
0.6137264604334628,419
0.6137264604334628,445
0.6137264604334628,428
0.6137264604334628,452
0.6137264604334628,469
0.6137264604334628,406
0.6137264604334628,407
0.6137264604334628,414
0.5531474678905904,362
0.5531474678905904,440
0.5531474678905904,360
0.5531474678905904,411
0.5531474678905904,366
0.5531474678905904,414
0.5531474678905904,400
0.5531474678905904,413
0.5531474678905904,349
0.5531474678905904,471
0.5531474678905904,410
0.5531474678905904,462
0.5531474678905904,411
0.5531474678905904,348
0.5531474678905904,422
0.5673499976290064,406
0.5673499976290064,435
0.5673499976290064,366
0.5673499976290064,454
0.5673499976290064,403
0.5673499976290064,453
0.5673499976290064,483
0.5673499976290064,470
0.5673499976290064,395
0.5673499976290064,451
0.5673499976290064,416
0.5673499976290064,416
0.5673499976290064,431
0.5673499976290064,424
0.5673499976290064,34
0.5839076328253994,474
0.5839076328253994,359
0.5839076328253994,456
0.5839076328253994,440
0.5839076328253994,416
0.5839076328253994,389
0.5839076328253994,446
,414
0.5839076328253994,384
0.5839076328253994,429
0.5839076328253994,414
0.5839076328253994,418
0.5839076328253994,441
0.5839076328253994,79
0.5839076328253994,346
0.5105077024394673,409
0.5105077024394673,396
0.5105077024394673,447
0.5105077024394673,361
0.5105077024394673,422
0.5105077024394673,483
0.5105077024394673,377
0.5105077024394673,401
0.5105077024394673,355
0.5105077024394673,414
0.5105077024394673,436
0.5105077024394673,361
0.5105077024394673,380
0.5105077024394673,350
0.5105077024394673,433
0.6307924925758207,461
0.6307924925758207,490
0.6307924925758207,401
0.6307924925758207,384
0.6307924925758207,389
0.6307924925758207,459
0.6307924925758207,384
0.6307924925758207,405
0.6307924925758207,437
0.6307924925758207,563
0.6307924925758207,409
0.6307924925758207,396
0.6307924925758207,409
0.6307924925758207,461
0.6307924925758207,392
0.6278823320328688,475
0.6278823320328688,359
0.6278823320328688,365
0.6278823320328688,460
0.6278823320328688,395
0.6278823320328688,438
0.6278823320328688,440
0.6278823320328688,392
0.6278823320328688,445
0.6278823320328688,380
0.6278823320328688,390
0.6278823320328688,466
0.6278823320328688,410
0.6278823320328688,469
0.6278823320328688,392
0.6195948481819701,401
0.6195948481819701,441
0.6195948481819701,363
0.6195948481819701,416
0.6195948481819701,424
0.6195948481819701,461
0.6195948481819701,498
0.6195948481819701,476
0.6195948481819701,461
0.6195948481819701,455
0.6195948481819701,423
0.6195948481819701,405
0.6195948481819701,392
0.6195948481819701,426
0.6195948481819701,415
0.6264656526320004,399
0.6264656526320004,391
0.6264656526320004,474
0.6264656526320004,445
,391
0.6264656526320004,394
0.6264656526320004,396
0.6264656526320004,466
0.6264656526320004,347
0.6264656526320004,392
0.6264656526320004,466
0.6264656526320004,439
0.6264656526320004,448
0.6264656526320004,361
0.6264656526320004,405
0.6607436613473409,479
0.6607436613473409,406
0.6607436613473409,367
0.6607436613473409,385
0.6607436613473409,406
0.6607436613473409,496
0.6607436613473409,442
0.6607436613473409,403
0.6607436613473409,424
0.6607436613473409,441
0.6607436613473409,440
0.6607436613473409,411
0.6607436613473409,422
0.6607436613473409,394
0.6607436613473409,481
0.6141305459596751,386
0.6141305459596751,423
0.6141305459596751,384
0.6141305459596751,479
0.6141305459596751,447
0.6141305459596751,415
0.6141305459596751,396
0.6141305459596751,429
0.6141305459596751,491
0.6141305459596751,497
0.6141305459596751,459
0.6141305459596751,397
0.6141305459596751,399
0.6141305459596751,439
0.6141305459596751,486
0.6139872848381013,438
0.6139872848381013,457
0.6139872848381013,404
0.6139872848381013,399
0.6139872848381013,392
0.6139872848381013,435
0.6139872848381013,445
0.6139872848381013,439
0.6139872848381013,495
0.6139872848381013,426
0.6139872848381013,426
0.6139872848381013,341
0.6139872848381013,365
0.6139872848381013,452
0.6139872848381013,413
0.6240542796071347,410
0.6240542796071347,393
0.6240542796071347,384
0.6240542796071347,403
0.6240542796071347,462
0.6240542796071347,471
0.6240542796071347,415
0.6240542796071347,434
0.6240542796071347,487
0.6240542796071347,429
0.6240542796071347,401
0.6240542796071347,426
0.6240542796071347,431
0.6240542796071347,398
0.6240542796071347,421
0.6130804885471596,420
0.6130804885471596,377
0.6130804885471596,385
0.6130804885471596,385
0.6130804885471596,397
0.6130804885471596,439
0.6130804885471596,496
0.6130804885471596,420
0.6130804885471596,398
0.6130804885471596,405
0.6130804885471596,354
0.6130804885471596,397
0.6130804885471596,463
0.6130804885471596,376
0.6130804885471596,429
0.60192912719379,379
0.60192912719379,421
0.60192912719379,426
0.60192912719379,434
0.60192912719379,418
0.60192912719379,447
0.60192912719379,481
0.60192912719379,426
0.60192912719379,442
0.60192912719379,468
0.60192912719379,382
0.60192912719379,384
0.60192912719379,493
0.60192912719379,407
0.60192912719379,433
0.5620772846401816,427
0.5620772846401816,473
0.5620772846401816,429
,417
0.5620772846401816,406
0.5620772846401816,455
0.5620772846401816,408
0.5620772846401816,395
0.5620772846401816,50
0.5620772846401816,398
0.5620772846401816,406
0.5620772846401816,516
0.5620772846401816,494
0.5620772846401816,424
0.5620772846401816,451
0.6080903473667881,488
0.6080903473667881,464
0.6080903473667881,449
0.6080903473667881,524
0.6080903473667881,442
0.6080903473667881,472
0.6080903473667881,408
0.6080903473667881,363
0.6080903473667881,468
0.6080903473667881,381
0.6080903473667881,429
0.6080903473667881,403
0.6080903473667881,422
0.6080903473667881,441
0.6080903473667881,370
0.6045299332124406,408
0.6045299332124406,402
0.6045299332124406,442
0.6045299332124406,425
0.6045299332124406,456
0.6045299332124406,459
0.6045299332124406,450
0.6045299332124406,507
0.6045299332124406,411
0.6045299332124406,428
0.6045299332124406,515
0.6045299332124406,470
0.6045299332124406,412
0.6045299332124406,486
0.6045299332124406,489
0.5774522895371722,359
0.5774522895371722,459
0.5774522895371722,489
0.5774522895371722,432
0.5774522895371722,417
0.5774522895371722,435
0.5774522895371722,453
0.5774522895371722,393
0.5774522895371722,412
0.5774522895371722,464
0.5774522895371722,444
0.5774522895371722,405
0.5774522895371722,458
0.5774522895371722,386
0.5774522895371722,417
0.6049053918135727,373
0.6049053918135727,353
0.6049053918135727,540
0.6049053918135727,395
0.6049053918135727,381
0.6049053918135727,442
0.6049053918135727,441
0.6049053918135727,431
0.6049053918135727,494
0.6049053918135727,451
0.6049053918135727,469
0.6049053918135727,368
0.6049053918135727,130
0.6049053918135727,485
0.6049053918135727,420
0.5586948197211962,412
0.5586948197211962,424
0.5586948197211962,402
0.5586948197211962,442
0.5586948197211962,513
0.5586948197211962,474
0.5586948197211962,454
0.5586948197211962,399
0.5586948197211962,407
0.5586948197211962,428
0.5586948197211962,450
0.5586948197211962,332
0.5586948197211962,337
0.5586948197211962,377
0.5586948197211962,453
0.6415308405257992,381
0.6415308405257992,414
0.6415308405257992,388
0.6415308405257992,410
0.6415308405257992,423
0.6415308405257992,449
0.6415308405257992,461
0.6415308405257992,475
0.6415308405257992,416
0.6415308405257992,392
0.6415308405257992,465
0.6415308405257992,486
0.6415308405257992,437
0.6415308405257992,434
0.6415308405257992,497
0.6610066913557809,389
0.6610066913557809,421
0.6610066913557809,509
0.6610066913557809,464
0.6610066913557809,407
0.6610066913557809,457
0.6610066913557809,447
0.6610066913557809,436
0.6610066913557809,439
0.6610066913557809,449
0.6610066913557809,363
0.6610066913557809,398
0.6610066913557809,478
0.6610066913557809,326
0.6610066913557809,449
0.6645997079255401,408
,356
0.6645997079255401,486
0.6645997079255401,467
0.6645997079255401,352
0.6645997079255401,382
0.6645997079255401,437
0.6645997079255401,489
0.6645997079255401,412
0.6645997079255401,375
0.6645997079255401,425
0.6645997079255401,454
0.6645997079255401,416
0.6645997079255401,445
0.6645997079255401,380
0.6671416239262955,397
0.6671416239262955,438
0.6671416239262955,418
0.6671416239262955,427
0.6671416239262955,427
0.6671416239262955,461
0.6671416239262955,529
0.6671416239262955,497
0.6671416239262955,420
