VibVelocity_mm_s,RUL_seconds
12.2372672760387,447
12.2372672760387,392
12.2372672760387,414
12.2372672760387,441
12.2372672760387,482
12.326617419133672,534
12.326617419133672,420
12.326617419133672,446
12.326617419133672,462
12.326617419133672,507
10.780576580920046,442
10.780576580920046,322
10.780576580920046,410
10.780576580920046,369
10.780576580920046,519
11.466671780662868,364
11.466671780662868,420
11.466671780662868,453
11.466671780662868,427
11.466671780662868,458
11.619254282588892,458
11.619254282588892,390
11.619254282588892,429
11.619254282588892,494
11.619254282588892,444
11.927994831904794,455
11.927994831904794,407
11.927994831904794,423
11.927994831904794,449
11.927994831904794,402
11.46559387812976,445
11.46559387812976,448
11.46559387812976,436
11.46559387812976,419
11.46559387812976,446
12.281294435600993,413
12.281294435600993,431
12.281294435600993,419
12.281294435600993,445
12.281294435600993,428
11.475106051548153,452
11.475106051548153,469
11.475106051548153,406
11.475106051548153,407
11.475106051548153,414
12.359944457556727,362
12.359944457556727,440
12.359944457556727,360
12.359944457556727,411
12.359944457556727,366
11.839503247519817,414
11.839503247519817,400
11.839503247519817,413
11.839503247519817,349
11.839503247519817,471
10.718653574659058,410
10.718653574659058,462
10.718653574659058,411
10.718653574659058,348
10.718653574659058,422
10.97586974575242,406
10.97586974575242,435
10.97586974575242,366
10.97586974575242,454
10.97586974575242,403
12.480041228086062,453
12.480041228086062,483
12.480041228086062,470
12.480041228086062,395
12.480041228086062,451
11.18224130454505,416
11.18224130454505,416
11.18224130454505,431
11.18224130454505,424
11.18224130454505,34
10.872382583370666,474
10.872382583370666,359
10.872382583370666,456
10.872382583370666,440
10.872382583370666,416
11.560347784417209,389
11.560347784417209,446
11.560347784417209,414
11.560347784417209,384
11.560347784417209,429
11.115477008883497,414
11.115477008883497,418
11.115477008883497,441
11.115477008883497,79
11.115477008883497,346
,409
11.224229859004012,396
11.224229859004012,447
11.224229859004012,361
11.224229859004012,422
11.069999270161816,483
11.069999270161816,377
11.069999270161816,401
11.069999270161816,355
11.069999270161816,414
11.863388527044098,436
11.863388527044098,361
11.863388527044098,380
11.863388527044098,350
,433
11.727588029269343,461
11.727588029269343,490
11.727588029269343,401
11.727588029269343,384
11.727588029269343,389
12.537774344553782,459
12.537774344553782,384
12.537774344553782,405
12.537774344553782,437
12.537774344553782,563
11.245472674189,409
11.245472674189,396
11.245472674189,409
11.245472674189,461
11.245472674189,392
12.443329761524833,475
12.443329761524833,359
12.443329761524833,365
12.443329761524833,460
12.443329761524833,395
12.649988350442234,438
12.649988350442234,440
12.649988350442234,392
12.649988350442234,445
12.649988350442234,380
12.39954201817028,390
12.39954201817028,466
12.39954201817028,410
12.39954201817028,469
12.39954201817028,392
12.403927734860837,401
12.403927734860837,441
12.403927734860837,363
12.403927734860837,416
12.403927734860837,424
11.875556636881814,461
11.875556636881814,498
11.875556636881814,476
11.875556636881814,461
11.875556636881814,455
11.335775284659013,423
11.335775284659013,405
11.335775284659013,392
11.335775284659013,426
11.335775284659013,415
12.67893590737811,399
12.67893590737811,391
12.67893590737811,474
12.67893590737811,445
12.67893590737811,391
12.243597168467296,394
12.243597168467296,396
12.243597168467296,466
12.243597168467296,347
12.243597168467296,392
11.399884175482963,466
11.399884175482963,439
11.399884175482963,448
11.399884175482963,361
11.399884175482963,405
11.949398048168009,479
11.949398048168009,406
11.949398048168009,367
11.949398048168009,385
11.949398048168009,406
12.101938321022509,496
12.101938321022509,442
12.101938321022509,403
12.101938321022509,424
12.101938321022509,441
12.531721737603029,440
12.531721737603029,411
12.531721737603029,422
12.531721737603029,394
12.531721737603029,481
11.977430617489407,386
11.977430617489407,423
11.977430617489407,384
11.977430617489407,479
11.977430617489407,447
11.44615075180934,415
11.44615075180934,396
11.44615075180934,429
11.44615075180934,491
11.44615075180934,497
11.06344086524104,459
11.06344086524104,397
11.06344086524104,399
11.06344086524104,439
11.06344086524104,486
10.892112762826788,438
10.892112762826788,457
10.892112762826788,404
10.892112762826788,399
10.892112762826788,392
11.86378963454717,435
11.86378963454717,445
11.86378963454717,439
11.86378963454717,495
11.86378963454717,426
12.2274169403593,426
12.2274169403593,341
12.2274169403593,365
12.2274169403593,452
12.2274169403593,413
12.64556452103816,410
12.64556452103816,393
12.64556452103816,384
12.64556452103816,403
12.64556452103816,462
12.619345805818307,471
12.619345805818307,415
12.619345805818307,434
12.619345805818307,487
12.619345805818307,429
12.01715919795403,401
12.01715919795403,426
12.01715919795403,431
12.01715919795403,398
12.01715919795403,421
13.445762137889364,420
13.445762137889364,377
13.445762137889364,385
13.445762137889364,385
13.445762137889364,397
12.650027157192689,439
12.650027157192689,496
12.650027157192689,420
12.650027157192689,398
12.650027157192689,405
11.31177219029525,354
11.31177219029525,397
11.31177219029525,463
11.31177219029525,376
11.31177219029525,429
12.197181995110403,379
12.197181995110403,421
12.197181995110403,426
12.197181995110403,434
12.197181995110403,418
11.916139747606078,447
11.916139747606078,481
11.916139747606078,426
11.916139747606078,442
11.916139747606078,468
11.838381233335346,382
11.838381233335346,384
11.838381233335346,493
11.838381233335346,407
11.838381233335346,433
11.834512729197831,427
11.834512729197831,473
11.834512729197831,429
11.834512729197831,417
11.834512729197831,406
12.18080137565066,455
12.18080137565066,408
12.18080137565066,395
,50
12.18080137565066,398
11.445121406196684,406
11.445121406196684,516
11.445121406196684,494
11.445121406196684,424
11.445121406196684,451
11.529284086244743,488
11.529284086244743,464
11.529284086244743,449
11.529284086244743,524
11.529284086244743,442
11.838366060415735,472
11.838366060415735,408
11.838366060415735,363
11.838366060415735,468
11.838366060415735,381
12.775490320616814,429
12.775490320616814,403
12.775490320616814,422
12.775490320616814,441
12.775490320616814,370
11.951613305292163,408
11.951613305292163,402
11.951613305292163,442
11.951613305292163,425
11.951613305292163,456
11.70020211201471,459
11.70020211201471,450
11.70020211201471,507
11.70020211201471,411
11.70020211201471,428
12.640935979945464,515
12.640935979945464,470
12.640935979945464,412
12.640935979945464,486
12.640935979945464,489
12.76819368721018,359
12.76819368721018,459
12.76819368721018,489
12.76819368721018,432
12.76819368721018,417
12.576083074138287,435
12.576083074138287,453
12.576083074138287,393
12.576083074138287,412
12.576083074138287,464
11.938543449508344,444
11.938543449508344,405
11.938543449508344,458
11.938543449508344,386
11.938543449508344,417
12.69563591915074,373
12.69563591915074,353
12.69563591915074,540
12.69563591915074,395
12.69563591915074,381
12.427392312144784,442
12.427392312144784,441
12.427392312144784,431
12.427392312144784,494
12.427392312144784,451
12.365323179430156,469
12.365323179430156,368
12.365323179430156,130
12.365323179430156,485
12.365323179430156,420
12.341235897727342,412
12.341235897727342,424
12.341235897727342,402
12.341235897727342,442
12.341235897727342,513
12.34000583265689,474
12.34000583265689,454
12.34000583265689,399
12.34000583265689,407
12.34000583265689,428
12.787547413733066,450
12.787547413733066,332
12.787547413733066,337
12.787547413733066,377
12.787547413733066,453
12.330331440395756,381
12.330331440395756,414
12.330331440395756,388
12.330331440395756,410
12.330331440395756,423
10.889714766967945,449
10.889714766967945,461
10.889714766967945,475
10.889714766967945,416
10.889714766967945,392
11.355677036842655,465
11.355677036842655,486
11.355677036842655,437
11.355677036842655,434
11.355677036842655,497
11.769844763406386,389
11.769844763406386,421
11.769844763406386,509
11.769844763406386,464
11.769844763406386,407
12.081079477595324,457
12.081079477595324,447
12.081079477595324,436
12.081079477595324,439
12.081079477595324,449
11.745186886077954,363
,398
11.745186886077954,478
11.745186886077954,326
11.745186886077954,449
11.198349445503135,408
11.198349445503135,356
11.198349445503135,486
11.198349445503135,467
11.198349445503135,352
12.05100040260805,382
12.05100040260805,437
12.05100040260805,489
12.05100040260805,412
12.05100040260805,375
12.616026321353855,425
12.616026321353855,454
12.616026321353855,416
12.616026321353855,445
12.616026321353855,380
11.447128832229966,397
11.447128832229966,438
11.447128832229966,418
11.447128832229966,427
11.447128832229966,427
11.687216699921944,461
11.687216699921944,529
11.687216699921944,497
11.687216699921944,420
11.687216699921944,485
11.5209904323485,498
11.5209904323485,356
11.5209904323485,442
11.5209904323485,445
11.5209904323485,455
12.08940843894445,464
12.08940843894445,406
12.08940843894445,411
12.08940843894445,486
12.08940843894445,408
11.972749203026506,365
11.972749203026506,377
11.972749203026506,428
11.972749203026506,471
11.972749203026506,450
11.236762784709152,432
11.236762784709152,462
11.236762784709152,443
11.236762784709152,60
11.236762784709152,441
12.471882285694852,376
12.471882285694852,442
12.471882285694852,413
12.471882285694852,424
12.471882285694852,416
12.658494242352006,426
12.658494242352006,451
12.658494242352006,400
12.658494242352006,453
12.658494242352006,369
12.236309500073938,405
12.236309500073938,439
12.236309500073938,381
12.236309500073938,425
12.236309500073938,443
11.670739107718294,467
11.670739107718294,458
11.670739107718294,465
11.670739107718294,400
11.670739107718294,438
11.297402437968572,430
11.297402437968572,387
11.297402437968572,435
11.297402437968572,450
11.297402437968572,436
11.673468831955084,427
11.673468831955084,415
11.673468831955084,353
11.673468831955084,401
11.673468831955084,437
10.865331919177976,336
10.865331919177976,455
10.865331919177976,418
10.865331919177976,466
10.865331919177976,509
12.645209100201468,486
12.645209100201468,434
12.645209100201468,482
12.645209100201468,477
12.645209100201468,372
12.084941397314836,442
12.084941397314836,512
12.084941397314836,407
12.084941397314836,453
12.084941397314836,412
12.19523793187146,483
12.19523793187146,402
12.19523793187146,452
12.19523793187146,376
12.19523793187146,458
12.039405342178409,464
12.039405342178409,448
12.039405342178409,344
12.039405342178409,464
12.039405342178409,458
12.34145598078136,446
12.34145598078136,335
12.34145598078136,431
12.34145598078136,474
12.34145598078136,423
12.916130566766787,521
12.916130566766787,456
12.916130566766787,446
12.916130566766787,385
12.916130566766787,398
11.068015417526624,384
11.068015417526624,419
11.068015417526624,405
11.068015417526624,393
11.068015417526624,433
12.159573245265374,425
12.159573245265374,420
12.159573245265374,402
12.159573245265374,426
12.159573245265374,447
12.213440401708606,346
12.213440401708606,420
12.213440401708606,407
12.213440401708606,479
12.213440401708606,417
12.969539338659306,435
12.969539338659306,421
12.969539338659306,507
12.969539338659306,472
12.969539338659306,512
12.94175764206858,406
12.94175764206858,397
12.94175764206858,429
12.94175764206858,442
