pH_units,RUL_seconds
7.565574174854211,433
7.625490002231311,465
,467
7.625490002231311,401
7.625490002231311,431
7.625490002231311,420
7.625490002231311,380
7.625490002231311,399
7.625490002231311,426
7.625490002231311,404
7.625490002231311,404
7.680850189055579,401
7.680850189055579,396
7.680850189055579,455
7.680850189055579,380
7.680850189055579,380
7.680850189055579,419
7.680850189055579,408
7.680850189055579,460
7.680850189055579,385
7.680850189055579,404
7.674786091767388,410
7.674786091767388,433
7.674786091767388,392
7.674786091767388,464
7.674786091767388,368
7.674786091767388,468
7.674786091767388,417
7.674786091767388,362
7.674786091767388,399
7.674786091767388,346
7.612076294610158,360
7.612076294610158,376
7.612076294610158,430
7.612076294610158,425
7.612076294610158,391
7.612076294610158,438
7.612076294610158,345
7.612076294610158,354
7.612076294610158,334
7.612076294610158,453
7.733995636596821,486
7.733995636596821,394
7.733995636596821,318
7.733995636596821,387
7.733995636596821,403
7.733995636596821,404
7.733995636596821,445
7.733995636596821,418
7.733995636596821,340
7.733995636596821,374
7.616514356490855,354
7.616514356490855,356
7.616514356490855,315
7.616514356490855,326
7.616514356490855,397
7.616514356490855,399
7.616514356490855,378
7.616514356490855,402
7.616514356490855,365
7.616514356490855,325
7.649137849668167,430
7.649137849668167,376
7.649137849668167,380
7.649137849668167,459
7.649137849668167,388
7.649137849668167,393
7.649137849668167,449
7.649137849668167,365
7.649137849668167,322
7.649137849668167,358
7.614939749944932,372
7.614939749944932,386
7.614939749944932,349
7.614939749944932,363
7.614939749944932,343
7.614939749944932,369
7.614939749944932,332
7.614939749944932,336
7.614939749944932,446
7.614939749944932,321
7.684093752257949,341
7.684093752257949,463
7.684093752257949,482
7.684093752257949,450
7.684093752257949,446
7.684093752257949,352
7.684093752257949,434
7.684093752257949,429
7.684093752257949,363
7.684093752257949,366
7.730298662712064,403
,395
7.730298662712064,378
7.730298662712064,384
7.730298662712064,282
7.730298662712064,369
7.730298662712064,437
7.730298662712064,78
7.730298662712064,328
7.730298662712064,403
7.542016788610517,376
7.542016788610517,356
7.542016788610517,388
7.542016788610517,444
7.542016788610517,443
7.542016788610517,378
7.542016788610517,396
7.542016788610517,336
7.542016788610517,404
7.542016788610517,379
7.434792922559388,366
7.434792922559388,289
7.434792922559388,399
7.434792922559388,347
7.434792922559388,393
7.434792922559388,383
7.434792922559388,350
7.434792922559388,379
7.434792922559388,405
7.434792922559388,420
7.512771255548296,376
7.512771255548296,358
7.512771255548296,335
7.512771255548296,417
7.512771255548296,355
7.512771255548296,409
7.512771255548296,367
7.512771255548296,374
7.512771255548296,466
7.512771255548296,515
7.540497095201,382
7.540497095201,413
7.540497095201,355
7.540497095201,334
7.540497095201,419
7.540497095201,360
7.540497095201,390
7.540497095201,392
7.540497095201,444
7.540497095201,500
7.622045386963344,378
7.622045386963344,384
7.622045386963344,405
7.622045386963344,398
7.622045386963344,346
7.622045386963344,364
7.622045386963344,398
7.622045386963344,372
7.622045386963344,365
7.622045386963344,328
7.69164819040868,417
7.69164819040868,456
7.69164819040868,373
7.69164819040868,461
7.69164819040868,346
7.69164819040868,419
7.69164819040868,483
7.69164819040868,396
7.69164819040868,400
,352
7.561076001473219,369
7.561076001473219,391
7.561076001473219,380
7.561076001473219,400
7.561076001473219,371
7.561076001473219,398
7.561076001473219,434
7.561076001473219,453
7.561076001473219,382
7.561076001473219,399
7.5308162922709,371
7.5308162922709,312
7.5308162922709,373
7.5308162922709,377
7.5308162922709,379
7.5308162922709,416
7.5308162922709,358
7.5308162922709,372
7.5308162922709,408
7.5308162922709,324
7.584885504652664,464
7.584885504652664,423
7.584885504652664,337
7.584885504652664,362
7.584885504652664,452
7.584885504652664,471
7.584885504652664,301
7.584885504652664,381
7.584885504652664,390
7.584885504652664,347
7.860188850681482,356
7.860188850681482,372
7.860188850681482,387
7.860188850681482,441
7.860188850681482,472
7.860188850681482,460
7.860188850681482,336
7.860188850681482,328
7.860188850681482,368
7.860188850681482,335
7.62143898732948,391
7.62143898732948,382
7.62143898732948,266
7.62143898732948,401
7.62143898732948,347
7.62143898732948,405
7.62143898732948,326
7.62143898732948,321
7.62143898732948,479
7.62143898732948,426
7.646219113913084,437
7.646219113913084,440
7.646219113913084,374
7.646219113913084,414
7.646219113913084,450
7.646219113913084,464
7.646219113913084,404
7.646219113913084,370
7.646219113913084,421
7.646219113913084,423
7.698480672304801,430
7.698480672304801,394
7.698480672304801,430
7.698480672304801,433
7.698480672304801,456
7.698480672304801,451
7.698480672304801,295
7.698480672304801,439
7.698480672304801,426
7.698480672304801,400
7.752082801471449,433
7.752082801471449,421
7.752082801471449,314
7.752082801471449,349
7.752082801471449,373
7.752082801471449,413
7.752082801471449,451
7.752082801471449,376
7.752082801471449,441
7.752082801471449,415
7.711388232093103,389
7.711388232093103,302
7.711388232093103,412
7.711388232093103,324
7.711388232093103,372
7.711388232093103,347
7.711388232093103,384
7.711388232093103,416
7.711388232093103,440
7.711388232093103,375
7.672869589015312,325
7.672869589015312,366
7.672869589015312,455
7.672869589015312,400
7.672869589015312,445
7.672869589015312,350
7.672869589015312,326
7.672869589015312,433
7.672869589015312,397
7.672869589015312,428
7.694727678637489,402
7.694727678637489,438
7.694727678637489,376
7.694727678637489,452
7.694727678637489,399
,444
7.694727678637489,428
7.694727678637489,401
7.694727678637489,449
7.694727678637489,415
7.689723843228631,436
7.689723843228631,392
7.689723843228631,392
7.689723843228631,390
7.689723843228631,455
7.689723843228631,406
7.689723843228631,401
7.689723843228631,483
7.689723843228631,366
7.689723843228631,381
7.683725690474619,383
7.683725690474619,442
7.683725690474619,457
7.683725690474619,390
7.683725690474619,475
7.683725690474619,460
7.683725690474619,363
7.683725690474619,302
7.683725690474619,378
7.683725690474619,427
7.746088717339638,367
7.746088717339638,368
7.746088717339638,400
7.746088717339638,395
7.746088717339638,499
7.746088717339638,420
7.746088717339638,406
7.746088717339638,368
7.746088717339638,471
7.746088717339638,349
7.626401747466343,357
7.626401747466343,452
7.626401747466343,416
7.626401747466343,370
7.626401747466343,358
7.626401747466343,365
7.626401747466343,405
7.626401747466343,365
7.626401747466343,343
7.626401747466343,327
7.630610823352327,363
7.630610823352327,389
7.630610823352327,403
7.630610823352327,426
7.630610823352327,451
7.630610823352327,399
7.630610823352327,447
7.630610823352327,401
7.630610823352327,426
7.630610823352327,466
7.755806131533372,398
7.755806131533372,359
7.755806131533372,360
7.755806131533372,400
7.755806131533372,454
7.755806131533372,108
7.755806131533372,480
7.755806131533372,386
7.755806131533372,516
7.755806131533372,469
7.723418428650528,418
7.723418428650528,415
7.723418428650528,482
7.723418428650528,377
7.723418428650528,415
7.723418428650528,418
7.723418428650528,439
7.723418428650528,322
7.723418428650528,431
7.723418428650528,434
7.685749449319636,422
7.685749449319636,379
7.685749449319636,431
7.685749449319636,410
7.685749449319636,390
7.685749449319636,370
7.685749449319636,440
7.685749449319636,403
7.685749449319636,421
7.685749449319636,436
7.607147325195127,364
7.607147325195127,439
7.607147325195127,407
7.607147325195127,390
7.607147325195127,518
7.607147325195127,449
7.607147325195127,399
7.607147325195127,453
7.607147325195127,391
7.607147325195127,482
7.62489291221513,393
7.62489291221513,425
7.62489291221513,469
7.62489291221513,412
7.62489291221513,506
7.62489291221513,353
7.62489291221513,400
7.62489291221513,386
7.62489291221513,382
7.62489291221513,441
7.679339270962911,390
7.679339270962911,412
7.679339270962911,418
7.679339270962911,368
7.679339270962911,267
7.679339270962911,415
7.679339270962911,374
7.679339270962911,396
7.679339270962911,448
7.679339270962911,374
7.710431686474117,360
7.710431686474117,418
7.710431686474117,441
7.710431686474117,469
7.710431686474117,419
7.710431686474117,436
7.710431686474117,428
7.710431686474117,328
7.710431686474117,423
7.710431686474117,363
7.768230383528269,403
7.768230383528269,338
7.768230383528269,442
7.768230383528269,341
7.768230383528269,49
7.768230383528269,374
7.768230383528269,399
7.768230383528269,424
7.768230383528269,339
7.768230383528269,439
7.779072183934192,493
7.779072183934192,407
7.779072183934192,423
7.779072183934192,440
7.779072183934192,420
7.779072183934192,484
7.779072183934192,364
7.779072183934192,396
7.779072183934192,366
7.779072183934192,391
7.8736151460350845,414
7.8736151460350845,431
7.8736151460350845,460
7.8736151460350845,398
7.8736151460350845,419
7.8736151460350845,445
7.8736151460350845,460
7.8736151460350845,424
7.8736151460350845,321
7.8736151460350845,316
7.737245935043516,375
7.737245935043516,449
7.737245935043516,471
7.737245935043516,489
7.737245935043516,388
7.737245935043516,478
7.737245935043516,448
7.737245935043516,356
7.737245935043516,357
7.737245935043516,452
7.908600192890894,422
7.908600192890894,451
7.908600192890894,345
7.908600192890894,361
7.908600192890894,378
7.908600192890894,383
7.908600192890894,422
7.908600192890894,408
7.908600192890894,368
7.908600192890894,388
7.907432053420883,406
7.907432053420883,441
7.907432053420883,355
7.907432053420883,400
7.907432053420883,415
7.907432053420883,398
7.907432053420883,350
7.907432053420883,427
7.907432053420883,428
7.907432053420883,407
7.882577396104859,348
7.882577396104859,427
7.882577396104859,436
7.882577396104859,427
7.882577396104859,440
7.882577396104859,387
7.882577396104859,378
7.882577396104859,457
7.882577396104859,383
7.882577396104859,386
7.655934813066564,418
7.655934813066564,438
7.655934813066564,454
7.655934813066564,411
7.655934813066564,419
7.655934813066564,393
7.655934813066564,384
7.655934813066564,381
7.655934813066564,364
7.655934813066564,411
7.797458126837966,320
7.797458126837966,442
7.797458126837966,468
7.797458126837966,376
7.797458126837966,443
7.797458126837966,426
7.797458126837966,405
7.797458126837966,473
7.797458126837966,490
7.797458126837966,410
7.544978373747861,450
7.544978373747861,359
7.544978373747861,368
7.544978373747861,433
7.544978373747861,468
7.544978373747861,348
7.544978373747861,348
7.544978373747861,407
7.544978373747861,431
7.544978373747861,415
7.630692151941119,368
7.630692151941119,467
7.630692151941119,398
7.630692151941119,340
7.630692151941119,414
7.630692151941119,454
7.630692151941119,372
7.630692151941119,497
7.630692151941119,358
7.630692151941119,413
7.334595416188895,386
7.334595416188895,384
7.334595416188895,473
7.334595416188895,459
7.334595416188895,434
7.334595416188895,418
7.334595416188895,407
7.334595416188895,455
7.334595416188895,333
7.334595416188895,459
7.512652851122914,422
7.512652851122914,408
7.512652851122914,384
7.512652851122914,466
7.512652851122914,393
7.512652851122914,431
7.512652851122914,408
7.512652851122914,398
7.512652851122914,387
7.512652851122914,431
7.652258503586784,377
7.652258503586784,454
7.652258503586784,432
7.652258503586784,465
7.652258503586784,424
7.652258503586784,464
7.652258503586784,508
7.652258503586784,462
7.652258503586784,416
7.652258503586784,391
7.686910179292219,420
7.686910179292219,477
7.686910179292219,367
7.686910179292219,453
7.686910179292219,427
7.686910179292219,468
7.686910179292219,485
7.686910179292219,393
7.686910179292219,403
7.686910179292219,388
7.652990904576144,426
7.652990904576144,403
7.652990904576144,474
7.652990904576144,359
7.652990904576144,401
7.652990904576144,387
7.652990904576144,366
7.652990904576144,392
7.652990904576144,422
7.652990904576144,392
7.661556743680227,318
,427
7.661556743680227,378
7.661556743680227,384
7.661556743680227,425
7.661556743680227,487
7.661556743680227,414
7.661556743680227,359
7.661556743680227,393
7.661556743680227,329
7.468217964120468,447
7.468217964120468,392
7.468217964120468,414
7.468217964120468,441
7.468217964120468,482
7.468217964120468,534
7.468217964120468,420
7.468217964120468,446
7.468217964120468,462
7.468217964120468,507
7.616398198195472,442
7.616398198195472,322
7.616398198195472,410
7.616398198195472,369
7.616398198195472,519
7.616398198195472,364
7.616398198195472,420
7.616398198195472,453
7.616398198195472,427
7.616398198195472,458
7.614459027462869,458
7.614459027462869,390
7.614459027462869,429
7.614459027462869,494
7.614459027462869,444
7.614459027462869,455
7.614459027462869,407
7.614459027462869,423
7.614459027462869,449
7.614459027462869,402
7.744869969548405,445
7.744869969548405,448
7.744869969548405,436
7.744869969548405,419
7.744869969548405,446
7.744869969548405,413
7.744869969548405,431
7.744869969548405,419
7.744869969548405,445
7.744869969548405,428
7.891535339416801,452
7.891535339416801,469
7.891535339416801,406
7.891535339416801,407
7.891535339416801,414
7.891535339416801,362
7.891535339416801,440
7.891535339416801,360
7.891535339416801,411
7.891535339416801,366
7.956923391068816,414
7.956923391068816,400
7.956923391068816,413
7.956923391068816,349
7.956923391068816,471
7.956923391068816,410
7.956923391068816,462
7.956923391068816,411
7.956923391068816,348
7.956923391068816,422
7.736113996245931,406
7.736113996245931,435
7.736113996245931,366
,454
7.736113996245931,403
,453
7.736113996245931,483
7.736113996245931,470
7.736113996245931,395
7.736113996245931,451
7.664288423313881,416
7.664288423313881,416
7.664288423313881,431
7.664288423313881,424
7.664288423313881,34
7.664288423313881,474
7.664288423313881,359
7.664288423313881,456
7.664288423313881,440
7.664288423313881,416
7.709970356593944,389
7.709970356593944,446
7.709970356593944,414
7.709970356593944,384
7.709970356593944,429
7.709970356593944,414
7.709970356593944,418
7.709970356593944,441
7.709970356593944,79
7.709970356593944,346
7.811349694298505,409
7.811349694298505,396
7.811349694298505,447
7.811349694298505,361
7.811349694298505,422
7.811349694298505,483
7.811349694298505,377
7.811349694298505,401
7.811349694298505,355
7.811349694298505,414
7.736889846771503,436
7.736889846771503,361
7.736889846771503,380
7.736889846771503,350
7.736889846771503,433
7.736889846771503,461
7.736889846771503,490
7.736889846771503,401
7.736889846771503,384
7.736889846771503,389
7.725644283104432,459
7.725644283104432,384
7.725644283104432,405
7.725644283104432,437
7.725644283104432,563
7.725644283104432,409
7.725644283104432,396
7.725644283104432,409
7.725644283104432,461
7.725644283104432,392
7.748511096826906,475
7.748511096826906,359
7.748511096826906,365
7.748511096826906,460
7.748511096826906,395
7.748511096826906,438
7.748511096826906,440
7.748511096826906,392
7.748511096826906,445
7.748511096826906,380
7.718269245574802,390
7.718269245574802,466
7.718269245574802,410
7.718269245574802,469
7.718269245574802,392
7.718269245574802,401
7.718269245574802,441
7.718269245574802,363
7.718269245574802,416
7.718269245574802,424
7.731670339292202,461
7.731670339292202,498
7.731670339292202,476
7.731670339292202,461
7.731670339292202,455
7.731670339292202,423
7.731670339292202,405
7.731670339292202,392
7.731670339292202,426
7.731670339292202,415
7.735099673652634,399
7.735099673652634,391
7.735099673652634,474
7.735099673652634,445
7.735099673652634,391
7.735099673652634,394
7.735099673652634,396
7.735099673652634,466
7.735099673652634,347
7.735099673652634,392
7.735337026311437,466
7.735337026311437,439
7.735337026311437,448
7.735337026311437,361
7.735337026311437,405
7.735337026311437,479
7.735337026311437,406
7.735337026311437,367
7.735337026311437,385
7.735337026311437,406
7.73665990075517,496
7.73665990075517,442
7.73665990075517,403
7.73665990075517,424
7.73665990075517,441
7.73665990075517,440
7.73665990075517,411
7.73665990075517,422
7.73665990075517,394
7.73665990075517,481
7.782385341552772,386
7.782385341552772,423
7.782385341552772,384
7.782385341552772,479
7.782385341552772,447
7.782385341552772,415
7.782385341552772,396
7.782385341552772,429
7.782385341552772,491
7.782385341552772,497
7.711087862585772,459
7.711087862585772,397
7.711087862585772,399
7.711087862585772,439
7.711087862585772,486
7.711087862585772,438
7.711087862585772,457
7.711087862585772,404
7.711087862585772,399
7.711087862585772,392
7.524787518923535,435
7.524787518923535,445
7.524787518923535,439
7.524787518923535,495
7.524787518923535,426
7.524787518923535,426
7.524787518923535,341
7.524787518923535,365
7.524787518923535,452
7.524787518923535,413
7.604856213742518,410
7.604856213742518,393
7.604856213742518,384
7.604856213742518,403
7.604856213742518,462
7.604856213742518,471
7.604856213742518,415
7.604856213742518,434
7.604856213742518,487
7.604856213742518,429
7.769384847413975,401
7.769384847413975,426
7.769384847413975,431
7.769384847413975,398
7.769384847413975,421
7.769384847413975,420
7.769384847413975,377
7.769384847413975,385
7.769384847413975,385
7.769384847413975,397
7.761934109945447,439
7.761934109945447,496
7.761934109945447,420
7.761934109945447,398
7.761934109945447,405
7.761934109945447,354
7.761934109945447,397
7.761934109945447,463
7.761934109945447,376
,429
7.658389039824303,379
7.658389039824303,421
7.658389039824303,426
7.658389039824303,434
7.658389039824303,418
7.658389039824303,447
7.658389039824303,481
7.658389039824303,426
7.658389039824303,442
7.658389039824303,468
7.741111667172904,382
7.741111667172904,384
7.741111667172904,493
7.741111667172904,407
7.741111667172904,433
7.741111667172904,427
7.741111667172904,473
7.741111667172904,429
7.741111667172904,417
7.741111667172904,406
7.841725749828246,455
7.841725749828246,408
7.841725749828246,395
7.841725749828246,50
7.841725749828246,398
7.841725749828246,406
7.841725749828246,516
7.841725749828246,494
7.841725749828246,424
7.841725749828246,451
7.662675031061372,488
7.662675031061372,464
7.662675031061372,449
7.662675031061372,524
7.662675031061372,442
7.662675031061372,472
7.662675031061372,408
7.662675031061372,363
7.662675031061372,468
7.662675031061372,381
7.585391399640048,429
7.585391399640048,403
7.585391399640048,422
7.585391399640048,441
7.585391399640048,370
7.585391399640048,408
7.585391399640048,402
7.585391399640048,442
7.585391399640048,425
7.585391399640048,456
7.591113237682536,459
7.591113237682536,450
7.591113237682536,507
7.591113237682536,411
7.591113237682536,428
7.591113237682536,515
7.591113237682536,470
,412
7.591113237682536,486
7.591113237682536,489
7.589734179320374,359
7.589734179320374,459
7.589734179320374,489
7.589734179320374,432
7.589734179320374,417
7.589734179320374,435
7.589734179320374,453
7.589734179320374,393
,412
7.589734179320374,464
7.85678255009356,444
7.85678255009356,405
7.85678255009356,458
7.85678255009356,386
7.85678255009356,417
7.85678255009356,373
7.85678255009356,353
7.85678255009356,540
7.85678255009356,395
7.85678255009356,381
7.728428817718681,442
7.728428817718681,441
7.728428817718681,431
7.728428817718681,494
7.728428817718681,451
7.728428817718681,469
7.728428817718681,368
7.728428817718681,130
7.728428817718681,485
7.728428817718681,420
7.843439064880539,412
7.843439064880539,424
7.843439064880539,402
,442
7.843439064880539,513
7.843439064880539,474
7.843439064880539,454
7.843439064880539,399
7.843439064880539,407
7.843439064880539,428
7.890849433421857,450
7.890849433421857,332
7.890849433421857,337
7.890849433421857,377
7.890849433421857,453
7.890849433421857,381
7.890849433421857,414
7.890849433421857,388
7.890849433421857,410
7.890849433421857,423
,449
7.911831432150254,461
7.911831432150254,475
7.911831432150254,416
7.911831432150254,392
7.911831432150254,465
7.911831432150254,486
7.911831432150254,437
7.911831432150254,434
7.911831432150254,497
7.887735706882337,389
7.887735706882337,421
7.887735706882337,509
7.887735706882337,464
7.887735706882337,407
7.887735706882337,457
7.887735706882337,447
7.887735706882337,436
7.887735706882337,439
7.887735706882337,449
7.778004145047778,363
7.778004145047778,398
7.778004145047778,478
7.778004145047778,326
7.778004145047778,449
7.778004145047778,408
7.778004145047778,356
7.778004145047778,486
7.778004145047778,467
7.778004145047778,352
7.745741361402016,382
7.745741361402016,437
7.745741361402016,489
7.745741361402016,412
7.745741361402016,375
7.745741361402016,425
7.745741361402016,454
7.745741361402016,416
7.745741361402016,445
7.745741361402016,380
7.672993053258144,397
7.672993053258144,438
7.672993053258144,418
7.672993053258144,427
7.672993053258144,427
7.672993053258144,461
7.672993053258144,529
7.672993053258144,497
7.672993053258144,420
7.672993053258144,485
7.658914717607647,498
7.658914717607647,356
7.658914717607647,442
7.658914717607647,445
7.658914717607647,455
7.658914717607647,464
7.658914717607647,406
7.658914717607647,411
7.658914717607647,486
7.658914717607647,408
7.637777308845174,365
7.637777308845174,377
7.637777308845174,428
7.637777308845174,471
7.637777308845174,450
7.637777308845174,432
7.637777308845174,462
7.637777308845174,443
7.637777308845174,60
7.637777308845174,441
7.724457446748807,376
7.724457446748807,442
7.724457446748807,413
,424
7.724457446748807,416
7.724457446748807,426
7.724457446748807,451
7.724457446748807,400
7.724457446748807,453
7.724457446748807,369
7.7134166929071695,405
7.7134166929071695,439
7.7134166929071695,381
7.7134166929071695,425
7.7134166929071695,443
7.7134166929071695,467
7.7134166929071695,458
7.7134166929071695,465
7.7134166929071695,400
7.7134166929071695,438
7.804479744837693,430
7.804479744837693,387
7.804479744837693,435
7.804479744837693,450
7.804479744837693,436
7.804479744837693,427
7.804479744837693,415
7.804479744837693,353
7.804479744837693,401
7.804479744837693,437
7.917225764834218,336
7.917225764834218,455
7.917225764834218,418
7.917225764834218,466
7.917225764834218,509
7.917225764834218,486
7.917225764834218,434
7.917225764834218,482
7.917225764834218,477
7.917225764834218,372
8.09146310863634,442
8.09146310863634,512
8.09146310863634,407
8.09146310863634,453
8.09146310863634,412
8.09146310863634,483
8.09146310863634,402
8.09146310863634,452
8.09146310863634,376
8.09146310863634,458
7.9452091528828435,464
7.9452091528828435,448
7.9452091528828435,344
7.9452091528828435,464
7.9452091528828435,458
7.9452091528828435,446
7.9452091528828435,335
7.9452091528828435,431
7.9452091528828435,474
7.9452091528828435,423
7.743254964380177,521
7.743254964380177,456
7.743254964380177,446
7.743254964380177,385
7.743254964380177,398
7.743254964380177,384
7.743254964380177,419
7.743254964380177,405
7.743254964380177,393
7.743254964380177,433
7.909259980988042,425
7.909259980988042,420
7.909259980988042,402
7.909259980988042,426
7.909259980988042,447
7.909259980988042,346
7.909259980988042,420
7.909259980988042,407
7.909259980988042,479
7.909259980988042,417
7.854171221500954,435
7.854171221500954,421
7.854171221500954,507
7.854171221500954,472
7.854171221500954,512
7.854171221500954,406
7.854171221500954,397
7.854171221500954,429
7.854171221500954,442
