Speed_RPM,RUL_seconds
1894.6608327168735,426
1920.1707284766285,341
1920.1707284766285,365
1722.9785776385768,452
1722.9785776385768,413
1804.233899744292,410
1804.233899744292,393
1726.1312174518916,384
1726.1312174518916,403
1735.4706658750215,462
1735.4706658750215,471
1694.8807282212238,415
1694.8807282212238,434
1669.3267625861968,487
1669.3267625861968,429
1797.5160786351878,401
1797.5160786351878,426
1844.7537297306617,431
1844.7537297306617,398
1839.7490377146933,421
1839.7490377146933,420
1831.8454429384024,377
1831.8454429384024,385
1644.866307921651,385
1644.866307921651,397
1791.6878094285685,439
1791.6878094285685,496
1734.2529153240116,420
1734.2529153240116,398
1671.9026378390945,405
1671.9026378390945,354
1793.4928594828643,397
1793.4928594828643,463
1707.2084684067456,376
1707.2084684067456,429
1671.400656741329,379
1671.400656741329,421
1646.6752286021194,426
1646.6752286021194,434
1812.7046664607317,418
,447
1811.1128571446973,481
1811.1128571446973,426
1920.7227751062612,442
1920.7227751062612,468
1657.337146832488,382
1657.337146832488,384
1726.9158573725178,493
1726.9158573725178,407
1775.4853968123064,433
1775.4853968123064,427
1744.609619259173,473
1744.609619259173,429
1827.168753267292,417
1827.168753267292,406
1753.495678336184,455
1753.495678336184,408
1708.332871122404,395
1708.332871122404,50
1718.25548450599,398
1718.25548450599,406
1941.3321090003317,516
1941.3321090003317,494
1892.3030766454865,424
1892.3030766454865,451
1861.7470962422617,488
1861.7470962422617,464
1768.4373658732293,449
1768.4373658732293,524
1792.768554687971,442
1792.768554687971,472
1736.1640192101672,408
1736.1640192101672,363
1713.9250324512882,468
1713.9250324512882,381
1918.3710703297616,429
1918.3710703297616,403
1795.7318044872368,422
1795.7318044872368,441
1626.1562021805646,370
1626.1562021805646,408
1873.8720495638213,402
1873.8720495638213,442
1741.5992387433134,425
1741.5992387433134,456
1662.0157102781625,459
1662.0157102781625,450
1795.1528951639768,507
1795.1528951639768,411
1663.7909271862025,428
1663.7909271862025,515
1748.8998166739752,470
1748.8998166739752,412
1895.8283514238644,486
1895.8283514238644,489
1926.426244193833,359
1926.426244193833,459
1832.9055865763655,489
1832.9055865763655,432
1812.366219759476,417
1812.366219759476,435
1780.387476497196,453
1780.387476497196,393
1866.3473476119748,412
1866.3473476119748,464
1947.409283821433,444
1947.409283821433,405
1865.2171766583103,458
1865.2171766583103,386
1746.7926652637063,417
1746.7926652637063,373
1842.438693552644,353
1842.438693552644,540
1873.4033814508343,395
1873.4033814508343,381
1977.7922181826048,442
1977.7922181826048,441
1888.142996932864,431
1888.142996932864,494
1694.1282714461545,451
1694.1282714461545,469
1517.6300920806616,368
1517.6300920806616,130
1761.774944549842,485
1761.774944549842,420
1829.5678846862647,412
1829.5678846862647,424
1755.6833655642365,402
1755.6833655642365,442
1795.9224676301412,513
1795.9224676301412,474
1754.2093360711197,454
1754.2093360711197,399
1758.1033659349412,407
1758.1033659349412,428
1722.1603949876296,450
1722.1603949876296,332
1688.8668931592097,337
1688.8668931592097,377
,453
1672.7214515727312,381
1747.9498641276523,414
1747.9498641276523,388
1774.6784759361142,410
1774.6784759361142,423
1772.379694688192,449
1772.379694688192,461
1645.056663048441,475
1645.056663048441,416
1658.1125990866974,392
1658.1125990866974,465
,486
1692.4138794159712,437
1748.489090584886,434
1748.489090584886,497
1803.0583556071315,389
1803.0583556071315,421
1878.7982705387035,509
1878.7982705387035,464
1662.300325596259,407
,457
1626.0152743854046,447
1626.0152743854046,436
1683.4934827490265,439
1683.4934827490265,449
1842.4655323148768,363
1842.4655323148768,398
1817.7172049042604,478
1817.7172049042604,326
,449
1806.8667200318848,408
1845.6679890084808,356
1845.6679890084808,486
1824.6258452886705,467
1824.6258452886705,352
1709.7744237598538,382
1709.7744237598538,437
1723.7518445798812,489
1723.7518445798812,412
1867.7835833193085,375
1867.7835833193085,425
1838.8263329681977,454
1838.8263329681977,416
1901.5424292159569,445
1901.5424292159569,380
1854.4781129330893,397
1854.4781129330893,438
1698.5854363589856,418
1698.5854363589856,427
1884.100431327536,427
1884.100431327536,461
1747.2879603348651,529
1747.2879603348651,497
1791.2445953008355,420
1791.2445953008355,485
1837.0473420870092,498
1837.0473420870092,356
1801.4397947239993,442
1801.4397947239993,445
1682.1911493477223,455
1682.1911493477223,464
1794.6497401599186,406
1794.6497401599186,411
1981.0378311851653,486
1981.0378311851653,408
1926.8249355043472,365
1926.8249355043472,377
1785.085604662734,428
