Voltage_V,RUL_seconds
230.5984480375795,348
229.69829045212813,328
229.69829045212813,410
230.84776585424808,393
230.84776585424808,392
230.9106316023579,336
230.9106316023579,410
232.13826588230725,285
232.13826588230725,352
230.61031555592857,339
230.61031555592857,357
231.134134691938,333
231.134134691938,398
230.35747763700596,399
230.35747763700596,372
231.16708385217905,418
231.16708385217905,321
233.17562505418763,384
233.17562505418763,358
231.1988768358891,429
231.1988768358891,367
230.48062213061093,441
230.48062213061093,396
231.58085316597095,332
231.58085316597095,384
230.0294716351151,421
230.0294716351151,345
228.68478982245907,443
228.68478982245907,386
230.40765866975843,339
230.40765866975843,366
230.76625244993195,369
230.76625244993195,371
232.2132650194733,411
232.2132650194733,422
231.49163646059856,463
231.49163646059856,325
231.3890529379538,295
231.3890529379538,398
230.2275876032005,419
230.2275876032005,411
230.69668344527585,366
230.69668344527585,429
230.77402096064813,410
230.77402096064813,265
231.2104769308312,381
231.2104769308312,436
231.86563292081755,369
231.86563292081755,389
231.6425103467031,411
231.6425103467031,426
230.23224959292048,379
230.23224959292048,331
230.6965095903349,384
230.6965095903349,339
228.69953199658863,376
228.69953199658863,373
230.3920873813937,344
230.3920873813937,335
230.9389021823048,409
230.9389021823048,326
230.2469395324387,411
230.2469395324387,420
232.4223655614509,380
232.4223655614509,329
231.11673736668496,396
231.11673736668496,100
232.5160437255641,337
232.5160437255641,424
230.5039090738715,424
230.5039090738715,433
232.3208688982523,465
232.3208688982523,467
230.1842245756412,401
230.1842245756412,431
225.1516369257268,420
225.1516369257268,380
225.78541844182345,399
225.78541844182345,426
227.5284909095495,404
227.5284909095495,404
229.04942036462973,401
229.04942036462973,396
229.3380570351066,455
229.3380570351066,380
230.3631510218092,380
230.3631510218092,419
231.8048403007319,408
231.8048403007319,460
231.48036898485788,385
231.48036898485788,404
233.4400577071449,410
233.4400577071449,433
232.11554303502496,392
232.11554303502496,464
232.720864992567,368
232.720864992567,468
231.47188039969183,417
231.47188039969183,362
231.318381317658,399
231.318381317658,346
230.90303430836087,360
230.90303430836087,376
232.39153015962827,430
232.39153015962827,425
231.36885493173855,391
231.36885493173855,438
230.2091341168789,345
230.2091341168789,354
228.32790663674416,334
228.32790663674416,453
229.1896620356405,486
229.1896620356405,394
,318
230.6639276093832,387
230.76555322495247,403
230.76555322495247,404
230.89191484637476,445
230.89191484637476,418
228.019552885234,340
228.019552885234,374
229.0240894438115,354
229.0240894438115,356
231.67529050552687,315
231.67529050552687,326
231.2749608715924,397
231.2749608715924,399
231.86135291260197,378
231.86135291260197,402
232.0222366402012,365
232.0222366402012,325
233.0409543051313,430
233.0409543051313,376
234.27596046008952,380
234.27596046008952,459
233.09306224864412,388
233.09306224864412,393
232.9852397175216,449
232.9852397175216,365
231.01022896522213,322
231.01022896522213,358
232.24728867100532,372
232.24728867100532,386
232.198533407388,349
232.198533407388,363
231.8674192541679,343
231.8674192541679,369
229.49412441659695,332
229.49412441659695,336
230.0225711845401,446
230.0225711845401,321
230.5868699392535,341
230.5868699392535,463
233.7274430882229,482
233.7274430882229,450
236.8153915733031,446
236.8153915733031,352
234.0618802199525,434
234.0618802199525,429
232.29838461026068,363
232.29838461026068,366
231.32534626331704,403
231.32534626331704,395
231.4742809859913,378
231.4742809859913,384
230.87141286343592,282
230.87141286343592,369
233.9721413257841,437
233.9721413257841,78
233.67849739245744,328
233.67849739245744,403
230.18262371835053,376
230.18262371835053,356
230.95065496744988,388
230.95065496744988,444
233.1892727884854,443
233.1892727884854,378
231.8247861856184,396
231.8247861856184,336
230.2252195275188,404
230.2252195275188,379
230.377709649855,366
230.377709649855,289
231.1373921900141,399
231.1373921900141,347
231.87413661548152,393
231.87413661548152,383
232.0015708217053,350
232.0015708217053,379
231.25121824524965,405
231.25121824524965,420
231.41090873429272,376
231.41090873429272,358
231.0049228106328,335
231.0049228106328,417
229.2975727281316,355
229.2975727281316,409
231.1424445558216,367
231.1424445558216,374
229.10805479322772,466
229.10805479322772,515
230.77767244840877,382
230.77767244840877,413
233.87585081654296,355
233.87585081654296,334
230.9866745814684,419
230.9866745814684,360
230.95468731971917,390
230.95468731971917,392
231.6361599185346,444
231.6361599185346,500
231.30180490402708,378
231.30180490402708,384
231.40633361815077,405
231.40633361815077,398
232.04963848426857,346
232.04963848426857,364
230.3397149857437,398
230.3397149857437,372
231.07278325822352,365
231.07278325822352,328
230.72235225834916,417
230.72235225834916,456
231.56195343642156,373
231.56195343642156,461
231.06068543760776,346
231.06068543760776,419
229.86229611183592,483
229.86229611183592,396
231.2462424835794,400
231.2462424835794,352
232.05716929960465,369
232.05716929960465,391
229.6378268182521,380
229.6378268182521,400
232.5981267989424,371
232.5981267989424,398
232.7405826244492,434
232.7405826244492,453
233.798627107534,382
233.798627107534,399
232.90506744130383,371
232.90506744130383,312
237.2073903809489,373
237.2073903809489,377
,379
232.21338082398097,416
232.04522584795063,358
232.04522584795063,372
232.72845856041783,408
232.72845856041783,324
233.71598275479735,464
233.71598275479735,423
232.74297329008803,337
232.74297329008803,362
232.35667643374052,452
232.35667643374052,471
232.772078955292,301
232.772078955292,381
234.40263041130683,390
234.40263041130683,347
232.55726518006333,356
232.55726518006333,372
229.52051446930167,387
229.52051446930167,441
232.05771053849705,472
232.05771053849705,460
235.5689368388117,336
235.5689368388117,328
231.6963790545576,368
231.6963790545576,335
232.365743971529,391
232.365743971529,382
233.3619799360156,266
233.3619799360156,401
233.53046567741856,347
233.53046567741856,405
233.58623714434373,326
233.58623714434373,321
231.3210958585649,479
231.3210958585649,426
232.2146356360637,437
232.2146356360637,440
233.50832709569147,374
233.50832709569147,414
233.01072280828905,450
233.01072280828905,464
232.98120047517827,404
232.98120047517827,370
232.9494360590812,421
232.9494360590812,423
232.0928991295913,430
232.0928991295913,394
230.75198865664652,430
230.75198865664652,433
231.0517076805686,456
231.0517076805686,451
230.38662327622836,295
230.38662327622836,439
231.9023844545655,426
231.9023844545655,400
231.44553274504133,433
231.44553274504133,421
232.63881335346943,314
232.63881335346943,349
232.02276747819943,373
232.02276747819943,413
231.90406356745152,451
231.90406356745152,376
230.82821950333891,441
230.82821950333891,415
230.3112976568537,389
230.3112976568537,302
232.2821169641653,412
232.2821169641653,324
233.2039369471793,372
233.2039369471793,347
232.89445108530472,384
232.89445108530472,416
232.56402920112717,440
232.56402920112717,375
232.52704549386775,325
232.52704549386775,366
234.875451629094,455
234.875451629094,400
233.4377341222233,445
233.4377341222233,350
233.1261773692383,326
233.1261773692383,433
233.7158356088597,397
233.7158356088597,428
233.41873822641463,402
233.41873822641463,438
234.4213689535495,376
234.4213689535495,452
231.6704978955767,399
231.6704978955767,444
232.17490888710944,428
232.17490888710944,401
232.3690878275754,449
232.3690878275754,415
233.7209332312727,436
233.7209332312727,392
233.55144974057964,392
233.55144974057964,390
233.43736455979135,455
233.43736455979135,406
231.84408320498505,401
231.84408320498505,483
231.990078721696,366
231.990078721696,381
230.92633744746507,383
230.92633744746507,442
230.68263628119092,457
230.68263628119092,390
231.2486633153048,475
231.2486633153048,460
230.40072539821284,363
230.40072539821284,302
231.6846982919265,378
231.6846982919265,427
231.0824705812985,367
231.0824705812985,368
232.9440422573849,400
232.9440422573849,395
231.39200340021932,499
231.39200340021932,420
231.4002549895529,406
231.4002549895529,368
231.71386673560724,471
231.71386673560724,349
232.2460769989575,357
232.2460769989575,452
231.79175230346925,416
231.79175230346925,370
230.55401295315036,358
230.55401295315036,365
231.41774176152035,405
231.41774176152035,365
231.74210175406952,343
231.74210175406952,327
232.02176686430832,363
232.02176686430832,389
232.42471574386963,403
232.42471574386963,426
234.0695050285236,451
234.0695050285236,399
232.58663290598705,447
232.58663290598705,401
231.06476672116827,426
231.06476672116827,466
232.3776148456553,398
232.3776148456553,359
233.37283810195703,360
233.37283810195703,400
233.2626912363156,454
233.2626912363156,108
236.53676134301497,480
236.53676134301497,386
233.88377629148903,516
233.88377629148903,469
232.80825328820188,418
232.80825328820188,415
232.02044927307708,482
232.02044927307708,377
233.3232683701181,415
233.3232683701181,418
231.94325408514675,439
231.94325408514675,322
,431
233.69369288256368,434
233.5232667256873,422
233.5232667256873,379
232.25729163681325,431
232.25729163681325,410
233.33660212946444,390
233.33660212946444,370
233.01456965919763,440
233.01456965919763,403
232.3365137897799,421
232.3365137897799,436
231.65632249526791,364
231.65632249526791,439
233.1382844048408,407
233.1382844048408,390
234.0868409906052,518
234.0868409906052,449
233.08417610903163,399
233.08417610903163,453
231.66494485503108,391
231.66494485503108,482
230.5165055314268,393
230.5165055314268,425
229.64231270846932,469
229.64231270846932,412
232.60352277418065,506
232.60352277418065,353
232.7467077136822,400
232.7467077136822,386
231.1901483556112,382
231.1901483556112,441
232.7800218404587,390
232.7800218404587,412
232.94911440458927,418
232.94911440458927,368
231.05212859429312,267
231.05212859429312,415
231.21956331969136,374
231.21956331969136,396
233.4177038780541,448
233.4177038780541,374
234.5378919381406,360
234.5378919381406,418
231.4468892840716,441
231.4468892840716,469
233.52581678719272,419
233.52581678719272,436
233.87334367351968,428
233.87334367351968,328
233.7034292693851,423
233.7034292693851,363
235.36988765543896,403
235.36988765543896,338
235.6863048800196,442
235.6863048800196,341
234.398352741248,49
234.398352741248,374
232.55329376417865,399
232.55329376417865,424
230.3924927777528,339
230.3924927777528,439
230.8981608603209,493
230.8981608603209,407
231.50465644911,423
231.50465644911,440
234.47982577403292,420
234.47982577403292,484
231.69497295825389,364
231.69497295825389,396
230.57550084456076,366
230.57550084456076,391
231.652979751946,414
231.652979751946,431
230.26648866967045,460
230.26648866967045,398
230.01632429702235,419
230.01632429702235,445
231.08282157153536,460
231.08282157153536,424
230.93896063385773,321
230.93896063385773,316
232.12696457841045,375
232.12696457841045,449
232.03496763453003,471
232.03496763453003,489
230.1601419451193,388
230.1601419451193,478
232.3625598496478,448
232.3625598496478,356
233.85630354204065,357
233.85630354204065,452
234.2934274490527,422
234.2934274490527,451
234.00940801267885,345
234.00940801267885,361
232.94546725672183,378
232.94546725672183,383
233.9425789701692,422
233.9425789701692,408
232.8263364549323,368
232.8263364549323,388
232.72092976423357,406
232.72092976423357,441
232.6727584278822,355
232.6727584278822,400
230.30243524212332,415
230.30243524212332,398
230.529473058996,350
230.529473058996,427
231.16272011373923,428
231.16272011373923,407
233.41542314739223,348
233.41542314739223,427
235.57668368685017,436
235.57668368685017,427
234.53572959828676,440
234.53572959828676,387
233.0634415914334,378
233.0634415914334,457
232.3256254554109,383
232.3256254554109,386
232.68901114414743,418
232.68901114414743,438
232.04774378379568,454
232.04774378379568,411
232.87951085656243,419
232.87951085656243,393
233.59242015246693,384
233.59242015246693,381
232.97967754241935,364
232.97967754241935,411
232.1297418674885,320
232.1297418674885,442
233.016441251894,468
233.016441251894,376
231.76173021906692,443
231.76173021906692,426
231.99363176587943,405
231.99363176587943,473
230.9178806083659,490
230.9178806083659,410
233.61148342858425,450
233.61148342858425,359
232.7128967499021,368
232.7128967499021,433
230.7508760412625,468
230.7508760412625,348
231.3540086092812,348
231.3540086092812,407
233.21237444525087,431
233.21237444525087,415
232.9777589912068,368
232.9777589912068,467
232.78669440217672,398
232.78669440217672,340
229.44733917036095,414
229.44733917036095,454
232.1278692375044,372
232.1278692375044,497
234.1946654593378,358
234.1946654593378,413
232.64507798707515,386
232.64507798707515,384
231.72279901886364,473
231.72279901886364,459
233.01425113590312,434
233.01425113590312,418
233.87171229894972,407
233.87171229894972,455
234.2274673861824,333
234.2274673861824,459
233.99504071291037,422
233.99504071291037,408
233.6733047712335,384
233.6733047712335,466
233.0275340935464,393
233.0275340935464,431
232.58266257119965,408
232.58266257119965,398
232.63001519568604,387
232.63001519568604,431
231.6378035325941,377
231.6378035325941,454
233.1603132247105,432
,465
230.81693483354,424
230.81693483354,464
231.601426722692,508
231.601426722692,462
233.59951418716307,416
233.59951418716307,391
231.7913781611111,420
231.7913781611111,477
233.0821726037107,367
233.0821726037107,453
233.3979510179153,427
233.3979510179153,468
232.5924043593506,485
232.5924043593506,393
233.01178850251424,403
233.01178850251424,388
233.9803456835459,426
233.9803456835459,403
234.77548823356597,474
234.77548823356597,359
233.8659675545325,401
233.8659675545325,387
234.7619915871318,366
234.7619915871318,392
234.09055018477304,422
234.09055018477304,392
233.8650504006812,318
233.8650504006812,427
,378
232.4407168580129,384
233.1689151247505,425
233.1689151247505,487
232.24621671372415,414
232.24621671372415,359
232.09813032481773,393
232.09813032481773,329
233.71896742938944,447
233.71896742938944,392
231.93376697109747,414
231.93376697109747,441
230.8055415884044,482
230.8055415884044,534
231.47570825424495,420
231.47570825424495,446
232.48683423397225,462
232.48683423397225,507
231.04698122222413,442
231.04698122222413,322
232.2418687154358,410
232.2418687154358,369
233.1307005028684,519
233.1307005028684,364
233.0446933693077,420
233.0446933693077,453
233.44168990506572,427
233.44168990506572,458
233.8999804537717,458
233.8999804537717,390
235.25480823745443,429
235.25480823745443,494
235.97054056519883,444
235.97054056519883,455
233.6710084548112,407
233.6710084548112,423
235.3507503110829,449
235.3507503110829,402
235.88711686709885,445
235.88711686709885,448
235.41771820250025,436
235.41771820250025,419
235.00609875421125,446
235.00609875421125,413
235.163535446403,431
235.163535446403,419
234.5918814029825,445
234.5918814029825,428
233.81091405110044,452
233.81091405110044,469
233.88158502047264,406
233.88158502047264,407
236.5799534007941,414
236.5799534007941,362
234.2708197622504,440
234.2708197622504,360
234.354227386862,411
234.354227386862,366
232.75944665773903,414
232.75944665773903,400
233.9921114953156,413
233.9921114953156,349
235.3458517365895,471
235.3458517365895,410
232.38658386758812,462
232.38658386758812,411
235.0928842274856,348
235.0928842274856,422
233.26094432511525,406
233.26094432511525,435
234.0237141075725,366
234.0237141075725,454
234.39018731882044,403
234.39018731882044,453
232.32673136933883,483
232.32673136933883,470
233.5353960124758,395
233.5353960124758,451
233.27928101992632,416
233.27928101992632,416
232.22207587649635,431
232.22207587649635,424
233.71504890188208,34
233.71504890188208,474
233.8007103945953,359
233.8007103945953,456
234.4158435089536,440
234.4158435089536,416
232.46648505660957,389
232.46648505660957,446
230.8723544415532,414
230.8723544415532,384
232.14916286333596,429
232.14916286333596,414
231.87140248987183,418
231.87140248987183,441
231.12534743915535,79
231.12534743915535,346
232.5517473873056,409
232.5517473873056,396
231.23380560408933,447
231.23380560408933,361
233.68177042281172,422
233.68177042281172,483
234.0915024521452,377
234.0915024521452,401
232.16615337370789,355
232.16615337370789,414
232.4765022991996,436
232.4765022991996,361
232.74419031388507,380
,350
233.05667513997517,433
233.05667513997517,461
232.28042491551207,490
232.28042491551207,401
231.80125122278213,384
231.80125122278213,389
233.86968858164283,459
233.86968858164283,384
233.5224196101417,405
233.5224196101417,437
235.01309471276053,563
235.01309471276053,409
236.4696327486202,396
,409
236.77595068784137,461
236.77595068784137,392
234.68755850249224,475
234.68755850249224,359
232.3073596702137,365
232.3073596702137,460
235.21287331390215,395
235.21287331390215,438
233.4190621114246,440
233.4190621114246,392
233.3800933295087,445
233.3800933295087,380
232.51896660841317,390
232.51896660841317,466
235.17626235426027,410
235.17626235426027,469
234.21414781953305,392
234.21414781953305,401
231.91680852656103,441
,363
232.90895913261636,416
232.90895913261636,424
231.8778863719737,461
231.8778863719737,498
232.98056846994905,476
232.98056846994905,461
235.8835113605192,455
235.8835113605192,423
234.4387569913126,405
234.4387569913126,392
234.187483948775,426
234.187483948775,415
232.74572924852504,399
232.74572924852504,391
234.8465855314932,474
234.8465855314932,445
235.26735104681168,391
235.26735104681168,394
233.6088955721639,396
233.6088955721639,466
233.8941939417988,347
233.8941939417988,392
234.38790683507284,466
234.38790683507284,439
233.74256914085328,448
233.74256914085328,361
233.9266229511288,405
233.9266229511288,479
236.0892668304081,406
236.0892668304081,367
234.37918756701592,385
234.37918756701592,406
233.90173236828335,496
233.90173236828335,442
233.96313460898344,403
233.96313460898344,424
234.74934684731613,441
234.74934684731613,440
234.6077929311265,411
234.6077929311265,422
234.82609486331856,394
234.82609486331856,481
234.9597384477886,386
234.9597384477886,423
236.77456950003983,384
236.77456950003983,479
235.95095822400265,447
235.95095822400265,415
233.8142554979441,396
233.8142554979441,429
233.7797463646656,491
233.7797463646656,497
234.15942939720523,459
234.15942939720523,397
233.17873567914745,399
233.17873567914745,439
234.33789783272877,486
234.33789783272877,438
234.7898274847973,457
234.7898274847973,404
234.0001740503358,399
234.0001740503358,392
235.62438994975597,435
235.62438994975597,445
234.26977655384124,439
234.26977655384124,495
234.5686919714414,426
234.5686919714414,426
234.9174887428106,341
234.9174887428106,365
233.1712708507885,452
233.1712708507885,413
233.7541960699316,410
233.7541960699316,393
232.99058018268963,384
232.99058018268963,403
233.81114339723365,462
233.81114339723365,471
233.35686298602656,415
233.35686298602656,434
234.9954649437046,487
234.9954649437046,429
234.83978855013157,401
234.83978855013157,426
235.2181806493249,431
235.2181806493249,398
233.63949053792004,421
233.63949053792004,420
231.8098837858305,377
231.8098837858305,385
232.4858726334309,385
232.4858726334309,397
233.3012279601416,439
233.3012279601416,496
235.0367962000217,420
235.0367962000217,398
235.48188413534564,405
235.48188413534564,354
233.87773482906013,397
233.87773482906013,463
233.7431172219772,376
233.7431172219772,429
233.71084671407945,379
233.71084671407945,421
233.7514159841573,426
233.7514159841573,434
234.60498277249712,418
234.60498277249712,447
233.7727950282295,481
233.7727950282295,426
232.92685357726683,442
232.92685357726683,468
234.0572932107058,382
234.0572932107058,384
233.3867971892357,493
233.3867971892357,407
232.19648181474827,433
232.19648181474827,427
235.03865653538784,473
235.03865653538784,429
233.3107840532643,417
233.3107840532643,406
233.52870649718463,455
233.52870649718463,408
233.37790126465924,395
233.37790126465924,50
235.3406775743248,398
235.3406775743248,406
233.15537779755047,516
233.15537779755047,494
235.37815676171692,424
235.37815676171692,451
235.7923531111366,488
235.7923531111366,464
234.0733619791768,449
234.0733619791768,524
232.81100749982767,442
232.81100749982767,472
232.92053559935252,408
232.92053559935252,363
233.559640510631,468
233.559640510631,381
233.18958618145305,429
233.18958618145305,403
234.15315472719624,422
234.15315472719624,441
234.7692011648648,370
234.7692011648648,408
233.10722361187385,402
233.10722361187385,442
234.87504102092325,425
234.87504102092325,456
236.51452926812064,459
236.51452926812064,450
234.83650812142332,507
234.83650812142332,411
234.642139429303,428
234.642139429303,515
232.0991527241812,470
232.0991527241812,412
233.3949003717134,486
233.3949003717134,489
231.95493971954537,359
231.95493971954537,459
234.06019145453917,489
234.06019145453917,432
236.1467800553013,417
236.1467800553013,435
235.44224397907809,453
235.44224397907809,393
234.5199771562432,412
234.5199771562432,464
232.2448087241326,444
232.2448087241326,405
231.80945041926304,458
231.80945041926304,386
231.53424558253428,417
231.53424558253428,373
234.4267415129748,353
234.4267415129748,540
235.1892985168479,395
235.1892985168479,381
233.754906307997,442
233.754906307997,441
236.7129930297779,431
236.7129930297779,494
233.81968087736783,451
233.81968087736783,469
234.08626254413164,368
234.08626254413164,130
231.950958077164,485
231.950958077164,420
232.43666789896747,412
232.43666789896747,424
233.62558926105203,402
233.62558926105203,442
234.93540062449287,513
234.93540062449287,474
234.3756201067948,454
234.3756201067948,399
233.5725871517307,407
233.5725871517307,428
233.2336321925437,450
233.2336321925437,332
235.47707818470985,337
235.47707818470985,377
236.50265324592243,453
236.50265324592243,381
236.62538203141884,414
236.62538203141884,388
235.83019237957103,410
235.83019237957103,423
239.137600021238,449
239.137600021238,461
237.87425271332648,475
237.87425271332648,416
,392
236.5957937116783,465
235.2436924092749,486
235.2436924092749,437
233.07056545646876,434
233.07056545646876,497
232.9409892577332,389
232.9409892577332,421
232.7917847422787,509
232.7917847422787,464
233.39294197420423,407
233.39294197420423,457
234.94055841136787,447
234.94055841136787,436
234.6549360638132,439
234.6549360638132,449
234.00574349491396,363
234.00574349491396,398
233.30725942528696,478
233.30725942528696,326
233.1415618825135,449
233.1415618825135,408
234.9374943395393,356
234.9374943395393,486
233.73584971029132,467
233.73584971029132,352
235.6432301425552,382
235.6432301425552,437
234.9807165265273,489
234.9807165265273,412
235.8564036659464,375
235.8564036659464,425
237.2654056035586,454
237.2654056035586,416
235.54906779012785,445
235.54906779012785,380
236.38236945945383,397
236.38236945945383,438
236.0744811527889,418
236.0744811527889,427
233.82829570511504,427
233.82829570511504,461
234.30797037514589,529
234.30797037514589,497
232.13549953991435,420
232.13549953991435,485
232.8200041866392,498
232.8200041866392,356
235.24837037248147,442
235.24837037248147,445
234.42167705496144,455
234.42167705496144,464
233.5079172558498,406
233.5079172558498,411
232.69089682633464,486
232.69089682633464,408
232.32854711552704,365
232.32854711552704,377
,428
231.085250645008,471
231.45273350177524,450
231.45273350177524,432
232.91039573482809,462
232.91039573482809,443
231.43172084694956,60
231.43172084694956,441
230.61735620632552,376
230.61735620632552,442
234.87705102010216,413
234.87705102010216,424
233.17616607699068,416
233.17616607699068,426
234.10164287291707,451
234.10164287291707,400
233.94683524599265,453
233.94683524599265,369
233.05603635100377,405
233.05603635100377,439
232.3741666160172,381
232.3741666160172,425
233.12069540866997,443
233.12069540866997,467
231.59920250467445,458
231.59920250467445,465
232.89373259890368,400
232.89373259890368,438
234.84370519532703,430
234.84370519532703,387
233.90602886732063,435
233.90602886732063,450
234.65261900789616,436
234.65261900789616,427
233.6747604351412,415
233.6747604351412,353
231.6514820949674,401
231.6514820949674,437
231.76902735918628,336
,455
232.2420868505666,418
232.2420868505666,466
233.0463367445145,509
233.0463367445145,486
233.78679808266608,434
233.78679808266608,482
235.82181876626836,477
235.82181876626836,372
236.8253857289224,442
236.8253857289224,512
236.05721683666823,407
236.05721683666823,453
236.77387626359416,412
236.77387626359416,483
236.14040403140504,402
236.14040403140504,452
231.85470813572303,376
231.85470813572303,458
232.8497722753972,464
232.8497722753972,448
234.9963194200665,344
234.9963194200665,464
233.6380787420609,458
233.6380787420609,446
234.31539139441216,335
234.31539139441216,431
234.49059098611545,474
234.49059098611545,423
235.95621966757875,521
235.95621966757875,456
235.9532142351955,446
235.9532142351955,385
233.48184673356025,398
233.48184673356025,384
232.7483207960069,419
232.7483207960069,405
233.4974521581489,393
233.4974521581489,433
232.90339871782507,425
232.90339871782507,420
231.4568077611978,402
231.4568077611978,426
232.7275462046825,447
232.7275462046825,346
233.51484533541975,420
233.51484533541975,407
232.9102403787719,479
232.9102403787719,417
234.4001714298601,435
234.4001714298601,421
232.6416437301691,507
232.6416437301691,472
233.84483758084303,512
233.84483758084303,406
233.80300744695472,397
233.80300744695472,429
231.73901013561357,442
231.73901013561357,481
234.33320835932705,409
234.33320835932705,458
234.24085981529385,386
234.24085981529385,412
232.1801592260723,414
232.1801592260723,404
