Pressure_kPa,RUL_seconds
408.03796392667823,484
396.5620171423369,364
396.5620171423369,396
379.4720289616289,366
379.4720289616289,391
384.6831781199612,414
384.6831781199612,431
376.1362134236642,460
376.1362134236642,398
379.9156548867624,419
379.9156548867624,445
405.9683690251336,460
405.9683690251336,424
368.0966724940207,321
368.0966724940207,316
378.5556699351175,375
378.5556699351175,449
382.5899289056375,471
382.5899289056375,489
380.1723381140123,388
380.1723381140123,478
376.7482462333262,448
376.7482462333262,356
392.2783678342585,357
392.2783678342585,452
380.7891882365178,422
380.7891882365178,451
340.75928152328845,345
340.75928152328845,361
341.56245084388365,378
341.56245084388365,383
360.0040551828481,422
360.0040551828481,408
387.4973996473897,368
387.4973996473897,388
396.0199619079668,406
396.0199619079668,441
359.6312385896025,355
359.6312385896025,400
382.16417425977744,415
382.16417425977744,398
386.7828418401818,350
386.7828418401818,427
379.60404011841473,428
379.60404011841473,407
376.3228068852024,348
376.3228068852024,427
391.16480051348185,436
391.16480051348185,427
394.2134994608701,440
394.2134994608701,387
376.2505467274275,378
376.2505467274275,457
366.13599267763016,383
366.13599267763016,386
379.11403829951627,418
379.11403829951627,438
411.77381827391696,454
411.77381827391696,411
416.1135632286248,419
416.1135632286248,393
411.4861627822165,384
411.4861627822165,381
384.29017749080367,364
384.29017749080367,411
374.5247413427744,320
374.5247413427744,442
391.8220707160024,468
391.8220707160024,376
402.5941342935741,443
402.5941342935741,426
383.8913450552783,405
383.8913450552783,473
384.1964876580631,490
384.1964876580631,410
374.3367459476118,450
374.3367459476118,359
373.32356882586055,368
373.32356882586055,433
396.64366216612063,468
396.64366216612063,348
389.0110238307056,348
389.0110238307056,407
375.5446920233811,431
375.5446920233811,415
360.5223143837624,368
360.5223143837624,467
373.1239492992149,398
373.1239492992149,340
377.0244782010944,414
377.0244782010944,454
405.3343714930236,372
405.3343714930236,497
385.0692881518743,358
385.0692881518743,413
373.4043429366597,386
373.4043429366597,384
391.3797579283919,473
391.3797579283919,459
394.2788217748575,434
394.2788217748575,418
392.4120788515613,407
392.4120788515613,455
394.0248239146068,333
394.0248239146068,459
385.52806911051584,422
385.52806911051584,408
389.393303317707,384
389.393303317707,466
401.673924699345,393
401.673924699345,431
379.58162081414855,408
379.58162081414855,398
398.71170466808337,387
398.71170466808337,431
411.03350304112695,377
411.03350304112695,454
393.4154071326909,432
393.4154071326909,465
435.8970815248543,424
435.8970815248543,464
442.0285151461357,508
442.0285151461357,462
391.2846926074014,416
391.2846926074014,391
406.7984860468284,420
406.7984860468284,477
410.5835924955444,367
410.5835924955444,453
385.0007005033044,427
385.0007005033044,468
396.2094227928113,485
396.2094227928113,393
387.072876573402,403
387.072876573402,388
403.0408859062727,426
403.0408859062727,403
383.0609125131045,474
383.0609125131045,359
372.8353525575835,401
372.8353525575835,387
410.9262276176759,366
410.9262276176759,392
402.2770748662349,422
402.2770748662349,392
409.0511953979321,318
409.0511953979321,427
415.6615683022903,378
415.6615683022903,384
402.20686914272505,425
402.20686914272505,487
391.2362010934889,414
391.2362010934889,359
399.7225944608249,393
399.7225944608249,329
423.1680959095374,447
423.1680959095374,392
410.48028476857536,414
410.48028476857536,441
408.2250085403102,482
408.2250085403102,534
397.9781717033415,420
397.9781717033415,446
400.8505417103052,462
400.8505417103052,507
389.6458155876641,442
389.6458155876641,322
397.1002432852985,410
397.1002432852985,369
410.1952347829388,519
410.1952347829388,364
423.5277497480732,420
423.5277497480732,453
422.8119065220425,427
422.8119065220425,458
415.2828989854287,458
415.2828989854287,390
434.3095835266474,429
434.3095835266474,494
413.30244630637856,444
413.30244630637856,455
401.1012683237546,407
401.1012683237546,423
370.2747548076441,449
370.2747548076441,402
387.2053457029193,445
387.2053457029193,448
400.9489482946954,436
400.9489482946954,419
414.5390334991996,446
414.5390334991996,413
402.9318778479596,431
402.9318778479596,419
433.7061009125438,445
433.7061009125438,428
427.5522655497117,452
427.5522655497117,469
395.256825409609,406
395.256825409609,407
401.0327375533548,414
401.0327375533548,362
397.8424727056112,440
397.8424727056112,360
416.5421321098836,411
416.5421321098836,366
406.5918438288745,414
406.5918438288745,400
388.4453618973818,413
388.4453618973818,349
396.6701723853702,471
396.6701723853702,410
387.9291107127914,462
387.9291107127914,411
365.4548666092331,348
365.4548666092331,422
367.8574006160103,406
367.8574006160103,435
384.03657085985054,366
384.03657085985054,454
381.7032607090318,403
381.7032607090318,453
408.3106451927012,483
408.3106451927012,470
382.2629075560193,395
382.2629075560193,451
377.4903794412855,416
377.4903794412855,416
371.7336636062491,431
371.7336636062491,424
,34
386.38768442535866,474
411.9826829113304,359
411.9826829113304,456
404.3639391608452,440
404.3639391608452,416
397.3637208674757,389
397.3637208674757,446
415.63906394988567,414
415.63906394988567,384
440.75157885098906,429
440.75157885098906,414
424.5520583056727,418
424.5520583056727,441
,79
381.5312880582086,346
370.2201212911547,409
370.2201212911547,396
391.655916583103,447
391.655916583103,361
399.86502788921393,422
399.86502788921393,483
366.3627974493753,377
366.3627974493753,401
389.38381482163743,355
389.38381482163743,414
402.8202272225635,436
402.8202272225635,361
379.7782772956268,380
379.7782772956268,350
413.00946744012566,433
413.00946744012566,461
407.737089509867,490
407.737089509867,401
410.9312936268768,384
410.9312936268768,389
395.98160359164046,459
395.98160359164046,384
422.3981670325604,405
422.3981670325604,437
445.297520521593,563
445.297520521593,409
424.4470374879467,396
424.4470374879467,409
434.0160914166067,461
434.0160914166067,392
399.4168574426476,475
399.4168574426476,359
399.72921111165965,365
399.72921111165965,460
385.0356473610392,395
385.0356473610392,438
389.2453195370892,440
389.2453195370892,392
380.20407015230296,445
380.20407015230296,380
385.0635979728181,390
385.0635979728181,466
401.8320249371216,410
401.8320249371216,469
375.8074443230607,392
375.8074443230607,401
368.5735152717805,441
368.5735152717805,363
377.6954483695026,416
377.6954483695026,424
397.6038594999357,461
397.6038594999357,498
424.6586615878698,476
424.6586615878698,461
406.2166545898317,455
406.2166545898317,423
401.8332097400505,405
401.8332097400505,392
393.5750628734432,426
393.5750628734432,415
387.3350909867453,399
387.3350909867453,391
395.442018778672,474
395.442018778672,445
390.3063289856269,391
390.3063289856269,394
406.7045520695153,396
406.7045520695153,466
400.0167166350553,347
400.0167166350553,392
408.9320339511839,466
408.9320339511839,439
420.44001616405546,448
420.44001616405546,361
421.2179802051845,405
421.2179802051845,479
399.3244521233033,406
399.3244521233033,367
406.2542851122999,385
406.2542851122999,406
413.6688764310191,496
413.6688764310191,442
403.8728956391412,403
403.8728956391412,424
424.2915622753815,441
424.2915622753815,440
409.9698480068448,411
409.9698480068448,422
397.2543310476669,394
397.2543310476669,481
389.4566852942564,386
389.4566852942564,423
399.1556367668236,384
399.1556367668236,479
410.6835848738447,447
410.6835848738447,415
402.5279705358007,396
402.5279705358007,429
417.15290003758594,491
417.15290003758594,497
438.1052995719016,459
438.1052995719016,397
407.206738544302,399
407.206738544302,439
414.3377147660218,486
414.3377147660218,438
428.88808183325625,457
428.88808183325625,404
406.6319300023515,399
406.6319300023515,392
385.25872484036216,435
385.25872484036216,445
402.0999790555286,439
402.0999790555286,495
407.8238607882169,426
407.8238607882169,426
394.5211691421146,341
394.5211691421146,365
405.9160044935247,452
405.9160044935247,413
408.8919049830224,410
408.8919049830224,393
402.729445605192,384
402.729445605192,403
410.9969364996747,462
410.9969364996747,471
402.1115274198881,415
402.1115274198881,434
410.3941283521609,487
410.3941283521609,429
368.4368631277959,401
368.4368631277959,426
378.3018502548345,431
378.3018502548345,398
390.9912643047303,421
390.9912643047303,420
379.23611829354064,377
379.23611829354064,385
386.7495500469056,385
386.7495500469056,397
385.17009247417246,439
385.17009247417246,496
394.2069469833838,420
394.2069469833838,398
378.5451977136151,405
378.5451977136151,354
370.5456473219008,397
370.5456473219008,463
369.46079233433073,376
369.46079233433073,429
370.6545584665498,379
370.6545584665498,421
369.2962889699516,426
369.2962889699516,434
384.4844334576526,418
384.4844334576526,447
421.4194329627607,481
421.4194329627607,426
424.7155855569934,442
424.7155855569934,468
389.4303878538392,382
389.4303878538392,384
414.8451688426549,493
414.8451688426549,407
418.6421687724747,433
418.6421687724747,427
408.8829197793541,473
408.8829197793541,429
389.06210920706286,417
389.06210920706286,406
420.0929822238671,455
420.0929822238671,408
396.8849482700621,395
,50
394.8723625165037,398
394.8723625165037,406
424.0948511924847,516
424.0948511924847,494
418.3255831242244,424
418.3255831242244,451
421.6097781100911,488
421.6097781100911,464
412.39004248720295,449
412.39004248720295,524
405.4916786381903,442
405.4916786381903,472
406.3163820542127,408
406.3163820542127,363
424.94293278730896,468
424.94293278730896,381
414.7963836103267,429
414.7963836103267,403
419.1170812176567,422
419.1170812176567,441
392.1641680748752,370
392.1641680748752,408
405.8563709242934,402
405.8563709242934,442
410.2646446484239,425
410.2646446484239,456
409.03768318374136,459
409.03768318374136,450
424.5195494669434,507
424.5195494669434,411
436.91891139294944,428
436.91891139294944,515
436.41918081463626,470
436.41918081463626,412
422.7739723606135,486
422.7739723606135,489
417.1796772143047,359
417.1796772143047,459
414.3695311868924,489
414.3695311868924,432
423.5293650660164,417
423.5293650660164,435
399.0890428374261,453
399.0890428374261,393
377.5685138696704,412
377.5685138696704,464
408.11233699307945,444
408.11233699307945,405
383.8245713132415,458
383.8245713132415,386
363.3100308599753,417
363.3100308599753,373
406.3008088288425,353
406.3008088288425,540
396.4409489837996,395
396.4409489837996,381
375.168324889199,442
375.168324889199,441
406.4191437022272,431
406.4191437022272,494
404.7415722730074,451
404.7415722730074,469
399.95905067793655,368
,130
399.5107662451496,485
399.5107662451496,420
401.82841578746223,412
401.82841578746223,424
408.7479657678263,402
408.7479657678263,442
398.53280590004255,513
398.53280590004255,474
405.0330386218554,454
405.0330386218554,399
405.08174853660654,407
405.08174853660654,428
369.1133300661934,450
369.1133300661934,332
365.41836356400927,337
365.41836356400927,377
370.0793573490926,453
370.0793573490926,381
384.37591842581145,414
384.37591842581145,388
401.27033299657154,410
401.27033299657154,423
430.88086225297496,449
430.88086225297496,461
399.8085711226244,475
399.8085711226244,416
406.7913855642034,392
406.7913855642034,465
414.1230992365309,486
414.1230992365309,437
425.1147907530601,434
425.1147907530601,497
412.3543474522214,389
412.3543474522214,421
413.9799719970764,509
413.9799719970764,464
413.6766993335643,407
413.6766993335643,457
419.400377095196,447
419.400377095196,436
421.2568037997111,439
421.2568037997111,449
369.3667653025012,363
369.3667653025012,398
383.63587853437286,478
383.63587853437286,326
399.0604478837811,449
399.0604478837811,408
378.113375985132,356
378.113375985132,486
414.0923192832779,467
414.0923192832779,352
404.3227435462481,382
404.3227435462481,437
422.2373194062952,489
422.2373194062952,412
398.07644436606586,375
398.07644436606586,425
400.6449280582918,454
400.6449280582918,416
404.54963713381534,445
404.54963713381534,380
397.849654323844,397
397.849654323844,438
390.1447335889752,418
390.1447335889752,427
405.3466391190445,427
405.3466391190445,461
410.0193070404815,529
410.0193070404815,497
403.6291802967839,420
403.6291802967839,485
421.09964700494606,498
421.09964700494606,356
421.1675975375605,442
421.1675975375605,445
408.6940313975644,455
408.6940313975644,464
385.85116756614417,406
385.85116756614417,411
411.50804971643305,486
411.50804971643305,408
410.5475157545662,365
410.5475157545662,377
395.54538481870935,428
395.54538481870935,471
375.9901527973121,450
375.9901527973121,432
415.9294774990578,462
415.9294774990578,443
,60
414.5430997340064,441
398.9278760582579,376
398.9278760582579,442
399.45744006907296,413
399.45744006907296,424
375.2089708794812,416
375.2089708794812,426
406.2481964511903,451
406.2481964511903,400
409.95634950604654,453
409.95634950604654,369
421.4777691008763,405
421.4777691008763,439
388.68295897542623,381
388.68295897542623,425
403.3955962685935,443
403.3955962685935,467
400.1691811777296,458
400.1691811777296,465
412.36559509097685,400
412.36559509097685,438
411.6917798888692,430
411.6917798888692,387
405.10676866404754,435
405.10676866404754,450
393.9472389107666,436
393.9472389107666,427
393.656901837806,415
393.656901837806,353
380.68792692416446,401
380.68792692416446,437
392.1948505648129,336
392.1948505648129,455
429.7691247576139,418
429.7691247576139,466
432.3284015392806,509
432.3284015392806,486
434.9785653407001,434
434.9785653407001,482
426.9668226990872,477
426.9668226990872,372
427.692150991872,442
427.692150991872,512
417.6839082386842,407
417.6839082386842,453
398.09614861592433,412
398.09614861592433,483
390.377513985916,402
390.377513985916,452
416.12363294271375,376
416.12363294271375,458
403.5922320056044,464
403.5922320056044,448
405.6965132120649,344
405.6965132120649,464
419.8930219704285,458
419.8930219704285,446
408.5168316173791,335
408.5168316173791,431
415.891356342332,474
415.891356342332,423
396.99276531316303,521
396.99276531316303,456
398.1599068212502,446
398.1599068212502,385
395.5639122891166,398
395.5639122891166,384
412.23063149086624,419
412.23063149086624,405
419.2231328650818,393
419.2231328650818,433
422.1139680756818,425
422.1139680756818,420
415.158375304463,402
415.158375304463,426
419.95610287797206,447
419.95610287797206,346
405.2771732261747,420
405.2771732261747,407
401.30741259440055,479
401.30741259440055,417
416.1022887084864,435
416.1022887084864,421
411.34067930900176,507
411.34067930900176,472
398.0672983627473,512
398.0672983627473,406
404.0990288385636,397
404.0990288385636,429
428.3144466337419,442
428.3144466337419,481
415.5192622797587,409
415.5192622797587,458
413.2135481258873,386
