Power_kW,RUL_seconds
55.32382006133405,361
53.22189299092704,389
49.88378155219539,371
46.0727061111384,321
49.03176325866711,413
49.91785338721847,333
48.528300681336304,378
51.41126816969884,406
49.172239200087496,399
50.32524548570255,339
51.18538262563639,384
51.863008518879575,389
53.60406895076113,354
47.55785795569699,318
45.25608838830584,374
47.32164889435572,386
51.30186390420812,325
51.21858796789308,362
43.55557611444784,351
45.764497803333256,349
48.554699635609865,356
48.636980112635165,330
50.52323557384855,421
57.18478443525258,322
48.22187035333933,442
46.7905051288942,347
46.58679893364345,395
47.78292778289641,423
49.77525791072241,323
51.98881841118666,445
50.80572060672295,366
52.74448516969069,443
50.38186735543447,450
45.27781694719644,375
54.10368191852508,361
58.44832216381267,368
56.3418627822088,364
54.88341503698429,349
50.8286014128571,404
47.97443711941376,396
48.96166027874193,412
50.8318747305694,378
48.28020696439268,332
49.17207812131899,389
50.6634739365112,335
51.37641802703994,319
55.68836339399606,432
53.01070714185367,339
56.127655023762834,386
57.39099818055431,351
59.46736425284789,373
57.5540923693123,92
53.98115318189843,361
46.29105119597597,369
43.4240736195964,312
46.68493895654554,371
51.1299219609762,306
53.163143031331295,353
49.838642352037255,400
47.02342175667499,373
54.36485459740172,429
52.030449901221445,308
49.01409542576431,417
44.99960753904185,357
50.43484609745259,413
54.32597005790517,368
56.07938636375661,384
59.56170407401579,315
52.18761786305452,409
55.65476222638618,386
57.98705938789568,430
56.46733283367053,349
56.11671887550848,422
54.89905847188581,304
56.33204045896019,334
52.77513046606244,405
49.87751874896296,472
53.1418735129963,423
49.132683521395776,394
48.38540397839747,378
50.7352199973223,337
50.57600009391162,310
46.9023278941497,364
47.30596643369644,354
49.30279990772471,310
47.87777966678824,368
46.14288391464298,411
46.64831779911695,350
44.62877755092266,373
50.40359685777295,353
48.840339778614805,366
53.6066520527917,406
49.36938883678315,339
,429
46.03177447025374,350
54.0941925884326,423
56.37197944769537,385
58.25391173780167,355
59.11895803681104,436
54.27599874052788,435
50.95910530917757,306
53.22488732340579,386
46.845946668621366,342
49.71455917711604,420
54.412592059231024,362
54.53874847774307,346
50.80583946543287,324
49.369548173513,357
51.95086819091343,400
52.61075788222932,466
46.91275328157911,428
51.71741898495397,357
49.20666144701438,415
54.687420305579806,349
47.38400617751396,342
52.34655655720783,349
50.98864452308391,412
53.70475794465503,375
57.09976486763135,473
54.81066640411709,378
53.66742446240264,344
51.1340539320974,412
55.78351030726159,458
51.972387161885024,469
56.1825679612012,408
56.04275416536893,400
54.69272527884867,423
49.25175318269419,328
50.93911033745642,407
50.80662382527685,350
55.311948313487314,428
51.97707164044439,371
53.07645414698701,371
54.27430363854919,348
56.75164471603659,328
58.08749907089613,410
57.19303503156296,393
49.4680761234445,392
,336
53.19864040546828,410
54.85276335184264,285
56.03317519686941,352
54.51408821090039,339
50.45901668863577,357
54.49477671063403,333
53.18720495534868,398
51.10857058845002,399
50.92067826839441,372
51.8616272853696,418
55.326502458875694,321
53.11054370064987,384
52.72860314600772,358
55.101592272031006,429
55.66034432375496,367
50.53065695696328,441
56.00998586271574,396
56.373143160910594,332
58.89078266070412,384
54.482629936791575,421
54.39155858345878,345
52.421097209636535,443
52.7100914057755,386
51.16339372002725,339
49.83721345463491,366
51.81049537523533,369
57.452214504644544,371
54.12273881589907,411
56.40751352361188,422
56.549559193245166,463
54.89712044817428,325
53.293515019470334,295
56.2182451088418,398
56.171028505633245,419
59.0712482232293,411
52.80437917048459,366
52.996655174044925,429
50.16043152216658,410
49.16012596119455,265
49.04294974565105,381
48.462850424205065,436
46.56722331332921,369
51.781595163206006,389
48.87341606634195,411
55.8401465606914,426
52.38085174955931,379
49.10733743794378,331
54.9171088320295,384
55.85599161257252,339
51.057687930802736,376
49.3250445502188,373
56.288410376245885,344
51.31914251269447,335
51.28357341245036,409
51.41913144290551,326
55.97971353048072,411
58.16756919567538,420
56.21274373729121,380
51.787347247566174,329
52.36755312512553,396
54.97938156730868,100
52.14637783311797,337
56.70077830354539,424
54.843449459437,424
57.0773733388957,433
56.545163851418415,465
55.48898779499541,467
54.92645435351185,401
53.299823216668095,431
53.54149637916032,420
59.46734628241035,380
60.61816689008386,399
56.18975096441783,426
52.8488539988999,404
49.09709538146279,404
54.58023026397317,401
47.36835364035614,396
51.51111014095339,455
50.89973475387954,380
52.150919771568375,380
52.280694707423294,419
56.44180715552271,408
55.4523046212794,460
56.931620790682445,385
57.92463091152739,404
54.356990152838,410
58.33002800150247,433
55.031344996592985,392
56.64374916036878,464
58.46828531564972,368
58.06370900715127,468
56.973977065956944,417
56.65297215429831,362
57.3881749003885,399
54.46997527012627,346
54.52644010513385,360
58.32400632464901,376
53.446342570850746,430
51.6440076695004,425
55.98207168956848,391
52.29528047859379,438
57.429772971594005,345
55.86109345683264,354
55.40422625025186,334
54.6444126433949,453
57.76169183821696,486
52.49034731937359,394
,318
52.646226483305135,387
54.92359812092144,403
52.81802970762234,404
54.60494146781853,445
56.36575695234809,418
58.32285444071433,340
52.60345373353548,374
50.42039932317144,354
51.00044678369984,356
54.48329739253027,315
53.974587491734766,326
56.45465375779637,397
58.5145025886267,399
51.70955230914052,378
53.28152726215028,402
52.77346469151457,365
46.20782583318042,325
51.40212697092006,430
56.866241193754426,376
54.61448384633296,380
52.37993598435122,459
56.37409954447445,388
55.47218188797247,393
55.85668145952793,449
55.71405196989899,365
59.68050468311503,322
52.35315107779156,358
57.49405088514365,372
56.55502027528944,386
60.3784270585127,349
57.83446882385737,363
,343
58.3846256302498,369
55.79138590403481,332
55.67389824092283,336
56.90049467948526,446
56.97611487289743,321
55.62441436515076,341
48.74892224167152,463
51.19847967024732,482
53.35156314977641,450
51.40089185244953,446
47.4936875377618,352
52.398880360104286,434
53.260114527056494,429
54.42171361054724,363
56.27674290039322,366
54.546547738923984,403
53.44237429024792,395
54.01612535802587,378
52.78716288461066,384
52.83217874493346,282
52.61802538690311,369
53.69791907999913,437
59.09696033321618,78
51.39880869796756,328
51.53348117055632,403
58.05725093430657,376
58.217941919534056,356
58.314864286414746,388
52.48127037734832,444
52.33058334242664,443
54.9213509490658,378
52.953193566315406,396
49.51058807345756,336
54.950869130570574,404
60.085744492203446,379
58.15985154458995,366
58.16434943265601,289
65.64076177352877,399
62.51776201411154,347
56.324719483150425,393
57.86019352168504,383
57.433188630171976,350
56.34693921952853,379
56.176013598920655,405
55.562973866706,420
50.2683683314869,376
55.46412108636247,358
55.32333352580698,335
54.11656971555526,417
57.67668404146772,355
52.6976827087845,409
52.479404801408265,367
57.73938602404723,374
56.36554658207625,466
56.05781852931174,515
58.63320357181804,382
57.6867989049352,413
54.71755789554921,355
59.18094559428737,334
55.00269670297177,419
52.2427371909243,360
55.2350831340781,390
54.94855760877471,392
52.31649470477967,444
50.07840170426033,500
50.36266972710603,378
52.210329037576685,384
55.11721408505954,405
55.45930416717489,398
55.476611326654535,346
58.98463965978885,364
57.33982022775608,398
57.5035656755136,372
53.86915806630319,365
51.55192593193587,328
54.02475233263787,417
53.839337239751394,456
58.33209921564229,373
54.50025790371254,461
55.04728890475317,346
55.42090825886572,419
51.93401746425825,483
48.92011414580075,396
52.43515814672558,400
55.80623719812047,352
58.672054663575565,369
54.17057410025136,391
55.74611489408579,380
59.36639084647199,400
61.86454709174361,371
62.251267285038125,398
,434
55.18781227663013,453
55.78511708096929,382
49.46055240842951,399
54.84414614126607,371
58.3062787069905,312
52.47175416544902,373
54.20997038370262,377
52.08477558818436,379
55.27642299427798,416
56.0876481441536,358
50.96266215258734,372
49.993249713785424,408
59.899593697634266,324
61.90124781257775,464
60.10924740378091,423
59.98130706898984,337
,362
53.60440831959469,452
52.12788295097535,471
52.28543444127057,301
55.138115981477256,381
53.6895447007668,390
54.07849179958558,347
49.62191272735923,356
51.78897971267895,372
55.6805446338857,387
56.08122440112907,441
54.43292951146704,472
58.28792057388937,460
52.14918341683486,336
50.03360700241235,328
45.97149998327937,368
50.523424471045296,335
58.34035646348949,391
55.36428726950192,382
57.917983547761885,266
57.77687570582786,401
63.70452471475622,347
59.66713976970853,405
65.02419962663836,326
65.21090872416528,321
58.62366246869397,479
58.68393193738996,426
55.42798942181206,437
55.061570442133565,440
56.422171620785534,374
58.38182390193752,414
54.82334343153433,450
54.54006815183848,464
52.50387718070931,404
50.52080893037305,370
53.55224200474186,421
53.76755382308653,423
55.19043302832568,430
56.14495655845637,394
59.62229001143362,430
60.27104118773123,433
55.68614073336276,456
60.42994016640911,451
52.945436866823705,295
51.0745653300313,439
49.17299990036084,426
51.72046009895903,400
55.861691340589765,433
52.46597773161615,421
59.94795660907781,314
53.49921765421639,349
54.275270179371375,373
56.74741973225102,413
53.20771739554019,451
53.03525214363582,376
54.17438824742326,441
56.67535381177287,415
54.681494452751714,389
55.3578575290843,302
54.94922526149356,412
53.96990121473166,324
55.34542382230469,372
56.98166049162761,347
52.58317223224204,384
56.740502988774935,416
51.2385877698051,440
49.7060390101488,375
55.548926709065086,325
47.480437193345615,366
46.183006617618375,455
53.24280395377463,400
57.4246285273474,445
53.68473554371343,350
52.87722096653411,326
53.08824425332729,433
55.16223448569702,397
61.98380379092397,428
58.350143517245925,402
55.62167270708272,438
58.899212252709546,376
55.00378663594307,452
58.44200505911181,399
59.35974744590865,444
53.87886339716054,428
53.187910955486416,401
55.56340290142885,449
54.25885430693607,415
56.124696340895326,436
51.8380279105454,392
52.75148153213948,392
53.1864271446685,390
51.56920696494415,455
54.59656491775822,406
54.611508473705165,401
52.798134751219926,483
56.62256081122504,366
53.8479668048705,381
49.4284545342041,383
50.86467161927993,442
49.72144154431292,457
49.57135271842755,390
,475
60.88683264423623,460
57.49655961269318,363
58.57445125388557,302
53.25539787864823,378
54.14074899205465,427
56.83481560288176,367
54.51090961198736,368
55.88125113820937,400
57.56774862292144,395
56.91834665957087,499
50.5348713798312,420
59.10735426625426,406
60.16914643375063,368
59.537045598327005,471
50.26738599458685,349
50.12081844528948,357
55.34029870099328,452
53.02215981555922,416
54.20640099515396,370
55.72674711645616,358
52.47433430193156,365
54.14232804820632,405
54.81042096472221,365
57.16232544409551,343
53.65753151177985,327
49.11688789230066,363
50.95779912937496,389
50.00242458367456,403
53.92135261138703,426
51.56605188270892,451
50.79977793958227,399
54.851301893495446,447
51.80794014021291,401
59.15890046186008,426
57.42989693812866,466
55.09127358379443,398
53.068477483422384,359
57.88846891121274,360
56.43649016645988,400
54.4727217080974,454
54.4145545392592,108
53.32605253238319,480
54.41272415615014,386
59.7430276721619,516
57.407899518801656,469
60.60748480996696,418
59.68001715210748,415
55.63022449622198,482
53.341589083276055,377
56.55479478026881,415
59.99802026388075,418
59.89658729685675,439
60.25211121926031,322
53.40606239361032,431
48.127862421923695,434
44.18605944116624,422
47.98503853426054,379
47.31378059116995,431
52.42776609338496,410
53.89460280290044,390
52.35969478495306,370
51.96333249051892,440
60.05586392918609,403
57.36506204502212,421
55.116614045298384,436
55.20733562266309,364
52.579241688002966,439
50.63882745229767,407
52.58671001906331,390
58.08012042479869,518
56.91226059873943,449
57.89811162019883,399
56.599467655457815,453
60.26256538752202,391
62.45909866191935,482
60.99045300810742,393
56.8177125178493,425
53.06851904853384,469
55.55545361140471,412
62.85618455936098,506
68.69366450313603,353
61.253117046906425,400
53.80623215886489,386
54.917087781258815,382
53.36795664863429,441
53.96594115806726,390
55.49091699930177,412
56.242970500608806,418
55.39288580469801,368
55.64571804238104,267
56.30368139587064,415
62.2876266268811,374
55.89683241438168,396
59.73367646341376,448
56.5672328425771,374
52.54702284950454,360
54.89954887683109,418
58.25130419702744,441
56.252423690206605,469
60.67730428665348,419
59.34146830632744,436
56.46506688204899,428
51.61317741113973,328
58.60265800599262,423
59.53461030145852,363
60.348673451911296,403
57.87156536547205,338
59.10347833846272,442
56.04469067110036,341
59.00927837564021,49
55.0481504983877,374
49.405332148543984,399
52.11979137730135,424
53.949989119634616,339
57.03106749123336,439
57.36739427065184,493
58.34644803549738,407
61.00474046777481,423
55.5439217363283,440
55.22986953070045,420
59.23812549828512,484
60.51696877330605,364
61.02069175379098,396
54.68715652356307,366
55.11591464454677,391
60.19746625584774,414
58.425053422150405,431
58.04575110033928,460
55.8669061589107,398
52.52178323592028,419
55.14063734033864,445
52.09925344281705,460
62.401766937047256,424
56.592436845992495,321
57.4723087333303,316
59.9779738903756,375
58.89835029742564,449
60.548940733915856,471
59.56867006022828,489
57.93089974927504,388
54.22269387808549,478
54.03062166157278,448
57.727806735155895,356
56.12860110228045,357
57.801827766389,452
54.48790991896675,422
58.95891341037161,451
,345
57.48673451306821,361
51.34393966984442,378
55.326726448741496,383
55.85476707467083,422
62.46722320429349,408
53.818273018077335,368
53.203814425053885,388
57.05623806523626,406
56.54906090260745,441
50.64988169941444,355
53.064462379226896,400
58.774317715615126,415
57.248709970574495,398
59.40899752584481,350
61.919725721980285,427
59.985398124954486,428
60.368522007883634,407
52.10530203304663,348
53.74042935612695,427
59.42165526112311,436
52.01498661354348,427
52.74184805452763,440
56.08788499370647,387
56.74900003679894,378
61.21455253108831,457
59.4436716627193,383
57.18797868880044,386
52.6923932921958,418
51.89317251741278,438
55.59033050852776,454
56.74947118461101,411
53.390560457944495,419
58.91531924656803,393
56.905236127161125,384
58.849563087450775,381
54.18145289899094,364
54.24861818483142,411
54.51881527427077,320
55.27111684641818,442
52.14446317208877,468
51.48270412668918,376
53.837426053022455,443
59.69561544033962,426
55.36297755176059,405
55.842147958722464,473
56.45488701472886,490
54.62124953949999,410
51.66605746881617,450
59.38926439865358,359
57.61602128493227,368
59.26332752345616,433
58.520974393295184,468
59.21177478026298,348
54.63260102736451,348
53.30042779692383,407
49.760112676587305,431
48.84487560456364,415
54.989719546401616,368
56.37499901262886,467
52.27131034308478,398
51.92240514216729,340
50.91991197805413,414
58.92666938252255,454
55.95183836788283,372
58.11292717000296,497
55.985914029864986,358
52.32020615279704,413
60.65995378464143,386
62.78488001866479,384
57.6563989803891,473
57.94170777463805,459
60.22138220172037,434
58.68404568326601,418
58.78627991627528,407
,455
63.97680748831454,333
55.60718046174163,459
58.19625045863118,422
65.06484525911368,408
58.11403799429241,384
52.92049275601266,466
54.31675457870486,393
59.21243690203424,431
57.11732044009299,408
61.56233672008641,398
58.059376426300624,387
56.42876028426637,431
60.7866975474543,377
61.99237505530926,454
59.7206768778464,432
63.264358779924784,465
61.62073640705941,424
56.76753350473901,464
57.80757498792389,508
55.5821860334284,462
55.33730112724524,416
56.86560939712051,391
59.73605834059491,420
61.01840697316344,477
59.91297665303851,367
64.67368861945025,453
65.19258596704677,427
58.82409747277835,468
60.65349545875231,485
61.28929998254277,393
58.105242462353466,403
52.66263240481005,388
57.73682848198762,426
59.45912218769551,403
51.28206862969258,474
58.005208587140885,359
63.43540838491663,401
62.13820338831185,387
60.66110141140416,366
57.0431148181501,392
53.89588286913361,422
53.9736179192553,392
55.2075972833069,318
59.40561656300332,427
58.739580773136574,378
60.20131574761008,384
54.52469766359709,425
58.21778338949692,487
61.40938166628653,414
61.00114042726881,359
56.30230361944091,393
53.95792818078356,329
58.53383519499429,447
54.41552194209508,392
57.009974856972526,414
60.13061915584536,441
56.19127650654741,482
56.51848988494842,534
60.76315306821442,420
60.79203317695885,446
64.1932008458937,462
58.32006443582653,507
57.16754752297975,442
54.73309511461235,322
55.90896320834047,410
61.35061468481057,369
52.47861645109827,519
57.81841375507088,364
54.83019927483074,420
57.45279215383309,453
59.624932167164445,427
61.98634640587919,458
60.80789808650443,458
55.90867103072157,390
58.07120518542169,429
53.94390318069894,494
54.506056880167264,444
56.91679921701584,455
58.04576372442212,407
63.0174954636409,423
59.67330997563384,449
56.64084776780744,402
59.97581795153311,445
58.241768298163954,448
56.305917126442935,436
53.93955386479918,419
53.197642061191445,446
55.85032740791272,413
57.99261322426362,431
55.36798130900728,419
58.79379505357984,445
55.78347511899384,428
56.44803640006353,452
60.74812590477167,469
56.20142740931245,406
52.00160225027674,407
55.60254580610756,414
57.17026496403474,362
56.255684851464494,440
56.91666219482422,360
56.21687046076326,411
55.97109299847346,366
55.0981550463869,414
56.53014719027089,400
47.79918465818544,413
52.24171381084281,349
55.7820733242512,471
56.29466813890651,410
53.14455147798554,462
57.1224457754449,411
57.35239002065304,348
55.12050409593921,422
55.50680615891042,406
57.98304895186762,435
58.58516889456571,366
58.837660200464896,454
57.30370857245979,403
63.94767976170442,453
61.52282019585012,483
60.38244402269566,470
60.845281097176766,395
61.83501571159685,451
57.4615739419806,416
49.67589651442364,416
54.44982913902179,431
59.20098327432259,424
60.93779107607959,34
55.31505079940467,474
56.47025546374287,359
56.67681695430369,456
54.75654799763103,440
57.5522290278734,416
58.094100833168426,389
57.12175275914962,446
54.249090612437634,414
58.36444597512359,384
54.62202969688245,429
58.2153535420824,414
52.097723930630586,418
55.6149978831686,441
54.18268654451685,79
60.62176779111022,346
60.94944515708877,409
58.58417512652193,396
57.67346600943369,447
59.757167626972446,361
58.209412496169634,422
57.579931826801314,483
58.271539044273,377
61.84504756466001,401
59.8390682348721,355
60.15274237068071,414
,436
55.997761379367006,361
57.81081497430951,380
55.32024037938981,350
53.28830104956657,433
54.08669113707612,461
49.77168516934306,490
56.376429644781176,401
54.024297778795855,384
55.9672194484935,389
56.89767553593887,459
57.6696985434326,384
58.25833845020922,405
61.06262405295707,437
53.582902055179744,563
60.54660783480848,409
63.50101514548629,396
58.947881026504966,409
65.03073070367647,461
61.96077661556281,392
64.02157525461767,475
59.84805398629363,359
56.684427202723576,365
52.80327152885233,460
53.43156097421015,395
58.9307609356446,438
59.92815385139728,440
55.98182041792778,392
60.42521035750433,445
62.71171119431047,380
60.0860948794529,390
61.61020295313397,466
62.19381291609643,410
61.77362646759113,469
58.058118709799736,392
57.450385596367525,401
58.176732003609416,441
61.32801945367267,363
60.79361921277128,416
58.48476906632605,424
56.53747289217884,461
59.42981888035366,498
59.83329097971802,476
59.94364804354895,461
57.114809149226026,455
61.43512277264326,423
64.63990969649167,405
64.95204095832723,392
56.992068979076166,426
60.32955873171804,415
57.35399523704282,399
57.50173715659663,391
59.48654278873547,474
57.5875853956037,445
57.21065553455826,391
58.06612298170115,394
64.14974326343818,396
63.62490658823516,466
60.895810864805135,347
58.94748472349285,392
62.17838147634336,466
61.667462647969934,439
61.387378321688,448
56.51851600704585,361
56.10143830659561,405
60.105848635276416,479
56.58232630717493,406
60.72030266863314,367
56.163483279781175,385
58.52960981457404,406
57.15573101359661,496
53.54624043733117,442
49.347713985222114,403
54.01464359626788,424
64.01507307841646,441
62.28790623960184,440
60.95395706789414,411
59.10460227208559,422
60.41066959989136,394
56.60717105844888,481
53.386588252599495,386
57.49046977750825,423
61.73948988817421,384
59.98411943982002,479
59.50899200778309,447
52.64306129783179,415
54.8605721409901,396
56.04045875539256,429
52.824608825771264,491
58.61746718030314,497
55.85624442397541,459
61.38350480750909,397
62.34898282609033,399
66.83399663219856,439
,486
61.21826656508881,438
53.48187978655052,457
56.98846243736036,404
56.59196145139025,399
56.36914119655877,392
54.39552621298555,435
54.30784882559293,445
57.76013141972141,439
55.45797253591809,495
58.57708733212676,426
57.8853044807918,426
56.207056417240935,341
55.547547386497406,365
57.14348688315687,452
55.36334031002953,413
59.34104174260291,410
60.76280239260188,393
64.18271373218097,384
59.79853769329765,403
63.05013736528057,462
60.03211154815535,471
61.05725453113681,415
53.997980073211785,434
60.64657929014298,487
57.69159685401845,429
56.22906879728292,401
61.41277029895575,426
60.91534406996512,431
63.39375312506092,398
63.47309007312831,421
66.02724725928614,420
62.87064610755591,377
60.47786645019371,385
57.57663256628874,385
59.35506045926306,397
63.40535217100338,439
63.05813281728932,496
62.71669148290941,420
59.839311210577776,398
56.85336749278757,405
59.045992534586105,354
60.006222428657296,397
61.05511701717559,463
54.699405248761,376
60.93803962447854,429
56.3247617609098,379
62.11409252543818,421
62.89370871205803,426
60.87932900868735,434
57.94569866648061,418
53.097780717302015,447
58.30691979593127,481
55.29915660619256,426
59.604396440921846,442
55.22933982061621,468
58.89520283479707,382
57.41925050252857,384
53.006989728028906,493
56.67232573878014,407
65.52020005612879,433
56.76143622000224,427
57.13543375732892,473
59.70478735184408,429
59.99118964717869,417
66.60349189852562,406
62.9031746618068,455
60.87608338874217,408
56.11312123310254,395
53.66399655770745,50
61.270267538250216,398
58.00688244804845,406
56.24262965181271,516
59.57505515025289,494
55.52596693654255,424
62.63474120259882,451
56.85777774427059,488
56.79878491758992,464
58.59504842690943,449
59.23808478196927,524
58.90175491279248,442
56.735212464087134,472
60.63227790367405,408
61.68085071345703,363
54.85707328924199,468
61.23301639340891,381
60.3564600474104,429
55.94266318689285,403
53.7019899816937,422
62.88058004898831,441
59.97898334418584,370
57.36232315149832,408
57.782604560090974,402
58.34873159182605,442
55.6778452932154,425
56.19380051350579,456
54.420121642323565,459
56.97103228832211,450
60.34058089199252,507
63.56617287005503,411
66.74702969922559,428
59.65623933097668,515
58.13443098856601,470
55.78177931131515,412
63.425106034194975,486
63.5982757758087,489
62.53961385793338,359
58.64578005845638,459
62.09624201908731,489
56.91124176301925,432
60.89659024575008,417
59.92826333182224,435
59.35632107950531,453
57.90191153113264,393
60.497023049994034,412
60.144967992049104,464
60.61762775025755,444
63.45885231658822,405
59.39043251534568,458
58.227808451172,386
58.72849571363434,417
58.83988096707534,373
56.95803313605453,353
63.03734994260173,540
62.25238031912791,395
59.054537047726335,381
56.533375522950976,442
58.970665054871006,441
58.69374731384808,431
58.93920536836551,494
61.30341883327598,451
61.37357852205336,469
63.29294375658746,368
58.97719453773893,130
62.7257133087993,485
63.93685434566292,420
64.58592896152521,412
65.71312956883918,424
57.70932630059341,402
58.8221526980969,442
60.46307561238096,513
54.18995607732864,474
55.49182659928785,454
57.80940884080725,399
57.12562622633043,407
59.40379499560436,428
61.47043157968544,450
60.49130768471619,332
58.788690666888726,337
58.738224251657655,377
60.83132716845592,453
62.23793513135831,381
54.56403329433935,414
53.33168798612287,388
60.93826365282064,410
63.73268671891801,423
62.40374477502936,449
61.38985296930721,461
59.23983749921043,475
64.96881764626036,416
63.39622789103882,392
60.845177244529545,465
60.72430737160724,486
63.58756781281724,437
60.3912362613824,434
59.49055183375074,497
59.61392229627661,389
56.02039964611139,421
57.95268050049504,509
62.71842012694453,464
63.01144775036813,407
60.53314988474756,457
60.4057107590295,447
57.07438447856337,436
59.72707493752967,439
60.26353490916582,449
55.73388534720557,363
53.117591171344,398
55.63187704173011,478
60.528754970544966,326
64.02206923723632,449
63.87821530442517,408
62.52791644814224,356
57.32891978490783,486
60.29829947832228,467
59.90890416049909,352
57.37024143352291,382
58.47286917422912,437
51.88532179372987,489
54.79033141989994,412
58.04386720164855,375
53.9543132408018,425
58.81835890747328,454
62.35481578198687,416
61.11083035953021,445
57.3982183827622,380
58.64963712846513,397
61.07965125481674,438
59.69979041635241,418
63.91896578927382,427
66.62532425275074,427
65.96741115905931,461
66.02538219543433,529
65.96895993200756,497
63.077747334234,420
57.73778443163427,485
56.9625926807517,498
60.27187236903023,356
60.28799230221254,442
68.21480753078264,445
69.10138212207029,455
66.21536187063228,464
63.22950301702428,406
62.21153614394071,411
63.83161961207351,486
66.66281636028971,408
70.20200065492325,365
63.54423463195303,377
66.14180805101867,428
62.03421251756774,471
61.28888907631905,450
61.930913043205386,432
64.94470215069705,462
64.85388171504054,443
60.65386409013293,60
58.74649715193716,441
62.225816968803095,376
63.04861899111347,442
62.68120904154804,413
59.73196724885629,424
55.76249865931104,416
55.27282003438609,426
54.92162744174303,451
56.92249525396102,400
61.75319737492338,453
59.16089109656926,369
68.30415813654997,405
63.76369328408132,439
61.99480821936884,381
60.49203567383111,425
58.91544294544381,443
60.356330327235135,467
61.21581133978563,458
62.10934936490487,465
59.24899841129884,400
54.81296129774034,438
57.98470450987299,430
56.42802516409378,387
55.33228842739763,435
54.21262416640478,450
56.48180917307394,436
58.10184144800934,427
60.75591418711039,415
66.09671986243572,353
59.54323334004543,401
62.72907804506289,437
62.2911307967704,336
62.60341068296462,455
62.71885252563499,418
58.78275241605836,466
60.494400680871465,509
61.178147012783406,486
60.890547877857465,434
68.11445283836446,482
65.89906603022933,477
64.39902694167242,372
67.09288579960503,442
61.89834705489195,512
64.66771736879797,407
67.17023035760734,453
64.25133717694058,412
61.82594458317027,483
60.131929994976815,402
59.8129623091735,452
61.45783041948387,376
60.73368869598666,458
62.28772647727285,464
60.71775169866413,448
63.044508172558274,344
61.61529178641003,464
57.06785995018046,458
56.706381334856594,446
62.45828546754458,335
62.70801652868735,431
59.57890195739198,474
56.362261669751135,423
57.76108042849898,521
58.83881722483234,456
61.576644331850616,446
54.46164925666815,385
60.15166706482748,398
61.80905037841326,384
61.27780257213425,419
60.28569677671375,405
60.61858202457824,393
60.13217809189904,433
60.64295932222428,425
63.58752234647381,420
65.5789817011613,402
,426
66.81246358870536,447
65.92893983820971,346
58.6029429126084,420
57.18646031054223,407
61.23919539905636,479
56.17005710099844,417
62.39136646723773,435
57.63710016723666,421
56.12277508713494,507
54.39835296787067,472
52.94377310701995,512
54.51014646993778,406
55.82279737428217,397
