BearingTemp_C,RUL_seconds
74.23494885068553,395
74.23494885068553,378
74.23494885068553,384
74.23494885068553,282
,369
74.23494885068553,437
74.23494885068553,78
74.23494885068553,328
74.23494885068553,403
75.49806791577967,376
75.49806791577967,356
75.49806791577967,388
75.49806791577967,444
75.49806791577967,443
75.49806791577967,378
75.49806791577967,396
75.49806791577967,336
75.49806791577967,404
75.49806791577967,379
76.72205471888691,366
76.72205471888691,289
76.72205471888691,399
76.72205471888691,347
76.72205471888691,393
76.72205471888691,383
76.72205471888691,350
76.72205471888691,379
76.72205471888691,405
76.72205471888691,420
73.42551581316354,376
73.42551581316354,358
73.42551581316354,335
73.42551581316354,417
73.42551581316354,355
73.42551581316354,409
73.42551581316354,367
73.42551581316354,374
73.42551581316354,466
73.42551581316354,515
74.33697984661586,382
74.33697984661586,413
74.33697984661586,355
74.33697984661586,334
74.33697984661586,419
74.33697984661586,360
74.33697984661586,390
74.33697984661586,392
74.33697984661586,444
74.33697984661586,500
78.17902091891271,378
78.17902091891271,384
78.17902091891271,405
78.17902091891271,398
78.17902091891271,346
78.17902091891271,364
78.17902091891271,398
78.17902091891271,372
78.17902091891271,365
78.17902091891271,328
72.70706287226476,417
72.70706287226476,456
72.70706287226476,373
72.70706287226476,461
72.70706287226476,346
72.70706287226476,419
72.70706287226476,483
72.70706287226476,396
72.70706287226476,400
72.70706287226476,352
72.09185315164615,369
72.09185315164615,391
72.09185315164615,380
72.09185315164615,400
72.09185315164615,371
72.09185315164615,398
72.09185315164615,434
72.09185315164615,453
72.09185315164615,382
72.09185315164615,399
71.68981123815662,371
71.68981123815662,312
71.68981123815662,373
71.68981123815662,377
71.68981123815662,379
71.68981123815662,416
71.68981123815662,358
71.68981123815662,372
71.68981123815662,408
71.68981123815662,324
70.22008164420178,464
70.22008164420178,423
70.22008164420178,337
70.22008164420178,362
70.22008164420178,452
70.22008164420178,471
70.22008164420178,301
70.22008164420178,381
70.22008164420178,390
70.22008164420178,347
73.13324103961531,356
73.13324103961531,372
73.13324103961531,387
73.13324103961531,441
73.13324103961531,472
73.13324103961531,460
73.13324103961531,336
73.13324103961531,328
,368
73.13324103961531,335
76.22107234687967,391
76.22107234687967,382
76.22107234687967,266
76.22107234687967,401
76.22107234687967,347
76.22107234687967,405
76.22107234687967,326
76.22107234687967,321
76.22107234687967,479
76.22107234687967,426
76.45387880129256,437
76.45387880129256,440
76.45387880129256,374
76.45387880129256,414
76.45387880129256,450
76.45387880129256,464
76.45387880129256,404
76.45387880129256,370
76.45387880129256,421
76.45387880129256,423
76.21088145699069,430
76.21088145699069,394
76.21088145699069,430
76.21088145699069,433
76.21088145699069,456
76.21088145699069,451
76.21088145699069,295
76.21088145699069,439
76.21088145699069,426
76.21088145699069,400
80.3636738822076,433
80.3636738822076,421
80.3636738822076,314
80.3636738822076,349
80.3636738822076,373
80.3636738822076,413
80.3636738822076,451
80.3636738822076,376
80.3636738822076,441
80.3636738822076,415
75.64002505530615,389
75.64002505530615,302
75.64002505530615,412
75.64002505530615,324
75.64002505530615,372
75.64002505530615,347
75.64002505530615,384
75.64002505530615,416
75.64002505530615,440
75.64002505530615,375
75.24196854782247,325
75.24196854782247,366
75.24196854782247,455
75.24196854782247,400
75.24196854782247,445
75.24196854782247,350
75.24196854782247,326
75.24196854782247,433
75.24196854782247,397
75.24196854782247,428
79.24171673042363,402
79.24171673042363,438
79.24171673042363,376
79.24171673042363,452
79.24171673042363,399
79.24171673042363,444
79.24171673042363,428
79.24171673042363,401
79.24171673042363,449
79.24171673042363,415
79.42356210675285,436
79.42356210675285,392
79.42356210675285,392
79.42356210675285,390
79.42356210675285,455
79.42356210675285,406
79.42356210675285,401
79.42356210675285,483
79.42356210675285,366
79.42356210675285,381
72.77800268457722,383
72.77800268457722,442
72.77800268457722,457
72.77800268457722,390
72.77800268457722,475
72.77800268457722,460
72.77800268457722,363
72.77800268457722,302
72.77800268457722,378
72.77800268457722,427
81.5189302030076,367
81.5189302030076,368
81.5189302030076,400
81.5189302030076,395
81.5189302030076,499
81.5189302030076,420
81.5189302030076,406
81.5189302030076,368
81.5189302030076,471
81.5189302030076,349
81.61615706441167,357
81.61615706441167,452
81.61615706441167,416
81.61615706441167,370
81.61615706441167,358
81.61615706441167,365
81.61615706441167,405
81.61615706441167,365
81.61615706441167,343
81.61615706441167,327
80.94706752722928,363
80.94706752722928,389
80.94706752722928,403
80.94706752722928,426
80.94706752722928,451
80.94706752722928,399
80.94706752722928,447
80.94706752722928,401
80.94706752722928,426
80.94706752722928,466
75.9799079474368,398
75.9799079474368,359
75.9799079474368,360
75.9799079474368,400
75.9799079474368,454
75.9799079474368,108
75.9799079474368,480
75.9799079474368,386
75.9799079474368,516
75.9799079474368,469
73.95269838728515,418
73.95269838728515,415
73.95269838728515,482
73.95269838728515,377
73.95269838728515,415
73.95269838728515,418
73.95269838728515,439
73.95269838728515,322
73.95269838728515,431
73.95269838728515,434
78.74632233724935,422
78.74632233724935,379
78.74632233724935,431
78.74632233724935,410
78.74632233724935,390
78.74632233724935,370
78.74632233724935,440
78.74632233724935,403
78.74632233724935,421
78.74632233724935,436
78.36499625919276,364
78.36499625919276,439
78.36499625919276,407
78.36499625919276,390
78.36499625919276,518
78.36499625919276,449
78.36499625919276,399
78.36499625919276,453
78.36499625919276,391
78.36499625919276,482
77.49213988881142,393
77.49213988881142,425
77.49213988881142,469
77.49213988881142,412
77.49213988881142,506
77.49213988881142,353
77.49213988881142,400
77.49213988881142,386
77.49213988881142,382
77.49213988881142,441
79.51632704669852,390
79.51632704669852,412
79.51632704669852,418
79.51632704669852,368
79.51632704669852,267
79.51632704669852,415
79.51632704669852,374
79.51632704669852,396
79.51632704669852,448
79.51632704669852,374
73.60827720941448,360
73.60827720941448,418
73.60827720941448,441
73.60827720941448,469
73.60827720941448,419
73.60827720941448,436
73.60827720941448,428
73.60827720941448,328
73.60827720941448,423
73.60827720941448,363
76.63382015766332,403
76.63382015766332,338
76.63382015766332,442
76.63382015766332,341
76.63382015766332,49
76.63382015766332,374
76.63382015766332,399
76.63382015766332,424
76.63382015766332,339
76.63382015766332,439
75.9301629458405,493
75.9301629458405,407
75.9301629458405,423
75.9301629458405,440
75.9301629458405,420
75.9301629458405,484
75.9301629458405,364
75.9301629458405,396
75.9301629458405,366
75.9301629458405,391
79.68510127902425,414
79.68510127902425,431
79.68510127902425,460
79.68510127902425,398
79.68510127902425,419
79.68510127902425,445
79.68510127902425,460
79.68510127902425,424
79.68510127902425,321
79.68510127902425,316
77.87811490546657,375
77.87811490546657,449
77.87811490546657,471
77.87811490546657,489
77.87811490546657,388
77.87811490546657,478
77.87811490546657,448
77.87811490546657,356
77.87811490546657,357
77.87811490546657,452
75.6139559581666,422
75.6139559581666,451
75.6139559581666,345
75.6139559581666,361
75.6139559581666,378
75.6139559581666,383
75.6139559581666,422
75.6139559581666,408
75.6139559581666,368
75.6139559581666,388
73.70531838566437,406
73.70531838566437,441
73.70531838566437,355
73.70531838566437,400
73.70531838566437,415
73.70531838566437,398
73.70531838566437,350
73.70531838566437,427
73.70531838566437,428
73.70531838566437,407
77.07768224313016,348
77.07768224313016,427
77.07768224313016,436
77.07768224313016,427
77.07768224313016,440
77.07768224313016,387
77.07768224313016,378
77.07768224313016,457
77.07768224313016,383
77.07768224313016,386
72.08397932953936,418
72.08397932953936,438
72.08397932953936,454
72.08397932953936,411
72.08397932953936,419
72.08397932953936,393
72.08397932953936,384
72.08397932953936,381
72.08397932953936,364
72.08397932953936,411
79.51678527350992,320
79.51678527350992,442
79.51678527350992,468
79.51678527350992,376
79.51678527350992,443
79.51678527350992,426
79.51678527350992,405
79.51678527350992,473
79.51678527350992,490
79.51678527350992,410
78.17920819297171,450
78.17920819297171,359
78.17920819297171,368
78.17920819297171,433
78.17920819297171,468
78.17920819297171,348
78.17920819297171,348
78.17920819297171,407
78.17920819297171,431
78.17920819297171,415
78.93953649128049,368
78.93953649128049,467
78.93953649128049,398
78.93953649128049,340
78.93953649128049,414
78.93953649128049,454
78.93953649128049,372
78.93953649128049,497
78.93953649128049,358
78.93953649128049,413
72.8175918078346,386
72.8175918078346,384
72.8175918078346,473
72.8175918078346,459
72.8175918078346,434
72.8175918078346,418
72.8175918078346,407
72.8175918078346,455
72.8175918078346,333
72.8175918078346,459
72.38410350812404,422
72.38410350812404,408
72.38410350812404,384
72.38410350812404,466
72.38410350812404,393
72.38410350812404,431
72.38410350812404,408
72.38410350812404,398
72.38410350812404,387
72.38410350812404,431
84.70952252118533,377
84.70952252118533,454
84.70952252118533,432
84.70952252118533,465
84.70952252118533,424
84.70952252118533,464
84.70952252118533,508
84.70952252118533,462
84.70952252118533,416
84.70952252118533,391
85.01361080020867,420
85.01361080020867,477
85.01361080020867,367
85.01361080020867,453
85.01361080020867,427
85.01361080020867,468
85.01361080020867,485
85.01361080020867,393
85.01361080020867,403
85.01361080020867,388
84.63882897558838,426
84.63882897558838,403
84.63882897558838,474
84.63882897558838,359
84.63882897558838,401
84.63882897558838,387
84.63882897558838,366
84.63882897558838,392
84.63882897558838,422
84.63882897558838,392
78.41672145831883,318
78.41672145831883,427
78.41672145831883,378
78.41672145831883,384
78.41672145831883,425
78.41672145831883,487
78.41672145831883,414
78.41672145831883,359
78.41672145831883,393
78.41672145831883,329
73.82696867374295,447
73.82696867374295,392
73.82696867374295,414
73.82696867374295,441
73.82696867374295,482
73.82696867374295,534
73.82696867374295,420
73.82696867374295,446
73.82696867374295,462
73.82696867374295,507
75.11197482625789,442
75.11197482625789,322
75.11197482625789,410
75.11197482625789,369
75.11197482625789,519
75.11197482625789,364
75.11197482625789,420
75.11197482625789,453
75.11197482625789,427
75.11197482625789,458
81.26771401566508,458
,390
81.26771401566508,429
81.26771401566508,494
81.26771401566508,444
81.26771401566508,455
81.26771401566508,407
81.26771401566508,423
81.26771401566508,449
81.26771401566508,402
84.45508805325662,445
84.45508805325662,448
84.45508805325662,436
84.45508805325662,419
84.45508805325662,446
84.45508805325662,413
84.45508805325662,431
84.45508805325662,419
84.45508805325662,445
84.45508805325662,428
80.14643888105986,452
80.14643888105986,469
80.14643888105986,406
80.14643888105986,407
80.14643888105986,414
,362
80.14643888105986,440
80.14643888105986,360
80.14643888105986,411
80.14643888105986,366
79.14792515993214,414
79.14792515993214,400
79.14792515993214,413
79.14792515993214,349
79.14792515993214,471
79.14792515993214,410
79.14792515993214,462
79.14792515993214,411
79.14792515993214,348
79.14792515993214,422
80.43698364484904,406
80.43698364484904,435
80.43698364484904,366
80.43698364484904,454
80.43698364484904,403
80.43698364484904,453
80.43698364484904,483
80.43698364484904,470
80.43698364484904,395
80.43698364484904,451
74.04828013015786,416
74.04828013015786,416
74.04828013015786,431
74.04828013015786,424
74.04828013015786,34
74.04828013015786,474
74.04828013015786,359
74.04828013015786,456
74.04828013015786,440
74.04828013015786,416
78.51850349434116,389
78.51850349434116,446
78.51850349434116,414
78.51850349434116,384
78.51850349434116,429
78.51850349434116,414
78.51850349434116,418
78.51850349434116,441
78.51850349434116,79
78.51850349434116,346
82.7165995833144,409
82.7165995833144,396
82.7165995833144,447
82.7165995833144,361
82.7165995833144,422
82.7165995833144,483
82.7165995833144,377
82.7165995833144,401
82.7165995833144,355
82.7165995833144,414
85.20484665357597,436
85.20484665357597,361
85.20484665357597,380
85.20484665357597,350
85.20484665357597,433
85.20484665357597,461
85.20484665357597,490
85.20484665357597,401
85.20484665357597,384
85.20484665357597,389
84.14497532489563,459
84.14497532489563,384
84.14497532489563,405
84.14497532489563,437
84.14497532489563,563
84.14497532489563,409
84.14497532489563,396
84.14497532489563,409
84.14497532489563,461
84.14497532489563,392
81.66097986662787,475
81.66097986662787,359
81.66097986662787,365
81.66097986662787,460
81.66097986662787,395
81.66097986662787,438
81.66097986662787,440
81.66097986662787,392
81.66097986662787,445
81.66097986662787,380
82.47089445523687,390
,466
82.47089445523687,410
82.47089445523687,469
82.47089445523687,392
82.47089445523687,401
82.47089445523687,441
82.47089445523687,363
82.47089445523687,416
82.47089445523687,424
81.13541323211194,461
81.13541323211194,498
81.13541323211194,476
81.13541323211194,461
81.13541323211194,455
81.13541323211194,423
81.13541323211194,405
81.13541323211194,392
81.13541323211194,426
81.13541323211194,415
78.04247100267874,399
78.04247100267874,391
78.04247100267874,474
78.04247100267874,445
78.04247100267874,391
78.04247100267874,394
78.04247100267874,396
78.04247100267874,466
78.04247100267874,347
78.04247100267874,392
78.63232725679862,466
78.63232725679862,439
78.63232725679862,448
78.63232725679862,361
78.63232725679862,405
78.63232725679862,479
78.63232725679862,406
78.63232725679862,367
78.63232725679862,385
78.63232725679862,406
79.30810041027753,496
79.30810041027753,442
79.30810041027753,403
79.30810041027753,424
79.30810041027753,441
79.30810041027753,440
79.30810041027753,411
79.30810041027753,422
79.30810041027753,394
79.30810041027753,481
88.14052315991802,386
88.14052315991802,423
88.14052315991802,384
88.14052315991802,479
88.14052315991802,447
88.14052315991802,415
88.14052315991802,396
88.14052315991802,429
88.14052315991802,491
88.14052315991802,497
83.26879546281741,459
83.26879546281741,397
83.26879546281741,399
83.26879546281741,439
83.26879546281741,486
83.26879546281741,438
83.26879546281741,457
83.26879546281741,404
83.26879546281741,399
83.26879546281741,392
82.94955081773313,435
82.94955081773313,445
82.94955081773313,439
82.94955081773313,495
82.94955081773313,426
82.94955081773313,426
82.94955081773313,341
82.94955081773313,365
82.94955081773313,452
82.94955081773313,413
82.08508333667079,410
82.08508333667079,393
82.08508333667079,384
82.08508333667079,403
82.08508333667079,462
82.08508333667079,471
82.08508333667079,415
82.08508333667079,434
82.08508333667079,487
82.08508333667079,429
79.65737516374776,401
79.65737516374776,426
79.65737516374776,431
79.65737516374776,398
79.65737516374776,421
79.65737516374776,420
79.65737516374776,377
79.65737516374776,385
79.65737516374776,385
79.65737516374776,397
82.2661310616709,439
82.2661310616709,496
82.2661310616709,420
82.2661310616709,398
82.2661310616709,405
82.2661310616709,354
82.2661310616709,397
82.2661310616709,463
82.2661310616709,376
82.2661310616709,429
78.4063593323846,379
78.4063593323846,421
78.4063593323846,426
78.4063593323846,434
78.4063593323846,418
78.4063593323846,447
78.4063593323846,481
78.4063593323846,426
78.4063593323846,442
78.4063593323846,468
78.82704652943254,382
78.82704652943254,384
78.82704652943254,493
78.82704652943254,407
78.82704652943254,433
,427
78.82704652943254,473
78.82704652943254,429
78.82704652943254,417
78.82704652943254,406
81.08043787379954,455
81.08043787379954,408
81.08043787379954,395
81.08043787379954,50
81.08043787379954,398
81.08043787379954,406
81.08043787379954,516
81.08043787379954,494
81.08043787379954,424
81.08043787379954,451
,488
83.02381377193149,464
83.02381377193149,449
83.02381377193149,524
83.02381377193149,442
83.02381377193149,472
83.02381377193149,408
83.02381377193149,363
83.02381377193149,468
83.02381377193149,381
86.25128571571864,429
86.25128571571864,403
86.25128571571864,422
,441
86.25128571571864,370
86.25128571571864,408
86.25128571571864,402
86.25128571571864,442
86.25128571571864,425
86.25128571571864,456
87.40410937274702,459
87.40410937274702,450
87.40410937274702,507
87.40410937274702,411
,428
87.40410937274702,515
87.40410937274702,470
87.40410937274702,412
87.40410937274702,486
87.40410937274702,489
79.83614905531869,359
79.83614905531869,459
79.83614905531869,489
79.83614905531869,432
79.83614905531869,417
79.83614905531869,435
79.83614905531869,453
79.83614905531869,393
79.83614905531869,412
79.83614905531869,464
87.21413666626573,444
87.21413666626573,405
87.21413666626573,458
87.21413666626573,386
87.21413666626573,417
87.21413666626573,373
87.21413666626573,353
87.21413666626573,540
87.21413666626573,395
87.21413666626573,381
84.17420215038501,442
84.17420215038501,441
84.17420215038501,431
84.17420215038501,494
84.17420215038501,451
84.17420215038501,469
84.17420215038501,368
84.17420215038501,130
84.17420215038501,485
84.17420215038501,420
98.12776769594257,412
98.12776769594257,424
98.12776769594257,402
98.12776769594257,442
98.12776769594257,513
98.12776769594257,474
98.12776769594257,454
98.12776769594257,399
98.12776769594257,407
98.12776769594257,428
96.18391823426477,450
96.18391823426477,332
96.18391823426477,337
96.18391823426477,377
96.18391823426477,453
96.18391823426477,381
96.18391823426477,414
96.18391823426477,388
96.18391823426477,410
96.18391823426477,423
87.55407761693054,449
87.55407761693054,461
87.55407761693054,475
87.55407761693054,416
87.55407761693054,392
87.55407761693054,465
87.55407761693054,486
87.55407761693054,437
87.55407761693054,434
87.55407761693054,497
84.97741185056807,389
84.97741185056807,421
84.97741185056807,509
84.97741185056807,464
84.97741185056807,407
84.97741185056807,457
84.97741185056807,447
84.97741185056807,436
84.97741185056807,439
84.97741185056807,449
85.59519410569797,363
85.59519410569797,398
85.59519410569797,478
85.59519410569797,326
85.59519410569797,449
85.59519410569797,408
85.59519410569797,356
85.59519410569797,486
85.59519410569797,467
85.59519410569797,352
91.19045623743116,382
91.19045623743116,437
91.19045623743116,489
91.19045623743116,412
91.19045623743116,375
91.19045623743116,425
91.19045623743116,454
91.19045623743116,416
91.19045623743116,445
91.19045623743116,380
89.29879029008583,397
89.29879029008583,438
89.29879029008583,418
89.29879029008583,427
89.29879029008583,427
89.29879029008583,461
89.29879029008583,529
89.29879029008583,497
89.29879029008583,420
89.29879029008583,485
85.02289841622628,498
85.02289841622628,356
85.02289841622628,442
85.02289841622628,445
85.02289841622628,455
85.02289841622628,464
85.02289841622628,406
85.02289841622628,411
85.02289841622628,486
85.02289841622628,408
84.86107356910138,365
84.86107356910138,377
84.86107356910138,428
84.86107356910138,471
84.86107356910138,450
84.86107356910138,432
84.86107356910138,462
84.86107356910138,443
84.86107356910138,60
84.86107356910138,441
84.02873112222633,376
84.02873112222633,442
84.02873112222633,413
84.02873112222633,424
84.02873112222633,416
84.02873112222633,426
84.02873112222633,451
84.02873112222633,400
84.02873112222633,453
,369
83.88784397487382,405
83.88784397487382,439
83.88784397487382,381
83.88784397487382,425
83.88784397487382,443
83.88784397487382,467
83.88784397487382,458
83.88784397487382,465
83.88784397487382,400
83.88784397487382,438
85.98803739463463,430
85.98803739463463,387
85.98803739463463,435
85.98803739463463,450
85.98803739463463,436
85.98803739463463,427
85.98803739463463,415
85.98803739463463,353
85.98803739463463,401
85.98803739463463,437
87.98243161301163,336
87.98243161301163,455
87.98243161301163,418
87.98243161301163,466
87.98243161301163,509
87.98243161301163,486
87.98243161301163,434
87.98243161301163,482
,477
87.98243161301163,372
87.78086159744814,442
87.78086159744814,512
87.78086159744814,407
87.78086159744814,453
87.78086159744814,412
87.78086159744814,483
87.78086159744814,402
87.78086159744814,452
87.78086159744814,376
87.78086159744814,458
82.43706598481621,464
82.43706598481621,448
82.43706598481621,344
82.43706598481621,464
82.43706598481621,458
82.43706598481621,446
82.43706598481621,335
82.43706598481621,431
82.43706598481621,474
82.43706598481621,423
80.71145882438987,521
80.71145882438987,456
80.71145882438987,446
80.71145882438987,385
80.71145882438987,398
80.71145882438987,384
80.71145882438987,419
80.71145882438987,405
80.71145882438987,393
80.71145882438987,433
81.92210128732172,425
81.92210128732172,420
81.92210128732172,402
81.92210128732172,426
81.92210128732172,447
81.92210128732172,346
81.92210128732172,420
81.92210128732172,407
81.92210128732172,479
81.92210128732172,417
83.26750521339768,435
83.26750521339768,421
83.26750521339768,507
83.26750521339768,472
83.26750521339768,512
83.26750521339768,406
83.26750521339768,397
83.26750521339768,429
83.26750521339768,442
83.26750521339768,481
