FlowRate_L_min,RUL_seconds
26.55614569337251,416
26.55614569337251,370
26.55614569337251,358
27.42574911211385,365
27.42574911211385,405
27.42574911211385,365
27.42574911211385,343
27.42574911211385,327
27.42574911211385,363
27.42574911211385,389
27.42574911211385,403
27.42574911211385,426
27.42574911211385,451
27.42574911211385,399
27.42574911211385,447
27.42574911211385,401
27.42574911211385,426
27.42574911211385,466
27.31275001909445,398
27.31275001909445,359
27.31275001909445,360
27.31275001909445,400
27.31275001909445,454
27.31275001909445,108
27.31275001909445,480
27.31275001909445,386
27.31275001909445,516
27.31275001909445,469
27.31275001909445,418
27.31275001909445,415
27.31275001909445,482
27.31275001909445,377
27.31275001909445,415
27.647226943646096,418
27.647226943646096,439
27.647226943646096,322
27.647226943646096,431
27.647226943646096,434
27.647226943646096,422
27.647226943646096,379
27.647226943646096,431
27.647226943646096,410
27.647226943646096,390
27.647226943646096,370
27.647226943646096,440
27.647226943646096,403
27.647226943646096,421
27.647226943646096,436
28.75617262283326,364
28.75617262283326,439
28.75617262283326,407
28.75617262283326,390
28.75617262283326,518
28.75617262283326,449
28.75617262283326,399
28.75617262283326,453
28.75617262283326,391
28.75617262283326,482
28.75617262283326,393
28.75617262283326,425
28.75617262283326,469
28.75617262283326,412
28.75617262283326,506
30.45153511044946,353
30.45153511044946,400
30.45153511044946,386
30.45153511044946,382
30.45153511044946,441
30.45153511044946,390
30.45153511044946,412
30.45153511044946,418
30.45153511044946,368
30.45153511044946,267
30.45153511044946,415
30.45153511044946,374
30.45153511044946,396
30.45153511044946,448
30.45153511044946,374
29.04978996929482,360
29.04978996929482,418
29.04978996929482,441
29.04978996929482,469
29.04978996929482,419
29.04978996929482,436
29.04978996929482,428
29.04978996929482,328
29.04978996929482,423
29.04978996929482,363
29.04978996929482,403
29.04978996929482,338
29.04978996929482,442
29.04978996929482,341
29.04978996929482,49
28.7115872247063,374
28.7115872247063,399
28.7115872247063,424
28.7115872247063,339
28.7115872247063,439
28.7115872247063,493
28.7115872247063,407
28.7115872247063,423
28.7115872247063,440
28.7115872247063,420
28.7115872247063,484
28.7115872247063,364
28.7115872247063,396
28.7115872247063,366
28.7115872247063,391
31.503665004009356,414
31.503665004009356,431
31.503665004009356,460
31.503665004009356,398
31.503665004009356,419
31.503665004009356,445
31.503665004009356,460
31.503665004009356,424
31.503665004009356,321
31.503665004009356,316
31.503665004009356,375
31.503665004009356,449
31.503665004009356,471
31.503665004009356,489
31.503665004009356,388
31.27088897653108,478
31.27088897653108,448
31.27088897653108,356
31.27088897653108,357
31.27088897653108,452
31.27088897653108,422
31.27088897653108,451
31.27088897653108,345
31.27088897653108,361
31.27088897653108,378
31.27088897653108,383
31.27088897653108,422
31.27088897653108,408
31.27088897653108,368
31.27088897653108,388
28.3964353787476,406
28.3964353787476,441
28.3964353787476,355
28.3964353787476,400
28.3964353787476,415
28.3964353787476,398
28.3964353787476,350
28.3964353787476,427
28.3964353787476,428
28.3964353787476,407
28.3964353787476,348
28.3964353787476,427
28.3964353787476,436
28.3964353787476,427
28.3964353787476,440
26.562841151881276,387
26.562841151881276,378
26.562841151881276,457
26.562841151881276,383
26.562841151881276,386
26.562841151881276,418
26.562841151881276,438
26.562841151881276,454
26.562841151881276,411
26.562841151881276,419
26.562841151881276,393
26.562841151881276,384
26.562841151881276,381
26.562841151881276,364
26.562841151881276,411
31.047624054223245,320
31.047624054223245,442
31.047624054223245,468
31.047624054223245,376
31.047624054223245,443
31.047624054223245,426
31.047624054223245,405
31.047624054223245,473
31.047624054223245,490
31.047624054223245,410
31.047624054223245,450
31.047624054223245,359
31.047624054223245,368
31.047624054223245,433
31.047624054223245,468
27.446445902234093,348
27.446445902234093,348
27.446445902234093,407
27.446445902234093,431
27.446445902234093,415
27.446445902234093,368
27.446445902234093,467
27.446445902234093,398
27.446445902234093,340
27.446445902234093,414
27.446445902234093,454
27.446445902234093,372
27.446445902234093,497
27.446445902234093,358
27.446445902234093,413
29.378924137264782,386
29.378924137264782,384
29.378924137264782,473
29.378924137264782,459
29.378924137264782,434
29.378924137264782,418
29.378924137264782,407
29.378924137264782,455
29.378924137264782,333
29.378924137264782,459
29.378924137264782,422
29.378924137264782,408
29.378924137264782,384
29.378924137264782,466
29.378924137264782,393
28.2728996056858,431
28.2728996056858,408
28.2728996056858,398
28.2728996056858,387
28.2728996056858,431
28.2728996056858,377
28.2728996056858,454
28.2728996056858,432
28.2728996056858,465
28.2728996056858,424
28.2728996056858,464
28.2728996056858,508
28.2728996056858,462
28.2728996056858,416
28.2728996056858,391
29.17420822003749,420
29.17420822003749,477
29.17420822003749,367
29.17420822003749,453
29.17420822003749,427
29.17420822003749,468
29.17420822003749,485
29.17420822003749,393
29.17420822003749,403
29.17420822003749,388
29.17420822003749,426
29.17420822003749,403
29.17420822003749,474
29.17420822003749,359
29.17420822003749,401
30.838117113751288,387
30.838117113751288,366
30.838117113751288,392
30.838117113751288,422
30.838117113751288,392
30.838117113751288,318
30.838117113751288,427
30.838117113751288,378
30.838117113751288,384
30.838117113751288,425
30.838117113751288,487
30.838117113751288,414
30.838117113751288,359
30.838117113751288,393
30.838117113751288,329
27.250403924572726,447
27.250403924572726,392
27.250403924572726,414
27.250403924572726,441
27.250403924572726,482
27.250403924572726,534
27.250403924572726,420
27.250403924572726,446
27.250403924572726,462
27.250403924572726,507
27.250403924572726,442
27.250403924572726,322
27.250403924572726,410
27.250403924572726,369
27.250403924572726,519
28.150660765364805,364
28.150660765364805,420
28.150660765364805,453
28.150660765364805,427
28.150660765364805,458
28.150660765364805,458
28.150660765364805,390
28.150660765364805,429
28.150660765364805,494
28.150660765364805,444
28.150660765364805,455
28.150660765364805,407
28.150660765364805,423
28.150660765364805,449
28.150660765364805,402
30.896144537371832,445
30.896144537371832,448
30.896144537371832,436
30.896144537371832,419
30.896144537371832,446
30.896144537371832,413
30.896144537371832,431
30.896144537371832,419
30.896144537371832,445
30.896144537371832,428
30.896144537371832,452
30.896144537371832,469
30.896144537371832,406
30.896144537371832,407
30.896144537371832,414
31.690871101820274,362
31.690871101820274,440
31.690871101820274,360
31.690871101820274,411
31.690871101820274,366
31.690871101820274,414
31.690871101820274,400
31.690871101820274,413
31.690871101820274,349
31.690871101820274,471
31.690871101820274,410
31.690871101820274,462
31.690871101820274,411
31.690871101820274,348
31.690871101820274,422
33.7779421816301,406
33.7779421816301,435
33.7779421816301,366
33.7779421816301,454
33.7779421816301,403
33.7779421816301,453
33.7779421816301,483
33.7779421816301,470
33.7779421816301,395
33.7779421816301,451
33.7779421816301,416
33.7779421816301,416
33.7779421816301,431
33.7779421816301,424
33.7779421816301,34
30.466456044241248,474
30.466456044241248,359
30.466456044241248,456
30.466456044241248,440
30.466456044241248,416
30.466456044241248,389
30.466456044241248,446
30.466456044241248,414
30.466456044241248,384
30.466456044241248,429
30.466456044241248,414
30.466456044241248,418
30.466456044241248,441
30.466456044241248,79
30.466456044241248,346
29.53294404618154,409
29.53294404618154,396
29.53294404618154,447
29.53294404618154,361
29.53294404618154,422
29.53294404618154,483
29.53294404618154,377
29.53294404618154,401
29.53294404618154,355
29.53294404618154,414
29.53294404618154,436
29.53294404618154,361
29.53294404618154,380
29.53294404618154,350
29.53294404618154,433
29.41690744273304,461
29.41690744273304,490
29.41690744273304,401
29.41690744273304,384
29.41690744273304,389
29.41690744273304,459
29.41690744273304,384
29.41690744273304,405
29.41690744273304,437
29.41690744273304,563
29.41690744273304,409
29.41690744273304,396
29.41690744273304,409
29.41690744273304,461
29.41690744273304,392
30.07080512552285,475
30.07080512552285,359
30.07080512552285,365
30.07080512552285,460
30.07080512552285,395
30.07080512552285,438
30.07080512552285,440
30.07080512552285,392
30.07080512552285,445
30.07080512552285,380
30.07080512552285,390
30.07080512552285,466
30.07080512552285,410
30.07080512552285,469
30.07080512552285,392
29.161329256243484,401
29.161329256243484,441
29.161329256243484,363
29.161329256243484,416
29.161329256243484,424
29.161329256243484,461
29.161329256243484,498
29.161329256243484,476
29.161329256243484,461
29.161329256243484,455
29.161329256243484,423
29.161329256243484,405
29.161329256243484,392
29.161329256243484,426
29.161329256243484,415
28.826948440504523,399
28.826948440504523,391
28.826948440504523,474
28.826948440504523,445
28.826948440504523,391
28.826948440504523,394
28.826948440504523,396
28.826948440504523,466
28.826948440504523,347
28.826948440504523,392
28.826948440504523,466
28.826948440504523,439
28.826948440504523,448
28.826948440504523,361
28.826948440504523,405
28.810744680113896,479
28.810744680113896,406
28.810744680113896,367
,385
28.810744680113896,406
28.810744680113896,496
28.810744680113896,442
28.810744680113896,403
28.810744680113896,424
28.810744680113896,441
28.810744680113896,440
28.810744680113896,411
28.810744680113896,422
28.810744680113896,394
28.810744680113896,481
29.69374896877259,386
29.69374896877259,423
29.69374896877259,384
29.69374896877259,479
29.69374896877259,447
29.69374896877259,415
29.69374896877259,396
29.69374896877259,429
29.69374896877259,491
29.69374896877259,497
29.69374896877259,459
29.69374896877259,397
29.69374896877259,399
29.69374896877259,439
29.69374896877259,486
30.345834795317973,438
30.345834795317973,457
30.345834795317973,404
30.345834795317973,399
30.345834795317973,392
30.345834795317973,435
30.345834795317973,445
30.345834795317973,439
30.345834795317973,495
30.345834795317973,426
30.345834795317973,426
30.345834795317973,341
30.345834795317973,365
30.345834795317973,452
30.345834795317973,413
29.474632230108483,410
29.474632230108483,393
29.474632230108483,384
29.474632230108483,403
29.474632230108483,462
29.474632230108483,471
29.474632230108483,415
29.474632230108483,434
29.474632230108483,487
29.474632230108483,429
29.474632230108483,401
29.474632230108483,426
29.474632230108483,431
29.474632230108483,398
29.474632230108483,421
30.07154323946344,420
30.07154323946344,377
30.07154323946344,385
30.07154323946344,385
30.07154323946344,397
30.07154323946344,439
30.07154323946344,496
30.07154323946344,420
30.07154323946344,398
30.07154323946344,405
30.07154323946344,354
30.07154323946344,397
30.07154323946344,463
30.07154323946344,376
30.07154323946344,429
32.88044511822875,379
32.88044511822875,421
32.88044511822875,426
32.88044511822875,434
32.88044511822875,418
32.88044511822875,447
32.88044511822875,481
32.88044511822875,426
32.88044511822875,442
32.88044511822875,468
32.88044511822875,382
32.88044511822875,384
32.88044511822875,493
32.88044511822875,407
32.88044511822875,433
29.713882991969527,427
29.713882991969527,473
29.713882991969527,429
29.713882991969527,417
29.713882991969527,406
29.713882991969527,455
29.713882991969527,408
29.713882991969527,395
29.713882991969527,50
29.713882991969527,398
29.713882991969527,406
29.713882991969527,516
29.713882991969527,494
29.713882991969527,424
29.713882991969527,451
31.70177495218366,488
31.70177495218366,464
31.70177495218366,449
31.70177495218366,524
31.70177495218366,442
31.70177495218366,472
31.70177495218366,408
31.70177495218366,363
31.70177495218366,468
31.70177495218366,381
31.70177495218366,429
31.70177495218366,403
31.70177495218366,422
31.70177495218366,441
31.70177495218366,370
31.4256149654111,408
31.4256149654111,402
31.4256149654111,442
31.4256149654111,425
31.4256149654111,456
31.4256149654111,459
31.4256149654111,450
31.4256149654111,507
31.4256149654111,411
31.4256149654111,428
31.4256149654111,515
31.4256149654111,470
31.4256149654111,412
31.4256149654111,486
31.4256149654111,489
30.359244584526262,359
30.359244584526262,459
30.359244584526262,489
30.359244584526262,432
30.359244584526262,417
30.359244584526262,435
30.359244584526262,453
30.359244584526262,393
30.359244584526262,412
30.359244584526262,464
30.359244584526262,444
30.359244584526262,405
30.359244584526262,458
30.359244584526262,386
30.359244584526262,417
30.271832757770017,373
30.271832757770017,353
30.271832757770017,540
30.271832757770017,395
30.271832757770017,381
30.271832757770017,442
30.271832757770017,441
30.271832757770017,431
30.271832757770017,494
30.271832757770017,451
30.271832757770017,469
30.271832757770017,368
30.271832757770017,130
30.271832757770017,485
30.271832757770017,420
28.910140538482064,412
28.910140538482064,424
28.910140538482064,402
28.910140538482064,442
28.910140538482064,513
28.910140538482064,474
28.910140538482064,454
28.910140538482064,399
28.910140538482064,407
28.910140538482064,428
28.910140538482064,450
28.910140538482064,332
28.910140538482064,337
28.910140538482064,377
28.910140538482064,453
29.58152295636157,381
29.58152295636157,414
29.58152295636157,388
29.58152295636157,410
29.58152295636157,423
29.58152295636157,449
29.58152295636157,461
29.58152295636157,475
29.58152295636157,416
29.58152295636157,392
29.58152295636157,465
29.58152295636157,486
29.58152295636157,437
29.58152295636157,434
29.58152295636157,497
27.15633934343115,389
27.15633934343115,421
27.15633934343115,509
27.15633934343115,464
,407
27.15633934343115,457
27.15633934343115,447
27.15633934343115,436
27.15633934343115,439
27.15633934343115,449
27.15633934343115,363
27.15633934343115,398
27.15633934343115,478
27.15633934343115,326
27.15633934343115,449
28.9561479216366,408
28.9561479216366,356
28.9561479216366,486
28.9561479216366,467
28.9561479216366,352
28.9561479216366,382
28.9561479216366,437
28.9561479216366,489
28.9561479216366,412
28.9561479216366,375
28.9561479216366,425
28.9561479216366,454
28.9561479216366,416
28.9561479216366,445
28.9561479216366,380
29.768024954427084,397
29.768024954427084,438
29.768024954427084,418
29.768024954427084,427
29.768024954427084,427
29.768024954427084,461
29.768024954427084,529
29.768024954427084,497
29.768024954427084,420
29.768024954427084,485
29.768024954427084,498
29.768024954427084,356
29.768024954427084,442
29.768024954427084,445
29.768024954427084,455
32.44125394728438,464
32.44125394728438,406
32.44125394728438,411
32.44125394728438,486
32.44125394728438,408
32.44125394728438,365
32.44125394728438,377
32.44125394728438,428
32.44125394728438,471
32.44125394728438,450
32.44125394728438,432
32.44125394728438,462
32.44125394728438,443
32.44125394728438,60
32.44125394728438,441
31.17646430895301,376
31.17646430895301,442
31.17646430895301,413
31.17646430895301,424
31.17646430895301,416
31.17646430895301,426
31.17646430895301,451
31.17646430895301,400
31.17646430895301,453
31.17646430895301,369
31.17646430895301,405
31.17646430895301,439
31.17646430895301,381
31.17646430895301,425
31.17646430895301,443
29.97215853174309,467
29.97215853174309,458
29.97215853174309,465
29.97215853174309,400
29.97215853174309,438
29.97215853174309,430
29.97215853174309,387
29.97215853174309,435
29.97215853174309,450
29.97215853174309,436
29.97215853174309,427
29.97215853174309,415
29.97215853174309,353
29.97215853174309,401
29.97215853174309,437
29.51640826606556,336
29.51640826606556,455
29.51640826606556,418
29.51640826606556,466
29.51640826606556,509
29.51640826606556,486
29.51640826606556,434
29.51640826606556,482
29.51640826606556,477
29.51640826606556,372
29.51640826606556,442
29.51640826606556,512
29.51640826606556,407
29.51640826606556,453
29.51640826606556,412
28.44074920446061,483
28.44074920446061,402
28.44074920446061,452
28.44074920446061,376
28.44074920446061,458
28.44074920446061,464
28.44074920446061,448
28.44074920446061,344
28.44074920446061,464
28.44074920446061,458
28.44074920446061,446
28.44074920446061,335
28.44074920446061,431
28.44074920446061,474
28.44074920446061,423
31.64042530311624,521
31.64042530311624,456
31.64042530311624,446
31.64042530311624,385
31.64042530311624,398
31.64042530311624,384
31.64042530311624,419
31.64042530311624,405
31.64042530311624,393
31.64042530311624,433
31.64042530311624,425
31.64042530311624,420
31.64042530311624,402
31.64042530311624,426
31.64042530311624,447
31.596181835427444,346
31.596181835427444,420
31.596181835427444,407
31.596181835427444,479
31.596181835427444,417
31.596181835427444,435
31.596181835427444,421
31.596181835427444,507
31.596181835427444,472
31.596181835427444,512
31.596181835427444,406
31.596181835427444,397
31.596181835427444,429
31.596181835427444,442
