Torque_Nm,RUL_seconds
108.42896036657856,357
108.39918298385176,413
108.39918298385176,368
108.39918298385176,384
108.39918298385176,315
108.39918298385176,409
110.05681095707077,386
110.05681095707077,430
110.05681095707077,349
110.05681095707077,422
110.05681095707077,304
113.99666326344726,334
113.99666326344726,405
113.99666326344726,472
113.99666326344726,423
113.99666326344726,394
111.06889764881156,378
111.06889764881156,337
111.06889764881156,310
111.06889764881156,364
111.06889764881156,354
112.58353342681892,310
112.58353342681892,368
112.58353342681892,411
112.58353342681892,350
112.58353342681892,373
109.20898439996118,353
109.20898439996118,366
109.20898439996118,406
109.20898439996118,339
109.20898439996118,429
104.31876550625392,350
104.31876550625392,423
104.31876550625392,385
104.31876550625392,355
104.31876550625392,436
102.1426168374795,435
102.1426168374795,306
102.1426168374795,386
102.1426168374795,342
102.1426168374795,420
114.161972262883,362
114.161972262883,346
114.161972262883,324
114.161972262883,357
114.161972262883,400
115.84365897501807,466
115.84365897501807,428
115.84365897501807,357
115.84365897501807,415
115.84365897501807,349
114.04072201821825,342
114.04072201821825,349
114.04072201821825,412
114.04072201821825,375
114.04072201821825,473
106.61625462978242,378
106.61625462978242,344
106.61625462978242,412
106.61625462978242,458
106.61625462978242,469
103.18181108686824,408
103.18181108686824,400
103.18181108686824,423
103.18181108686824,328
103.18181108686824,407
108.74187584783036,350
108.74187584783036,428
108.74187584783036,371
108.74187584783036,371
108.74187584783036,348
111.357116206453,328
111.357116206453,410
111.357116206453,393
111.357116206453,392
111.357116206453,336
102.09745282817268,410
,285
102.09745282817268,352
102.09745282817268,339
102.09745282817268,357
92.22890728087395,333
92.22890728087395,398
92.22890728087395,399
92.22890728087395,372
92.22890728087395,418
92.9479609284184,321
92.9479609284184,384
92.9479609284184,358
92.9479609284184,429
92.9479609284184,367
102.42889129509604,441
102.42889129509604,396
102.42889129509604,332
102.42889129509604,384
102.42889129509604,421
94.8161751138326,345
94.8161751138326,443
94.8161751138326,386
94.8161751138326,339
94.8161751138326,366
109.876131131827,369
109.876131131827,371
109.876131131827,411
109.876131131827,422
109.876131131827,463
111.15292420969853,325
111.15292420969853,295
111.15292420969853,398
111.15292420969853,419
111.15292420969853,411
113.59314199545744,366
113.59314199545744,429
113.59314199545744,410
113.59314199545744,265
113.59314199545744,381
109.27427812434782,436
109.27427812434782,369
109.27427812434782,389
109.27427812434782,411
109.27427812434782,426
104.87909596825766,379
104.87909596825766,331
104.87909596825766,384
104.87909596825766,339
104.87909596825766,376
94.80331704583593,373
94.80331704583593,344
94.80331704583593,335
94.80331704583593,409
94.80331704583593,326
99.1874321202462,411
99.1874321202462,420
99.1874321202462,380
99.1874321202462,329
99.1874321202462,396
100.77578641975596,100
100.77578641975596,337
100.77578641975596,424
100.77578641975596,424
100.77578641975596,433
102.02088757280008,465
102.02088757280008,467
102.02088757280008,401
102.02088757280008,431
102.02088757280008,420
108.17879904577994,380
108.17879904577994,399
108.17879904577994,426
108.17879904577994,404
108.17879904577994,404
101.59501199105154,401
101.59501199105154,396
101.59501199105154,455
101.59501199105154,380
101.59501199105154,380
104.73255922789346,419
104.73255922789346,408
104.73255922789346,460
104.73255922789346,385
104.73255922789346,404
105.917177355566,410
105.917177355566,433
105.917177355566,392
105.917177355566,464
105.917177355566,368
102.35768980498264,468
102.35768980498264,417
102.35768980498264,362
102.35768980498264,399
102.35768980498264,346
95.80880605347105,360
95.80880605347105,376
95.80880605347105,430
95.80880605347105,425
95.80880605347105,391
105.69352751021592,438
105.69352751021592,345
105.69352751021592,354
105.69352751021592,334
105.69352751021592,453
112.0328188929656,486
112.0328188929656,394
112.0328188929656,318
112.0328188929656,387
112.0328188929656,403
105.08906728451318,404
105.08906728451318,445
105.08906728451318,418
105.08906728451318,340
105.08906728451318,374
100.55520367853416,354
100.55520367853416,356
100.55520367853416,315
100.55520367853416,326
100.55520367853416,397
100.15841588198072,399
100.15841588198072,378
100.15841588198072,402
100.15841588198072,365
100.15841588198072,325
101.52888937427711,430
101.52888937427711,376
101.52888937427711,380
101.52888937427711,459
101.52888937427711,388
108.0463616879683,393
108.0463616879683,449
108.0463616879683,365
108.0463616879683,322
108.0463616879683,358
108.24842607999908,372
108.24842607999908,386
108.24842607999908,349
108.24842607999908,363
108.24842607999908,343
102.68625496490328,369
102.68625496490328,332
102.68625496490328,336
102.68625496490328,446
102.68625496490328,321
105.47028274569615,341
105.47028274569615,463
105.47028274569615,482
105.47028274569615,450
105.47028274569615,446
107.20155582623914,352
107.20155582623914,434
107.20155582623914,429
107.20155582623914,363
107.20155582623914,366
120.58184363824772,403
120.58184363824772,395
120.58184363824772,378
120.58184363824772,384
120.58184363824772,282
121.24808743987587,369
121.24808743987587,437
121.24808743987587,78
121.24808743987587,328
121.24808743987587,403
105.51496859449232,376
105.51496859449232,356
105.51496859449232,388
105.51496859449232,444
105.51496859449232,443
107.56886971557228,378
107.56886971557228,396
107.56886971557228,336
107.56886971557228,404
107.56886971557228,379
108.72969525456406,366
108.72969525456406,289
108.72969525456406,399
108.72969525456406,347
108.72969525456406,393
104.55927107712456,383
104.55927107712456,350
104.55927107712456,379
104.55927107712456,405
104.55927107712456,420
102.431882205082,376
102.431882205082,358
102.431882205082,335
102.431882205082,417
102.431882205082,355
115.0164774784053,409
115.0164774784053,367
115.0164774784053,374
115.0164774784053,466
115.0164774784053,515
120.1273241095704,382
120.1273241095704,413
120.1273241095704,355
120.1273241095704,334
120.1273241095704,419
106.6264493656542,360
106.6264493656542,390
106.6264493656542,392
106.6264493656542,444
106.6264493656542,500
115.75605403188707,378
115.75605403188707,384
115.75605403188707,405
115.75605403188707,398
115.75605403188707,346
114.44332078760677,364
114.44332078760677,398
114.44332078760677,372
114.44332078760677,365
114.44332078760677,328
111.6829771501746,417
111.6829771501746,456
111.6829771501746,373
111.6829771501746,461
111.6829771501746,346
109.41260563635502,419
109.41260563635502,483
109.41260563635502,396
109.41260563635502,400
109.41260563635502,352
106.57193908343416,369
,391
106.57193908343416,380
106.57193908343416,400
106.57193908343416,371
116.89703137783546,398
116.89703137783546,434
116.89703137783546,453
116.89703137783546,382
116.89703137783546,399
118.392221528967,371
118.392221528967,312
118.392221528967,373
118.392221528967,377
118.392221528967,379
119.1792745493475,416
119.1792745493475,358
119.1792745493475,372
119.1792745493475,408
119.1792745493475,324
111.4638650829626,464
111.4638650829626,423
111.4638650829626,337
111.4638650829626,362
111.4638650829626,452
109.42534317856516,471
109.42534317856516,301
109.42534317856516,381
109.42534317856516,390
109.42534317856516,347
114.8518073997414,356
114.8518073997414,372
114.8518073997414,387
114.8518073997414,441
114.8518073997414,472
111.54443988862133,460
111.54443988862133,336
111.54443988862133,328
111.54443988862133,368
111.54443988862133,335
113.00533161769908,391
113.00533161769908,382
113.00533161769908,266
113.00533161769908,401
113.00533161769908,347
109.33647616638306,405
109.33647616638306,326
109.33647616638306,321
109.33647616638306,479
109.33647616638306,426
120.18853684296636,437
120.18853684296636,440
120.18853684296636,374
120.18853684296636,414
120.18853684296636,450
105.81473617706978,464
105.81473617706978,404
105.81473617706978,370
105.81473617706978,421
,423
108.86311219996897,430
108.86311219996897,394
108.86311219996897,430
108.86311219996897,433
108.86311219996897,456
108.28377039285782,451
108.28377039285782,295
108.28377039285782,439
108.28377039285782,426
108.28377039285782,400
97.52689193502816,433
97.52689193502816,421
97.52689193502816,314
97.52689193502816,349
97.52689193502816,373
105.1184442495478,413
105.1184442495478,451
105.1184442495478,376
105.1184442495478,441
105.1184442495478,415
110.76995802668482,389
110.76995802668482,302
110.76995802668482,412
110.76995802668482,324
110.76995802668482,372
115.10374812749195,347
115.10374812749195,384
115.10374812749195,416
115.10374812749195,440
115.10374812749195,375
119.8480912261774,325
119.8480912261774,366
119.8480912261774,455
119.8480912261774,400
119.8480912261774,445
109.81924506037814,350
109.81924506037814,326
109.81924506037814,433
109.81924506037814,397
,428
103.66425106344325,402
103.66425106344325,438
103.66425106344325,376
103.66425106344325,452
103.66425106344325,399
108.76122680753105,444
108.76122680753105,428
108.76122680753105,401
108.76122680753105,449
108.76122680753105,415
109.88392929190375,436
109.88392929190375,392
109.88392929190375,392
109.88392929190375,390
109.88392929190375,455
99.06358170841588,406
99.06358170841588,401
99.06358170841588,483
99.06358170841588,366
,381
102.89292934375295,383
102.89292934375295,442
102.89292934375295,457
102.89292934375295,390
102.89292934375295,475
104.23878043768796,460
104.23878043768796,363
104.23878043768796,302
104.23878043768796,378
104.23878043768796,427
110.79024975473246,367
110.79024975473246,368
110.79024975473246,400
110.79024975473246,395
110.79024975473246,499
119.82374324246824,420
119.82374324246824,406
119.82374324246824,368
119.82374324246824,471
119.82374324246824,349
119.68066979874514,357
119.68066979874514,452
119.68066979874514,416
119.68066979874514,370
119.68066979874514,358
127.37260559797777,365
127.37260559797777,405
127.37260559797777,365
127.37260559797777,343
127.37260559797777,327
116.71349111023584,363
116.71349111023584,389
116.71349111023584,403
116.71349111023584,426
116.71349111023584,451
110.60775718865828,399
110.60775718865828,447
110.60775718865828,401
110.60775718865828,426
110.60775718865828,466
115.72561512044436,398
115.72561512044436,359
115.72561512044436,360
115.72561512044436,400
115.72561512044436,454
115.86286362058728,108
115.86286362058728,480
115.86286362058728,386
115.86286362058728,516
115.86286362058728,469
122.78545877279736,418
122.78545877279736,415
122.78545877279736,482
122.78545877279736,377
122.78545877279736,415
105.75630800518309,418
105.75630800518309,439
105.75630800518309,322
105.75630800518309,431
105.75630800518309,434
113.94890887306312,422
113.94890887306312,379
113.94890887306312,431
113.94890887306312,410
113.94890887306312,390
111.58375057751007,370
111.58375057751007,440
111.58375057751007,403
111.58375057751007,421
111.58375057751007,436
116.87764813865846,364
116.87764813865846,439
116.87764813865846,407
116.87764813865846,390
116.87764813865846,518
112.66625960957312,449
112.66625960957312,399
112.66625960957312,453
112.66625960957312,391
112.66625960957312,482
109.8292666869713,393
109.8292666869713,425
109.8292666869713,469
109.8292666869713,412
109.8292666869713,506
109.24163673739857,353
109.24163673739857,400
109.24163673739857,386
109.24163673739857,382
109.24163673739857,441
124.8884401201798,390
124.8884401201798,412
124.8884401201798,418
124.8884401201798,368
124.8884401201798,267
111.4079646402412,415
111.4079646402412,374
111.4079646402412,396
111.4079646402412,448
111.4079646402412,374
118.45197474169242,360
118.45197474169242,418
118.45197474169242,441
118.45197474169242,469
118.45197474169242,419
127.1585987465002,436
127.1585987465002,428
127.1585987465002,328
127.1585987465002,423
127.1585987465002,363
119.69198678540432,403
119.69198678540432,338
119.69198678540432,442
119.69198678540432,341
119.69198678540432,49
113.2647282879866,374
113.2647282879866,399
113.2647282879866,424
113.2647282879866,339
113.2647282879866,439
106.22961665509511,493
106.22961665509511,407
106.22961665509511,423
106.22961665509511,440
106.22961665509511,420
115.25538318921134,484
115.25538318921134,364
115.25538318921134,396
115.25538318921134,366
115.25538318921134,391
120.174575785932,414
120.174575785932,431
120.174575785932,460
120.174575785932,398
120.174575785932,419
124.84645863276045,445
124.84645863276045,460
124.84645863276045,424
124.84645863276045,321
124.84645863276045,316
119.57578817103575,375
119.57578817103575,449
119.57578817103575,471
119.57578817103575,489
119.57578817103575,388
118.05630878072596,478
,448
118.05630878072596,356
118.05630878072596,357
118.05630878072596,452
110.3623738905286,422
110.3623738905286,451
110.3623738905286,345
110.3623738905286,361
110.3623738905286,378
113.63501941302388,383
113.63501941302388,422
113.63501941302388,408
113.63501941302388,368
113.63501941302388,388
110.4000076187449,406
110.4000076187449,441
110.4000076187449,355
110.4000076187449,400
110.4000076187449,415
102.75844817315,398
102.75844817315,350
102.75844817315,427
102.75844817315,428
102.75844817315,407
116.84225731051164,348
116.84225731051164,427
116.84225731051164,436
116.84225731051164,427
116.84225731051164,440
100.93457097918994,387
100.93457097918994,378
100.93457097918994,457
100.93457097918994,383
100.93457097918994,386
110.1976899591738,418
110.1976899591738,438
110.1976899591738,454
110.1976899591738,411
110.1976899591738,419
112.57622959393916,393
112.57622959393916,384
112.57622959393916,381
112.57622959393916,364
112.57622959393916,411
107.12097666611652,320
107.12097666611652,442
107.12097666611652,468
107.12097666611652,376
107.12097666611652,443
108.51857184618044,426
108.51857184618044,405
108.51857184618044,473
108.51857184618044,490
108.51857184618044,410
108.83104893963836,450
108.83104893963836,359
108.83104893963836,368
108.83104893963836,433
108.83104893963836,468
122.07392781929454,348
122.07392781929454,348
122.07392781929454,407
122.07392781929454,431
122.07392781929454,415
113.40221037651985,368
113.40221037651985,467
113.40221037651985,398
113.40221037651985,340
113.40221037651985,414
111.80018373717542,454
111.80018373717542,372
111.80018373717542,497
111.80018373717542,358
111.80018373717542,413
127.7107643276914,386
127.7107643276914,384
127.7107643276914,473
127.7107643276914,459
127.7107643276914,434
118.51424843205685,418
118.51424843205685,407
118.51424843205685,455
118.51424843205685,333
118.51424843205685,459
113.44710365976486,422
,408
113.44710365976486,384
113.44710365976486,466
113.44710365976486,393
107.62761562412574,431
107.62761562412574,408
107.62761562412574,398
107.62761562412574,387
107.62761562412574,431
110.8061810819169,377
110.8061810819169,454
110.8061810819169,432
110.8061810819169,465
110.8061810819169,424
110.42563354074024,464
110.42563354074024,508
110.42563354074024,462
110.42563354074024,416
110.42563354074024,391
115.04240860179124,420
115.04240860179124,477
115.04240860179124,367
115.04240860179124,453
115.04240860179124,427
121.0037550015668,468
121.0037550015668,485
121.0037550015668,393
121.0037550015668,403
121.0037550015668,388
125.76150033721385,426
125.76150033721385,403
125.76150033721385,474
125.76150033721385,359
125.76150033721385,401
122.73870589560056,387
122.73870589560056,366
122.73870589560056,392
122.73870589560056,422
122.73870589560056,392
122.84569972112678,318
122.84569972112678,427
122.84569972112678,378
122.84569972112678,384
122.84569972112678,425
115.6081136998274,487
115.6081136998274,414
115.6081136998274,359
115.6081136998274,393
115.6081136998274,329
117.7273111634456,447
117.7273111634456,392
117.7273111634456,414
117.7273111634456,441
117.7273111634456,482
120.39281831356725,534
120.39281831356725,420
120.39281831356725,446
120.39281831356725,462
120.39281831356725,507
116.653411052154,442
116.653411052154,322
116.653411052154,410
,369
116.653411052154,519
124.31239587195904,364
124.31239587195904,420
,453
124.31239587195904,427
124.31239587195904,458
130.46911442202912,458
130.46911442202912,390
130.46911442202912,429
130.46911442202912,494
130.46911442202912,444
130.44402560555503,455
130.44402560555503,407
130.44402560555503,423
130.44402560555503,449
130.44402560555503,402
115.72713613002767,445
115.72713613002767,448
115.72713613002767,436
115.72713613002767,419
115.72713613002767,446
121.7170199812568,413
121.7170199812568,431
121.7170199812568,419
121.7170199812568,445
121.7170199812568,428
118.47448862889554,452
118.47448862889554,469
118.47448862889554,406
118.47448862889554,407
118.47448862889554,414
117.4275634731954,362
117.4275634731954,440
117.4275634731954,360
117.4275634731954,411
117.4275634731954,366
120.975434324906,414
120.975434324906,400
120.975434324906,413
120.975434324906,349
120.975434324906,471
111.56179672027302,410
111.56179672027302,462
111.56179672027302,411
111.56179672027302,348
111.56179672027302,422
111.00845207549966,406
111.00845207549966,435
111.00845207549966,366
111.00845207549966,454
111.00845207549966,403
118.32658188893252,453
118.32658188893252,483
118.32658188893252,470
118.32658188893252,395
118.32658188893252,451
118.04795079941748,416
118.04795079941748,416
118.04795079941748,431
118.04795079941748,424
118.04795079941748,34
111.81130469333053,474
111.81130469333053,359
111.81130469333053,456
111.81130469333053,440
111.81130469333053,416
126.35579188036884,389
126.35579188036884,446
126.35579188036884,414
126.35579188036884,384
126.35579188036884,429
109.4822504840007,414
109.4822504840007,418
109.4822504840007,441
109.4822504840007,79
109.4822504840007,346
111.15733588042433,409
111.15733588042433,396
111.15733588042433,447
111.15733588042433,361
111.15733588042433,422
108.15384052910863,483
108.15384052910863,377
108.15384052910863,401
108.15384052910863,355
108.15384052910863,414
116.98332584527483,436
116.98332584527483,361
116.98332584527483,380
116.98332584527483,350
116.98332584527483,433
113.60584096080925,461
113.60584096080925,490
113.60584096080925,401
113.60584096080925,384
113.60584096080925,389
108.84896887552075,459
108.84896887552075,384
108.84896887552075,405
108.84896887552075,437
108.84896887552075,563
112.22917468296176,409
112.22917468296176,396
112.22917468296176,409
112.22917468296176,461
112.22917468296176,392
114.01468136951124,475
,359
114.01468136951124,365
114.01468136951124,460
114.01468136951124,395
113.66233886754053,438
113.66233886754053,440
113.66233886754053,392
113.66233886754053,445
113.66233886754053,380
122.42928456280468,390
122.42928456280468,466
122.42928456280468,410
122.42928456280468,469
122.42928456280468,392
117.54306478626616,401
117.54306478626616,441
117.54306478626616,363
117.54306478626616,416
117.54306478626616,424
118.20153618213624,461
118.20153618213624,498
118.20153618213624,476
118.20153618213624,461
118.20153618213624,455
111.88077249602132,423
111.88077249602132,405
111.88077249602132,392
111.88077249602132,426
111.88077249602132,415
122.11884238407508,399
122.11884238407508,391
122.11884238407508,474
122.11884238407508,445
122.11884238407508,391
112.40069400255142,394
112.40069400255142,396
112.40069400255142,466
112.40069400255142,347
112.40069400255142,392
121.2575307641751,466
121.2575307641751,439
121.2575307641751,448
121.2575307641751,361
121.2575307641751,405
120.86823329396134,479
120.86823329396134,406
120.86823329396134,367
120.86823329396134,385
120.86823329396134,406
112.20949919306356,496
,442
112.20949919306356,403
112.20949919306356,424
112.20949919306356,441
109.31711634364343,440
109.31711634364343,411
109.31711634364343,422
109.31711634364343,394
109.31711634364343,481
113.59457794634308,386
113.59457794634308,423
113.59457794634308,384
113.59457794634308,479
113.59457794634308,447
114.46844622639756,415
114.46844622639756,396
114.46844622639756,429
114.46844622639756,491
114.46844622639756,497
128.28558157597797,459
128.28558157597797,397
128.28558157597797,399
128.28558157597797,439
128.28558157597797,486
113.7960549186976,438
113.7960549186976,457
113.7960549186976,404
113.7960549186976,399
113.7960549186976,392
111.6517757283959,435
111.6517757283959,445
111.6517757283959,439
111.6517757283959,495
111.6517757283959,426
111.19124960515398,426
111.19124960515398,341
111.19124960515398,365
111.19124960515398,452
111.19124960515398,413
109.33291763875572,410
109.33291763875572,393
109.33291763875572,384
109.33291763875572,403
109.33291763875572,462
122.77622452109236,471
122.77622452109236,415
122.77622452109236,434
122.77622452109236,487
122.77622452109236,429
128.0877357878408,401
128.0877357878408,426
128.0877357878408,431
128.0877357878408,398
128.0877357878408,421
128.0719329281849,420
128.0719329281849,377
128.0719329281849,385
128.0719329281849,385
128.0719329281849,397
111.40013585891852,439
111.40013585891852,496
111.40013585891852,420
111.40013585891852,398
111.40013585891852,405
109.87330548489165,354
109.87330548489165,397
109.87330548489165,463
109.87330548489165,376
109.87330548489165,429
122.1756033660731,379
122.1756033660731,421
122.1756033660731,426
122.1756033660731,434
122.1756033660731,418
137.28303149576,447
137.28303149576,481
137.28303149576,426
137.28303149576,442
137.28303149576,468
131.91874751629211,382
131.91874751629211,384
131.91874751629211,493
131.91874751629211,407
131.91874751629211,433
128.8829888865042,427
128.8829888865042,473
128.8829888865042,429
128.8829888865042,417
128.8829888865042,406
125.5898841034594,455
125.5898841034594,408
125.5898841034594,395
125.5898841034594,50
125.5898841034594,398
109.84307738018089,406
109.84307738018089,516
109.84307738018089,494
109.84307738018089,424
109.84307738018089,451
114.13105170723836,488
114.13105170723836,464
114.13105170723836,449
114.13105170723836,524
114.13105170723836,442
124.71308574623922,472
124.71308574623922,408
124.71308574623922,363
124.71308574623922,468
124.71308574623922,381
115.58696181440013,429
115.58696181440013,403
115.58696181440013,422
115.58696181440013,441
115.58696181440013,370
109.35242748405469,408
109.35242748405469,402
109.35242748405469,442
109.35242748405469,425
109.35242748405469,456
106.04024527204022,459
106.04024527204022,450
106.04024527204022,507
106.04024527204022,411
106.04024527204022,428
109.7959948919,515
109.7959948919,470
109.7959948919,412
109.7959948919,486
109.7959948919,489
122.84800351721384,359
122.84800351721384,459
122.84800351721384,489
122.84800351721384,432
122.84800351721384,417
128.91163414360676,435
128.91163414360676,453
128.91163414360676,393
128.91163414360676,412
128.91163414360676,464
121.48764836201931,444
121.48764836201931,405
121.48764836201931,458
121.48764836201931,386
121.48764836201931,417
119.70393232854464,373
119.70393232854464,353
,540
119.70393232854464,395
119.70393232854464,381
128.09836775739035,442
128.09836775739035,441
128.09836775739035,431
128.09836775739035,494
128.09836775739035,451
123.4589676195227,469
123.4589676195227,368
123.4589676195227,130
123.4589676195227,485
123.4589676195227,420
125.39790110426206,412
125.39790110426206,424
125.39790110426206,402
125.39790110426206,442
125.39790110426206,513
119.28581518975244,474
119.28581518975244,454
119.28581518975244,399
119.28581518975244,407
119.28581518975244,428
116.85817139320542,450
116.85817139320542,332
116.85817139320542,337
116.85817139320542,377
116.85817139320542,453
123.9097291252964,381
123.9097291252964,414
123.9097291252964,388
123.9097291252964,410
123.9097291252964,423
121.18710209312567,449
121.18710209312567,461
121.18710209312567,475
121.18710209312567,416
121.18710209312567,392
124.59480511784824,465
124.59480511784824,486
124.59480511784824,437
124.59480511784824,434
124.59480511784824,497
127.23132743501104,389
127.23132743501104,421
127.23132743501104,509
127.23132743501104,464
127.23132743501104,407
127.28696683524184,457
127.28696683524184,447
127.28696683524184,436
127.28696683524184,439
127.28696683524184,449
118.91156046046576,363
118.91156046046576,398
118.91156046046576,478
118.91156046046576,326
118.91156046046576,449
118.25850625333943,408
118.25850625333943,356
118.25850625333943,486
118.25850625333943,467
118.25850625333943,352
115.19596124618144,382
115.19596124618144,437
115.19596124618144,489
115.19596124618144,412
115.19596124618144,375
111.94201663147578,425
111.94201663147578,454
111.94201663147578,416
111.94201663147578,445
111.94201663147578,380
119.00312984391049,397
119.00312984391049,438
119.00312984391049,418
119.00312984391049,427
119.00312984391049,427
118.65039943596832,461
118.65039943596832,529
118.65039943596832,497
118.65039943596832,420
118.65039943596832,485
119.13033601534931,498
119.13033601534931,356
119.13033601534931,442
119.13033601534931,445
119.13033601534931,455
120.6265173953034,464
120.6265173953034,406
120.6265173953034,411
120.6265173953034,486
120.6265173953034,408
120.65751804088892,365
120.65751804088892,377
120.65751804088892,428
120.65751804088892,471
120.65751804088892,450
128.59277488682577,432
128.59277488682577,462
128.59277488682577,443
128.59277488682577,60
128.59277488682577,441
128.79098579737376,376
128.79098579737376,442
128.79098579737376,413
128.79098579737376,424
128.79098579737376,416
119.0713613806797,426
119.0713613806797,451
119.0713613806797,400
119.0713613806797,453
119.0713613806797,369
119.83950608687536,405
119.83950608687536,439
119.83950608687536,381
119.83950608687536,425
119.83950608687536,443
131.51678599289264,467
131.51678599289264,458
131.51678599289264,465
131.51678599289264,400
131.51678599289264,438
125.48717630965042,430
125.48717630965042,387
125.48717630965042,435
125.48717630965042,450
125.48717630965042,436
120.02669335937858,427
120.02669335937858,415
120.02669335937858,353
120.02669335937858,401
120.02669335937858,437
128.1948477193455,336
128.1948477193455,455
128.1948477193455,418
128.1948477193455,466
128.1948477193455,509
121.04333549411852,486
121.04333549411852,434
121.04333549411852,482
121.04333549411852,477
121.04333549411852,372
126.04801847910151,442
,512
126.04801847910151,407
126.04801847910151,453
126.04801847910151,412
134.83243053623903,483
134.83243053623903,402
134.83243053623903,452
134.83243053623903,376
134.83243053623903,458
123.59774318622448,464
123.59774318622448,448
123.59774318622448,344
123.59774318622448,464
123.59774318622448,458
120.5371548500292,446
120.5371548500292,335
120.5371548500292,431
120.5371548500292,474
120.5371548500292,423
123.18545271809124,521
123.18545271809124,456
123.18545271809124,446
123.18545271809124,385
123.18545271809124,398
120.35169997934142,384
120.35169997934142,419
120.35169997934142,405
120.35169997934142,393
120.35169997934142,433
119.46418127898352,425
119.46418127898352,420
119.46418127898352,402
119.46418127898352,426
119.46418127898352,447
117.53718675349988,346
117.53718675349988,420
117.53718675349988,407
117.53718675349988,479
117.53718675349988,417
110.33853601931168,435
110.33853601931168,421
110.33853601931168,507
110.33853601931168,472
110.33853601931168,512
119.90220416982768,406
119.90220416982768,397
119.90220416982768,429
119.90220416982768,442
119.90220416982768,481
120.8676426283338,409
120.8676426283338,458
120.8676426283338,386
120.8676426283338,412
120.8676426283338,414
